,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',"Hi everyone!

I played through an unrated game with my mentor Ionadowman and lost.  Here I was trying out the Vienna against him as this was an old opening and one which I thought I could try out on someone else if it worked out.  Maybe the choice of opening was OK but it was perhaps some injudicious piece placement in the middle game that cost me this game."
1,0,1,Nc3,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq -',2. Nc3 - The Vienna Game - this move was popular with Austrians in the 18th/19th century - not played very often nowadays.
2,0,2,f4,b'rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq f3',3. f4 - the main line of the Vienna.
3,0,3,d4,b'rnbqk2r/ppp1bppp/8/3pP3/3Pn3/2N2N2/PPP3PP/R1BQKB1R b KQkq d3',6. d4 - deviating from the main line a little but this move used to be popular years ago.  It does have a drawback in that white's queenside pawn structure is about to be busted by a knight exchange on c3.
4,0,4,Qe2,b'rn1q1rk1/ppp1bppp/8/3pPb2/3Pn3/2NB1N2/PPP1Q1PP/R1B1K2R b KQ -',"8. Qe2?! - this seemed a reasonable choice from the database.  However thinking back it was time to break free from it.  8. Bd2 may well have been better as it would have avoided the bust up of the queenside pawns.  

Ion did have this to say in the Chat however - ""I don't think there's anything wrong with the 6.d4 line. I think you have to count on Black exchanging at c3 - he doesn't particularly want to but it's the best he's got probably. The pawn formation you get isn't really bad at all. It has its weaknesses (the isolated rook pawn the doubled c-pawn) but it has its upaide as well. The pawns are ""doubled towards the centre"" your centre is very strong on the dark squares and the e-pawn (in this game) remains mobile and hard to blockade effectively .""

Yes this choice may not have been fatal and it did have it's merits but it does not pay to make your task harder - this is the one case where following the database (I used the World Database here) is not always a good thing.

So when playing an Expert 350 points north of your rating - keep it simple!"
5,0,5,bxc3,b'rn1q1rk1/ppp1bppp/8/3pPb2/3P4/2PB1N2/P1P1Q1PP/R1B1K2R b KQ -',9. bxc3 - so here is the busted pawn structure.
6,0,6,1Be2,b'rn1q1rk1/pp2bppp/8/3pP3/2pP2b1/2P2N2/P1P1BQPP/R1B2RK1 b - -',12. Be2 - Frere Leblanc dodges the pawn attack on c4 and adds support to my queen knight.  I think I have developed reasonably up to here but I now start to go wrong.  I play 13. a4 to give my queen rook more scope as I felt he would be tied to defending the a pawn.  In retrospect I think again that 13. Bd2 was the better move.
7,0,7,Qa5,b'r4rk1/pp2bppp/2n5/q2pP3/P1pP2b1/2P2N2/2P1BQPP/R1B2RK1 w - -',13. ............... Qa5! - Strong move threatening pawn on c3 and tying my pieces down to defend it.
8,0,8,1Bb2,b'r4rk1/pp2bppp/2n5/q2pP3/P1pP2b1/2P2N2/1BP1BQPP/R4RK1 b - -',"14. Bb2?! - Maybe Be2 was better here as it could become a target although Ion did have this to say in his post-match analysis.

""I formed the impression that early on your responded maybe too defensively to a number of casual shortrange threats - such as 14.Bb2. But that move wasn't fatal: in fact there were some lines in which you might have played Ba3 forcing the DSBs off or maybe attacking the f8-rook. """
9,0,9,1Ne1,b'r4rk1/pp2bppp/2n5/q2pPb2/P1pP4/2P5/1BP1BQPP/R3NRK1 b - -',"15. Ne1?! - Ion had this to say about this move.

""But 15.Ne1 was definitely a surprise. I thought I had the better of it after that. I had anticipated something like 15.Nh4 Bxc2 with this possible continuation: 16.Nf5 Bxf5 17.Qxf5 Nxd4! 18.cxd4 Qd2 with a fork against both your bishops. Probably you would get one pawn back but you would probably have had to rely on a more active game for at least partial compensation for the other pawn deficit. 

Even after 15.Ne1 though I don't think you were out of it until 18.Qe2. That really was a mistake though an understandable one. The only other move was 18.Qg3 (Rxf1  19.Kxf1 Rf8  20.Ke2 after which I was still tossing up whether to bring the Q back to d8 (preparing ...Bh4) or the N (preparing ...Ne6). Had your K dived back into the corner (20.Kg1) then it was definitely going to be the Q-move (20...Qd8).""
"
10,0,10,1Bf3,b'r4rk1/pp2bppp/2n5/q2pP3/P1pPb3/2P2B2/1BP2QPP/R3NRK1 b - -',16. Bf3 - I decide to exchange bishops to get rid of the threat on the hind c pawn but with Ion's next move I risk opening the f file and will have really nasty consquences if I don't watch out!
11,0,11,1Qe2,b'r4rk1/pp2b1pp/2n5/q2pP3/P1pPp3/2P5/1BP1Q1PP/R3NRK1 b - -',"18. Qe2?? - see my note to move 15.  I did however expect the following:-

18. Qe2 Rxf1  
19. Kxf1 Rf8  
20. Kg1 Bh4 
21. g3 Bg5 
22. Ba3 Rf7 
23. Qg4 Bd2 
24. Qc8  Nd8 
25. Bb4 Qb6 
26. a5 Qa6 
27. Qxd8  Rf8 
28. Qxf8#"
12,0,12,Nxe5,b'5rk1/pp2b1pp/8/q2pn3/P1pPp3/2P5/1BP1Q1PP/R3N1K1 w - -',20. ................ Nxe5!!! - a stunning sacrifice taking back will open up the a7-g1 diagonal spelling danger for Henry!
13,0,13,Qb6+,b'5rk1/pp2b1pp/1q6/3pP3/P1p1p3/2P5/1BP1Q1PP/R3N1K1 w - -',21. ...................... Qb6  - strong move but I think Ion had a stronger move in Bc5  followed by the deadening Rf2 forcing Glenda to give up her life to try and save her other half.  A possible get out clause was mentioned in the post match analysis which I will reveal next turn.
14,0,14,Rf2,b'6k1/pp2b1pp/1q6/3pP3/P1p1p3/2P5/1BP1QrPP/R3N2K w - -',"22. ................... Rf2.  After this move I throw in the sponge thinking that I must give up Glenda to save Henry.  The initial material balance would be a R N for Q&P which does not sound too bad.  But I did analyse that black could win my knight with a series of queen and bishop checks.  However because Ion played Qb6  and not Bc5  I had the following get out clause as Ion states as follows:-

""Thanks for the game Joanne. Yes I thought your bishop might have gone the wrong way. I did think though that you might try 23.a5 Qc4 24.Ba3. I had planned 24...Rxe2 25.Bxc5 Bxc5 with 26...Bf2 to come though if 27.g3 Rf2 might be preferable.""

So if 21................ Bc5 !! I would not have had the get out move a5 to play as the pawn on a5 would have been blocked by The Wicked Witch of the West.

So here ends another lesson.  Even with a bad pawn structure try and counter-attack.  You may suffer an initial loss of material but you may stand a chance of regaining it if you keep your pieces active. 


"
15,1,0,d4,b'rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3',..I enjoy playing with black...more aggressive openings in reserve...against d4 openings things tend to get positional.
16,1,1,c4,b'rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3',..black has a number of options here depending on taste. I tend to play a Benko but KID Nimzo and others offer attacking options too.
17,1,2,b5,b'rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq b6',..normal lines include taken the pawn declining (as the Benko is hairy if you get it wrong for white)..or other stuff
18,1,3,a4,b'rnbqkb1r/p2ppppp/5n2/1ppP4/P1P5/8/1P2PPPP/RNBQKBNR b KQkq a3',...this is quite sharp and black has to be careful. Taking the pawn (bxc) leads to quite hairy stuff for black. Decided to develop quickly as white only has a dark square bishop with no real targets to use...
19,1,4,f3,b'rnb1kb1r/p2ppppp/5n2/q1pP4/PpP5/5P2/1P1BP1PP/RN1QKBNR b KQkq -',...this normally prepares e4 with strong central push....blacks eventual plan will be 0-0 and e6 opening the f file.
20,1,5,d6,b'rnb1kb1r/p3pp1p/3p1np1/q1pP4/PpP1P3/5P2/1P1B2PP/RN1QKBNR w KQkq -',...all normal stuff here...not worried about the queen for the moment just develop.  Blacks position is already slightly better...white's queenside can't do anything and Nh3 will be met by Bxh3 when white is then in trouble very early..
21,1,6,Ne2,b'rnb1kb1r/p3pp1p/3p1np1/q1pP4/PpP1P3/5P2/1P1BN1PP/RN1QKB1R b KQkq -',....I look at this and thought (as per previous comment) white is just badly developed...so finish development and use the extra tempii.
22,1,7,1Kf2,b'r1b2rk1/p2nppbp/3p1np1/q1pP4/PpP1P3/5PP1/1P1B1K1P/RNNQ1B1R b - -',...big ??? Possible longer term threat of h4-5 but blacks position is solid and now a simple plan...get in f5 and the king is in trouble...
23,1,8,1h3,b'r1b2rk1/p3ppbp/3p1np1/q1pPn3/PpP1P3/5PPP/1P1B1K2/RNNQ1B1R b - -',...justa weak move i thought....(or crap)
24,1,9,1Ne8,b'r1b1nrk1/p3ppbp/3p2p1/q1pPn3/PpP1P3/5PPP/1P1B1K2/RNNQ1B1R w - -',..preparing f5...
25,1,10,1f4,b'r1b1nrk1/p1q1ppbp/3p2p1/2pPn1B1/PpP1PP2/6PP/1P3K2/RNNQ1B1R b - -',...keeping in mind the idea of the opening f file and the exposed king the next move by black is obvious...
26,1,11,1Bh4,b'r1b1nrk1/p1q1p1bp/3p1pp1/2pPn3/PpP1PP1B/6PP/1P3K2/RNNQ1B1R b - -',..oops...did white just drop a pawn....?
27,1,12,1fxe5,b'r1b1nrk1/p1q1p1bp/3p1p2/2pPP1p1/PpP1P2B/6PP/1P3K2/RNNQ1B1R b - -',....should i panic..? A lost piece...? Er..no. The position is now such that White is in big trouble. A stagnant queenside an exposed king. Black can deliver 5 major pieces to the attack very quickly...
28,1,13,1g4,b'r1b1nrk1/p1q1p1bp/3p4/2pPp3/PpP1P1Pp/7P/1P4K1/RNNQ1B1R b - -',...next part is to dismantle the centre and bring in all pieces to the attack.
