,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',This is my most typical opening.
1,0,1,e5,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6',Quite a usual move for black.
2,0,2,Nf3,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -',One of the best moves in this postion that I know of.
3,0,3,Nc6,b'r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -',I protected my pawn.
4,0,4,Bc4,b'r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -',Threatening to take my pawn on f7 by moving his knight to g5...
5,0,5,Bc5,b'r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -',...So I moved my bishop to c5. 
6,0,6,c3,b'r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -',Another move.
7,0,7,b4,b'r1bqk2r/pppp1pp1/2n2n1p/2b1p3/1PB1P3/2PP1N2/P4PPP/RNBQK2R b KQkq b3',Uh oh I think he's got my pawn.
8,0,8,Nxc4,b'r1bqk2r/pppp1pp1/1b3n1p/1P6/2N1P3/2PP4/P4PPP/RNBQK2R b KQkq -',So I was a pwn down- at the beginning game.
9,0,9,Bc5,b'r1bqk2r/pppp1pp1/5n1p/1Pb5/2N1P3/2PP4/P4PPP/RNBQK2R w KQkq -',Not going for the swap off. 
10,0,10,Bxa3,b'r1bqk2r/pppp1pp1/5n1p/1P6/2N1P3/b1PP4/P4PPP/RN1QK2R w KQkq -',Ok- I took the swap off now.
11,0,11,4Rxb7,b'8/1R4pk/7p/3r4/5P2/6PP/6K1/8 b - -',This is when I offered him a draw and he accepted as it was a drawish postion even though he was a pawn up.
12,1,0,Nf3,b'rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -',3. Nf3 for white doesn't seem like white's best play in this situation.  It allows black to play 3...d5 which will force the bishop to eventually move.
13,1,1,Bb3,b'rnbqkbnr/pp3ppp/8/2pp4/8/1B3N2/PPPP1PPP/RNBQK2R b KQkq -',Didn't expect to see this at all.  I was expecting either Bb5+ or a retreat to Be2. 
14,1,2,b5,b'rnbqkbnr/p4ppp/8/1ppp4/8/1B3N2/PPPP1PPP/RNBQK2R w KQkq b6',This is poor move from me.  Thankfully my opponent didn't play 6. Qe2+ because I would've dropped that pawn I advanced. 
15,1,3,Nf6,b'rnbqkb1r/p4ppp/5n2/1p1p4/2p5/2P2N2/PPBP1PPP/RNBQK2R w KQkq -',Maybe a stronger move here would've been Bg4 pinning the knight?
