,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',"Hi all! This is will be my very first annotated game and it's dedicated to my team Castle Collectors. I hope you will enjoy it and maybe learn one or two things.

Unrated practice game between Mistee and Alex388 
(The idea was to play a game with no DB to discuss some chess principles)"
1,0,1,c5,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6',"In this game we have an e4 opening which is the most traditional White's first move. It's a direct approach to the possession of the center while it frees the white bishop and the queen.
In the other side black respond with a Sicilian defense which is also the most played defense against 1. e4 and also the best-scoring against it. The main idea behind c5 move is to control d4 square and fight for center with an asymmetrical position.

Develop Principles:
- Fight for center
- Try to develop your knights before the bishops
- Do not move again the same piece unless it's required
- Take your pieces out with time gains or threatening something"
2,0,2,Nc3,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq -',"2. Nf3 is the main line keeping the attack and control of the center while Nc3 is more a ""psychological"" move where White waits Black to move (mainly Nc6 or e6) so it can discard d6 move which leads to a Nadjorf defense. Also Nc3 could be another way to start the ""Grand Prix Attack"" (1. e4 c5 2. f4 ..)"
3,0,3,e6,b'rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -',"2. .. e6 correspond to a Taimanov (4. .. Nc6) or Kan (""Paulsen""; 4. .. a6) variation. 

We notice that in Sicilian Defenses is very common to see lots of pawn moves instead of pieces moves. This is a contradiction to the principles but is firmly based on the theory of the defense which with the the space gain tries to catch up in the development."
4,0,4,Nf3,b'rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -',With this third move White advise she will probably fight for center with d4 move as it has a development advantage. 
5,0,5,a6,b'rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -',"3. .. a6 responds to a Sicilian Kan. Here black could have played 3. .. d5! instead of 3. .. a6 fighting for the center from the beginning. In most Sicilian's defenses the defending player must know to many lines and theory so I strongly recommend to new player to avoid those approaches and follow chess principles. In this case fight for the center.
A common line here could have been:
1. e4 c5
2. Nc3 e6
3. Nf3 d5
4. exd5 exd5
5. d4 Nf3"
6,0,6,Bc4,b'rnbqkbnr/1p1p1ppp/p3p3/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -',"Bc4 a natural move to allow the 0-0 however in this particular position it make no sense to develop the bishop to a constrained moreover it allows Black to gain more space in the queen side by b5 advance. Better ways to develop the white bishop in this situations could be:
a) g3 and then Bg2 doing a fianchetto.
b) playing 4. d4 cxd4 5. Nxd4 Nf6 (probable for black) 6. Bd3 a better diagonal for the white bishop because it supports a future e5 advance attacking the Black's King castle on h7. 
c) playing Be2 avoiding any exchange."
7,0,7,b5,b'rnbqkbnr/3p1ppp/p3p3/1pp5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq b6',Notice how Black wins space in the queen side. Now White must be careful to get his bishop trapped (Bb3??).
8,0,8,Bd3,b'rnbqkbnr/3p1ppp/p3p3/1pp5/4P3/2NB1N2/PPPP1PPP/R1BQK2R b KQkq -',"Bd3?
A very strange move. With this move White have trapped his black bishop. Also it's announcing that it's going to short castle. 
Be2 would had been a better place."
9,0,9,Bb7,b'rn1qkbnr/1b1p1ppp/p3p3/1pp5/4P3/2NB1N2/PPPP1PPP/R1BQK2R w KQkq -',"Black refuses to play c4?! as he knows he cant extend to much or the pawn chain would be to easily attack. Also according to this kind of Sicilian Defense (Kan variation) it hurries to play in the big diagonal (a8-h1) with his white bishop.
Other good option could have been d6 preparing an interesting e5 shutting down any possibilities of white to make e5 soon (resulting in developmental problems because of Bd3)."
10,0,10,b3,b'rn1qkbnr/1b3ppp/p2pp3/1pp5/4P3/1PNB1N2/P1PP1PPP/R1BQ1RK1 b kq -',The only possibility to solve the black bishop develop. White doesn't want to waste another tempo playing Be2.
11,0,11,Ne7,b'rn1qkb1r/1b2nppp/p2pp3/1pp5/4P3/1PNB1N2/P1PP1PPP/R1BQ1RK1 w kq -',"First Black mistake. Maybe confused by the strange way White is developing her pieces it tries to avoid e5 (7. .. Nf6 8. e5 solving the problem of the white bishop). 
7. ..Nh6 (taking advantage the black bishop can't take on h6 and then jumping to a possible attack in g4)
or better: 7. .. e5!? 8. .. Nf6 "
12,0,12,Nc6,b'r2qkb1r/1b3ppp/p1npp1n1/1pp5/4P3/1PNB1N2/PBPPQPPP/R4RK1 w kq -',Black is ambitious he doesn't develop his Knight to d7-e5 he wants to have the opportunity to set a Night in d4.
13,0,13,1Qe3,b'r2qkb1r/1b3ppp/p1npp1n1/1pp5/4P3/1PNBQN2/PBPP1PPP/R4RK1 b kq -',White needs desperately more space!
14,0,14,1Be7,b'r2qk2r/1b2bppp/p1npp1n1/1pp5/4P3/1PNBQN2/PBPP1PPP/R4RK1 w kq -',Black even with a lot of more space than white is having some develop problems. It's very important to visualize where are heading the pieces before moving them. The Knight on c6 interrupts the bishop.
15,0,15,1Ne2,b'r2qk2r/1b2bppp/p1npp1n1/1pp5/4P3/1P1BQN2/PBPPNPPP/R4RK1 b kq -',Regroup! Good move! White starts to reorganize her pieces in order to launch a king-side attack.
