,gid,aid,move,fen,annotation
0,0,0,Nd2,b'r2q1rk1/ppp2ppp/2npbn2/2b1p3/2B1P3/3P2NP/PPPN1PP1/R1BQ1RK1 b - -',He's trying to trade light sq bishops on his terms; replacing it with the knight on c4.  I won't agree to it.
1,0,1,1Bb3,b'r2q1rk1/2p2ppp/p1npbn2/1pb1p3/4P3/PB1P2NP/1PPN1PP1/R1BQ1RK1 b - -',"A better deal for black on the trade but still not good enough.  Why allow his knight to advance on the trade?
"
2,0,2,1c4,b'r2q1rk1/2p2ppp/2npbn2/ppb1p3/2P1P3/PB1P2NP/1P1N1PP1/R1BQ1RK1 b - c3',12.  ... a4 would have been better for white I think.  
3,0,3,Nxb4,b'r2q1rk1/2p2ppp/3pbn2/2b1p3/pnP1P3/3P2NP/BP1N1PP1/R1BQ1RK1 w - -',Hot square for the black knight attacking the d3 pawn and his bishop is fenced in.
4,0,4,Qb6,b'r4rk1/5ppp/1qppbn2/2b1p3/RnP1P3/3P2NP/1P1N1PP1/1BBQ1RK1 w - -',He got the pawn but then he gives up the file.  It will prove to be costly.  
5,0,5,1Nb3,b'r5k1/5ppp/1qppbn2/2b1p3/1nP1P3/1N1P2NP/1P3PP1/1BBQ1RK1 b - -', 
6,0,6,1Nxc5,b'r5k1/5pp1/1qppbn1p/2N1p3/1nP1P3/3P2NP/1P3PP1/1BBQ1RK1 b - -',Good idea for white abating the battery on the power diagonal but he leaves behind the a1 square.
7,0,7,2Nb5,b'3q2k1/5pp1/3pbn1p/1Np1p3/1nP1P3/3P3P/1P1B1PP1/rB1Q1RK1 b - -',A powerful pin on white's back rank...but why didn't he play 23. Qf3 ...?
8,0,8,2Nxd3,b'3q2k1/5pp1/3pbn1p/1Np1p3/2P1P3/3n3P/1P1B1PP1/rB1Q1RK1 w - -',Now I can transition the queenside skirmish to an attack on the kingside.
9,0,9,2Na3,b'3q2k1/5pp1/3pbn1p/2p1p3/2P1Pn2/N1B4P/1P3PP1/rB1Q1RK1 b - -',I think white was too preoccupied trying to trap my rook on a1 at the expense of allowing a strong attack of minor pieces.
10,0,10,Ne2+,b'3q2k1/5pp1/3pb2p/2p1p3/2P1n3/NQB4P/1P2nPP1/rB3RK1 w - -',This move causes some big problems for white; strengthens the pin on white's light sq bishop and gains a tempo to get the two monster knights in position.  
11,0,11,2Rd1,b'3q2k1/5pp1/3pb2p/2p1p1n1/2P5/NQB4P/1P2nPPK/rB1R4 b - -',costing another tempo to weaken the pin...
12,0,12,2Rxb1,b'3q2k1/5pp1/3pb2p/2p1p1n1/2P5/NQB4P/1P2nPPK/1r1R4 w - -',Dumping the passive rook for the bishop pointing at black's kingside and deflecting white's rook onto a useless square.
13,0,13,3Nb5,b'q5k1/5pp1/3pb2p/1Np1p1n1/2P5/1QB4P/1P2nPPK/1R6 b - -',??  instead of simply trying to trade down my attack  i.e. 30. Bd2 ...   getting his bishop off of that useless diagonal!!
14,0,14,3Nf4,b'q5k1/5pp1/3pb2p/1Np1p1n1/2P2n2/1QB4P/1P3PPK/1R6 w - -',The knights are fully poised to strike...
15,0,15,Nxf3+,b'q5k1/5pp1/3pb2p/1Np1p3/2P2n2/1QB2n1P/1P4PK/1R6 w - -',If 32. gxf3 then black has an unstoppable attack  with the queen and the two minor pieces being that there is nothing available which with white to defend. Play would continue  32. ... Qxf3  33. Qc2 Qxh3+ 34. Kg1 Qg3+ 35. Kh1 Bxc4 36. Nc7 (preventing mate) Qh3+ 37. Qh2 Qf3+ 38. Kg1 Nh3+ winning white's Queen.  
16,0,16,Nd2+,b'q5k1/5pp1/3pb2p/1Np1p3/2P5/1QB4P/1P1n2K1/1R6 w - -',White resigns.
17,1,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',I was black in this league game and I am pleased with this game.  Black built a great defence on the queenside and a5 was a move which was integral to black's defence.
18,1,1,e5,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6',After e4 black went with king's pawn to e5 and is stating his aims immediately!
19,1,2,c3,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq -',White pushed his pawn to c3.  I believe this is a move in the ponziani opening but white would go with Nf3 and then c3.  An expected move might have been d4 to attack e5 and take the centre for white.
20,1,3,f5,b'rnbqkbnr/pppp2pp/8/4pp2/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq f6',Black decides to go with pawn to f5 attacking the centre pawn himself and not worrying if taken as will block the pawn's route on the f file with Nf6.
21,1,4,exf5,b'rnbqkbnr/pppp2pp/8/4pP2/8/2P5/PP1P1PPP/RNBQKBNR b KQkq -',White captures the f5 pawn and the fight is already on for ownership of the centre.
22,1,5,Nf6,b'rnbqkb1r/pppp2pp/5n2/4pP2/8/2P5/PP1P1PPP/RNBQKBNR w KQkq -',Black develops his knight with Nf6 and is attacking squares in the centre of the board.
23,1,6,d4,b'rnbqkb1r/pppp2pp/5n2/4pP2/3P4/2P5/PP3PPP/RNBQKBNR b KQkq d3',White pushes his pawn to d4 attacking black's centre pawn on e5 and making a pawn chain.
24,1,7,e4,b'rnbqkb1r/pppp2pp/5n2/5P2/3Pp3/2P5/PP3PPP/RNBQKBNR w KQkq -',Black pushes his e5 pawn to e4 protected by the knight on f3.
25,1,8,Be3,b'rnbqkb1r/pppp2pp/5n2/5P2/3Pp3/2P1B3/PP3PPP/RN1QKBNR b KQkq -',White decides to prevent the pawn continuing down the e file with Be6.
26,1,9,d5,b'rnbqkb1r/ppp3pp/5n2/3p1P2/3Pp3/2P1B3/PP3PPP/RN1QKBNR w KQkq d6',Black gives his e4 pawn further protection with pawn to d5.
27,1,10,Bb5+,b'rnbqkb1r/ppp3pp/5n2/1B1p1P2/3Pp3/2P1B3/PP3PPP/RN1QK1NR b KQkq -',Now white checks black's king with Bb5.
28,1,11,c6,b'rnbqkb1r/pp4pp/2p2n2/1B1p1P2/3Pp3/2P1B3/PP3PPP/RN1QK1NR w KQkq -',Blacks pushes a pawn out to c6 to block the attack and has a pawn chain to e4 but has not developed many pieces.
29,1,12,Be2,b'rnbqkb1r/pp4pp/2p2n2/3p1P2/3Pp3/2P1B3/PP2BPPP/RN1QK1NR b KQkq -',White retreats his LB to e7.  At present it looks quite equal on the control of the centre as white has 3 pawns and a piece and black also has 3 pawns and a piece in the centre.  
30,1,13,a5,b'rnbqkb1r/1p4pp/2p2n2/p2p1P2/3Pp3/2P1B3/PP2BPPP/RN1QK1NR w KQkq a6',Black pushes a pawn to e5 to give white a problem with accessing the queenside as this pawn is protected by 2 pieces the queen and the rook.
31,1,14,a3,b'rnbqkb1r/1p4pp/2p2n2/p2p1P2/3Pp3/P1P1B3/1P2BPPP/RN1QK1NR b KQkq -',White obviously doesn't want black to have too much control over the a file and pushes his pawn to a3.
32,1,15,Bxf5,b'rn1qkb1r/1p4pp/2p2n2/p2p1b2/3Pp3/P1P1B3/1P2BPPP/RN1QK1NR w KQkq -',Black decides to capture the pawn at f5 which did not seem to be important to white as he had not protected it.
33,1,16,Bh5+,b'rn1qkb1r/1p4pp/2p2n2/p2p1b1B/3Pp3/P1P1B3/1P3PPP/RN1QK1NR b KQkq -',Now white checks black's king again on h5.
34,1,17,g6,b'rn1qkb1r/1p5p/2p2np1/p2p1b1B/3Pp3/P1P1B3/1P3PPP/RN1QK1NR w KQkq -',Again black pushes a pawn to g6 to block the check which opens up black's pawns and leaves the king more susceptible to an attack.
35,1,18,1Be2,b'rn1qkb1r/1p5p/2p2np1/p2p1b2/3Pp3/P1P1B3/1P2BPPP/RN1QK1NR b KQkq -',White again retreats his LB after it has done its job and it is safe to attack again.
36,1,19,1Qd7,b'rn2kb1r/1p1q3p/2p2np1/p2p1b2/3Pp3/P1P1B3/1P2BPPP/RN1QK1NR w KQkq -',Black now pushes his queen to d7.  This joins the LB on the diagonal but perhaps another piece could have been developed before the queen.  This does now leave the a5 pawn to be protected only by the rook.
37,1,20,1Nd2,b'rn2kb1r/1p1q3p/2p2np1/p2p1b2/3Pp3/P1P1B3/1P1NBPPP/R2QK1NR b KQkq -',White develops his knight to d2 attacking the pawn at e4 which until then was not attacked but as a very important pawn was being well protected by black (3 times!)  
38,1,21,1Ng4,b'rn2kb1r/1p1q3p/2p3p1/p2p1b2/3Pp1n1/P1P1B3/1P1NBPPP/R2QK1NR w KQkq -',Black moves Ng4 and attacks the DB at e3 which has nowhere to retreat.
39,1,22,1Qa4,b'rn2kb1r/1p1q3p/2p3p1/p2p1b2/Q2Pp1n1/P1P1B3/1P1NBPPP/R3K1NR b KQkq -',So white leaves the DB on prise and moves his queen to a4.  I don't think the queen will be there long.
40,1,23,1b5,b'rn2kb1r/3q3p/2p3p1/pp1p1b2/Q2Pp1n1/P1P1B3/1P1NBPPP/R3K1NR w KQkq b6',Black pushes his pawn to b5 attacking the queen.  The queen has to retreat as neither of the pawns on a5 or b5 can be captured without risking the queen being captured.
41,1,24,1Qd1,b'rn2kb1r/3q3p/2p3p1/pp1p1b2/3Pp1n1/P1P1B3/1P1NBPPP/R2QK1NR b KQkq -',White's plan so far is move forward and then move back again ie going nowhere.  So white retreats the queen and this will end unhappily for white.
42,1,25,1Nxe3,b'rn2kb1r/3q3p/2p3p1/pp1p1b2/3Pp3/P1P1n3/1P1NBPPP/R2QK1NR w KQkq -',Black captures the DB at e6 with the knight and is now threatening the queen at d1.
43,1,26,1fxe3,b'rn2kb1r/3q3p/2p3p1/pp1p1b2/3Pp3/P1P1P3/1P1NB1PP/R2QK1NR b KQkq -',White captures the knight with the pawn at f2 and this has opened up the f file and left a gaping hole in the king's defences.
44,1,27,1Qe7,b'rn2kb1r/4q2p/2p3p1/pp1p1b2/3Pp3/P1P1P3/1P1NB1PP/R2QK1NR w KQkq -',Black moves the queen over now to e7 to provide support to the pawn at e4.  Also the queen now has a clear view to h4 and a check on the white king.
45,1,28,1b4,b'rn2kb1r/4q2p/2p3p1/pp1p1b2/1P1Pp3/P1P1P3/3NB1PP/R2QK1NR b KQkq b3',White pushes a pawn to b4 to attack black's pawn at a5 .
46,1,29,1a4,b'rn2kb1r/4q2p/2p3p1/1p1p1b2/pP1Pp3/P1P1P3/3NB1PP/R2QK1NR w KQkq -',Black pushes his a5 pawn to a4 putting a block on the b and a files.  Black now has a good defensive pawn chain which goes from e4 to c6 and c6 to a4.  It seems like black's queenside is safe as houses!
47,1,30,1Bg4,b'rn2kb1r/4q2p/2p3p1/1p1p1b2/pP1Pp1B1/P1P1P3/3N2PP/R2QK1NR b KQkq -',White decides to exchange his remaining bishop with black's bishop at f5.
48,1,31,1Qh4+,b'rn2kb1r/7p/2p3p1/1p1p1b2/pP1Pp1Bq/P1P1P3/3N2PP/R2QK1NR w KQkq -',But black decides to check the king with Qh4.
49,1,32,1g3,b'rn2kb1r/7p/2p3p1/1p1p1b2/pP1Pp1Bq/P1P1P1P1/3N3P/R2QK1NR b KQkq -',White pushes his pawn to g3 as there was nothing else to defend with unless he moved the king.
50,1,33,1Qxg4,b'rn2kb1r/7p/2p3p1/1p1p1b2/pP1Pp1q1/P1P1P1P1/3N3P/R2QK1NR w KQkq -',So black captured the LB on g4 opposite the white queen still on d1.  This could mean an exchange of queens and black was ready for this.
51,1,34,Bxg4,b'rn2kb1r/7p/2p3p1/1p1p4/pP1Pp1b1/P1P1P1P1/3N3P/R3K1NR w KQkq -',White captured the queen as expected and black recaptured with the LB.
52,1,35,1h3,b'rn2kb1r/7p/2p3p1/1p1p4/pP1Pp1b1/P1P1P1PP/3N4/R3K1NR b KQkq -',White pushed the h pawn to h3 and is attacking the LB.
53,1,36,1Be6,b'rn2kb1r/7p/2p1b1p1/1p1p4/pP1Pp3/P1P1P1PP/3N4/R3K1NR w KQkq -',Black moves his LB away to avoid capture by the pawn to e6.
54,1,37,2Ne2,b'rn2kb1r/7p/2p1b1p1/1p1p4/pP1Pp3/P1P1P1PP/3NN3/R3K2R b KQkq -',White develops his g knight to e2 so that white can castle long or short.  I don't know which way is better since pawns have been moved to the 3rd rank and therefore offer little protection to the king.
55,1,38,2Nd7,b'r3kb1r/3n3p/2p1b1p1/1p1p4/pP1Pp3/P1P1P1PP/3NN3/R3K2R w KQkq -',Black now develops his knight to d7.  So castles seem to be the order of the day.
56,1,39,2O-O,b'r3kb1r/3n3p/2p1b1p1/1p1p4/pP1Pp3/P1P1P1PP/3NN3/R4RK1 b kq -',White castles short and not too safe with both his h and g pawns already moved to h3 and g3.
57,1,40,2Bxh3,b'r3kb1r/3n3p/2p3p1/1p1p4/pP1Pp3/P1P1P1Pb/3NN3/R4RK1 w kq -',Immediately black captures the h2 pawn with his LB.
58,1,41,2Rf4,b'r3kb1r/3n3p/2p3p1/1p1p4/pP1PpR2/P1P1P1Pb/3NN3/R5K1 b kq -',White goes with Rf4 and is taking control of the f file.
59,1,42,2O-O-O,b'2kr1b1r/3n3p/2p3p1/1p1p4/pP1PpR2/P1P1P1Pb/3NN3/R5K1 w - -',Black now castles long and black also does not have any protective pawns but he does have a very good queenside defence.
60,1,43,2Rh4,b'2kr1b1r/3n3p/2p3p1/1p1p4/pP1Pp2R/P1P1P1Pb/3NN3/R5K1 b - -',White moves his rook to h4 and is attacking the LB at h3.
61,1,44,2Bf5,b'2kr1b1r/3n3p/2p3p1/1p1p1b2/pP1Pp2R/P1P1P1P1/3NN3/R5K1 w - -',Black moves his LB to f5 protecting his pawns at g6 and e4.
62,1,45,2g4,b'2kr1b1r/3n3p/2p3p1/1p1p1b2/pP1Pp1PR/P1P1P3/3NN3/R5K1 b - -',White moves his g pawn to g4 and is attacking the LB.
63,1,46,2Be6,b'2kr1b1r/3n3p/2p1b1p1/1p1p4/pP1Pp1PR/P1P1P3/3NN3/R5K1 w - -',Black retreats his LB further to e6.
64,1,47,2Nf4,b'2kr1b1r/3n3p/2p1b1p1/1p1p4/pP1PpNPR/P1P1P3/3N4/R5K1 b - -',White brings his knight to f4 and is attacking the LB again.
65,1,48,2Bf7,b'2kr1b1r/3n1b1p/2p3p1/1p1p4/pP1PpNPR/P1P1P3/3N4/R5K1 w - -',So the LB now finds a safe place to hide away on f7 where it is protecting d5 and g6.
66,1,49,2g5,b'2kr1b1r/3n1b1p/2p3p1/1p1p2P1/pP1PpN1R/P1P1P3/3N4/R5K1 b - -',White moves his g pawn up the g file to g5.
67,1,50,2h5,b'2kr1b1r/3n1b2/2p3p1/1p1p2Pp/pP1PpN1R/P1P1P3/3N4/R5K1 w - h6',Black decides to cement white's g5 pawn with pawn to h5.  This also keeps the rook on h4 unable to make an attack on the h file and the pawn on g5 is blocking the path to the g file.
68,1,51,2Rf1,b'2kr1b1r/3n1b2/2p3p1/1p1p2Pp/pP1PpN1R/P1P1P3/3N4/5RK1 b - -',White now brings into play his a1 rook with the move Rf1.
69,1,52,2Be7,b'2kr3r/3nbb2/2p3p1/1p1p2Pp/pP1PpN1R/P1P1P3/3N4/5RK1 w - -',Black's final piece is coming into play with Be7 attacking the pawn at g5.
70,1,53,2Nh3,b'2kr3r/3nbb2/2p3p1/1p1p2Pp/pP1Pp2R/P1P1P2N/3N4/5RK1 b - -',White moves his knight to h3 to protect the g5 pawn.
71,1,54,2Be6,b'2kr3r/3nb3/2p1b1p1/1p1p2Pp/pP1Pp2R/P1P1P2N/3N4/5RK1 w - -',So black moves his LB to e6 and is now attacking the knight on h3.
72,1,55,2Nf4,b'2kr3r/3nb3/2p1b1p1/1p1p2Pp/pP1PpN1R/P1P1P3/3N4/5RK1 b - -',White brings his knight back to f4 and is attacking the LB.
73,1,56,2Bf7,b'2kr3r/3nbb2/2p3p1/1p1p2Pp/pP1PpN1R/P1P1P3/3N4/5RK1 w - -',Black moves his LB back to f7.
74,1,57,3Nh3,b'2kr3r/3nbb2/2p3p1/1p1p2Pp/pP1Pp2R/P1P1P2N/3N4/5RK1 b - -',Seems both sides are zugzwanging at the moment.  And white moves his knight back to h3.
75,1,58,3Rhf8,b'2kr1r2/3nbb2/2p3p1/1p1p2Pp/pP1Pp2R/P1P1P2N/3N4/5RK1 w - -',So black decides to move things along and he brings his h8 rook to f8 and is protecting his LB at f7.
76,1,59,3Nf4,b'2kr1r2/3nbb2/2p3p1/1p1p2Pp/pP1PpN1R/P1P1P3/3N4/5RK1 b - -',White comes back again with Nf4.
