,gid,aid,move,fen,annotation
0,0,0,d4,b'rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3',Starting out with 1.d4 wich happens to be my favorite opening move too.
1,0,1,e6,b'rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -',I wanted to go for the Nimzowich defence with 3...Bb4
2,0,2,a3,b'rnbqkb1r/pppp1ppp/4pn2/8/2PP4/P7/1P2PPPP/RNBQKBNR b KQkq -',But I must have telepathically send this to my opponent....White immediately eliminates the possibility of a pinned knight on c3.
3,0,3,d5,b'rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/P7/1P2PPPP/RNBQKBNR w KQkq d6',"Going for the center with the idea of playing c5 soon.
Maybe 3...b6 is also good and then fianchettoing the bishop to b7."
4,0,4,e3,b'rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/P3P3/1P3PPP/RNBQKBNR b KQkq -',Not the most ambitious move. White has played 4 pawn moves and has yet to develop a piece but he's in no hurry black has no serious advantage.. 
5,0,5,Be7,b'rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/P3P3/1P3PPP/RNBQKBNR w KQkq -',Just developing and trying to go for quiet positional play.
6,0,6,c5,b'rnbqk2r/pp2bppp/4pn2/2pp4/2PP4/P1N1P3/1P3PPP/R1BQKBNR w KQkq c6',Attacking the white center. Maybe castling first is better. That's what most Game DB suggest.
7,0,7,dxc5,b'rnbqk2r/pp2bppp/4pn2/2Pp4/2P5/P1N1P3/1P3PPP/R1BQKBNR b KQkq -',The strongest move. Now the d-file is opened up to the white queen and the capture cxd5 is coming somewhat weakening the black center. After the recapture ....exd5 black has an isolated pawn on d5. Still the position is about equal with correct play.
8,0,8,Bxc5,b'rnbqk2r/pp3ppp/4pn2/2bp4/2P5/P1N1P3/1P3PPP/R1BQKBNR w KQkq -',I considered castling first but I didn't like the thought of 7.b4 though again Black is still ok after 7...a5 with 8...b6 etc.
9,0,9,b4,b'rnbqk2r/pp3ppp/4pn2/2bp4/1PP5/P1N1P3/5PPP/R1BQKBNR b KQkq b3',I didn't expect this move but something like 7.cxd5 or 7.Nf3. Then again both moves are still possible since I have to move my Bishop again. Here I thought quite some time about 7...Bd6. After 8.cxd5 exd5 white cannot take the d5 pawn of course 9.Nxd5?? Nxd5 10.Qxd5 Bxb4  and the white Queen is lost. But I discarded the idea knowing my opponent would never fall for such a cheap trick.
