,gid,aid,move,fen,annotation
0,0,0,Nxe4,b'rnbqkb1r/pppppppp/8/8/4n3/5P2/PPPP2PP/RNBQKBNR w KQkq -',This is the move Mr Kasparov missed. The knight takes e4 thus (half-)opening the e-file for the black queen!
1,0,1,Qxe7+,b'rnbqkb1r/ppppQppp/8/8/8/5Pn1/PPPP2PP/RNB1KBNR b KQkq -',The white queen further helps opening up the e-file for the black queen (it is a helpmate!).
2,0,2,Nxh1#,b'rnb1kb1r/ppppqppp/8/8/8/5P2/PPPP1KPP/RNB2BNn w kq -',Unbelievable huh...
3,1,0,f4,b'rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq f3',Bird's Opening.
4,1,1,Nf6,b'rnbqkb1r/pppppppp/5n2/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -',Usually d5 to attempt to establish pawn center followed by this move.
5,1,2,e3,b'rnbqkb1r/pppppppp/5n2/8/5P2/4P3/PPPP2PP/RNBQKBNR b KQkq -',Supports f4 and continues Bird's Opening.
6,1,3,d5,b'rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4P3/PPPP2PP/RNBQKBNR w KQkq d6',Helps to counter f4 and applies pressure in center especially on e4.
7,1,4,d3,b'rnbqkb1r/ppp1pppp/5n2/3p4/5P2/3PP3/PPP3PP/RNBQKBNR b KQkq -',Eases pressure on e4 and prevents option of a knight outpost on e4 later in game.
8,1,5,Nc6,b'r1bqkb1r/ppp1pppp/2n2n2/3p4/5P2/3PP3/PPP3PP/RNBQKBNR w KQkq -',Helps to control center. Although I have seen c5 then this move afterwards.
9,1,6,Nf3,b'r1bqkb1r/ppp1pppp/2n2n2/3p4/5P2/3PPN2/PPP3PP/RNBQKB1R b KQkq -',Helps apply pressure to the dark central squares which is an objective for the Bird's Opening.
10,1,7,Bg4,b'r2qkb1r/ppp1pppp/2n2n2/3p4/5Pb1/3PPN2/PPP3PP/RNBQKB1R w KQkq -',Pins the knight and temporarily lessens its central threat. 
11,1,8,Be2,b'r2qkb1r/ppp1pppp/2n2n2/3p4/5Pb1/3PPN2/PPP1B1PP/RNBQK2R b KQkq -',Unleashes the pin and makes way to castle.
12,1,9,e6,b'r2qkb1r/ppp2ppp/2n1pn2/3p4/5Pb1/3PPN2/PPP1B1PP/RNBQK2R w KQkq -',Supports d5 and gives the f8 bishop some options.
13,1,10,O-O,b'r2qkb1r/ppp2ppp/2n1pn2/3p4/5Pb1/3PPN2/PPP1B1PP/RNBQ1RK1 b kq -',A safe guard before attacking the queenside. 
14,1,11,Bd6,b'r2qk2r/ppp2ppp/2nbpn2/3p4/5Pb1/3PPN2/PPP1B1PP/RNBQ1RK1 w kq -',Develops the bishop while adding support to e5.
15,1,12,a3,b'r2qk2r/ppp2ppp/2nbpn2/3p4/5Pb1/P2PPN2/1PP1B1PP/RNBQ1RK1 b kq -',Starts queenside attack.
16,1,13,O-O,b'r2q1rk1/ppp2ppp/2nbpn2/3p4/5Pb1/P2PPN2/1PP1B1PP/RNBQ1RK1 w - -',Ideal.
