,gid,aid,move,fen,annotation
0,0,0,g3,b'rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq -',Opened with Benko
1,0,1,Bg2,b'r1bqkbnr/pppppppp/2n5/8/8/6P1/PPPPPPBP/RNBQK1NR b KQkq -',Started developing with Bg2
2,0,2,Nf6,b'r1bqkb1r/ppp2ppp/2np1n2/4p3/2P1P3/6P1/PP1P1PBP/RNBQK1NR w KQkq -',At this point my opponent is trying to control center with knights
3,0,3,Nc3,b'r1bqkb1r/ppp2ppp/2np1n2/4p3/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq -',I start to bring my cowboy in play
4,0,4,Bg4,b'r2qkb1r/ppp2ppp/2np1n2/4p3/2P1P1b1/2N3P1/PP1P1PBP/R1BQK1NR w KQkq -',Bg4 move by him deep into my territory
5,0,5,f3,b'r2qkb1r/ppp2ppp/2np1n2/4p3/2P1P1b1/2N2PP1/PP1P2BP/R1BQK1NR b KQkq -',f3 on my part to stop incursion into my territory.If he had moved to B3f i would have took bishop out by moving Bg2 to Bf3
6,0,6,Be6,b'r2qkb1r/ppp2ppp/2npbn2/4p3/2P1P3/2N2PP1/PP1P2BP/R1BQK1NR w KQkq -',My counter worked his bishop retreated from Bg4 to Be6
7,0,7,Qa4,b'r2qkb1r/ppp2ppp/2npbn2/4p3/Q1P1P3/2N2PP1/PP1P2BP/R1B1K1NR b KQkq -',I moved Queen here developing stronger offense in middle on left
8,0,8,b5,b'r2qkb1r/p1p2ppp/2npbn2/1p2p3/Q1P1P3/2N2PP1/PP1P2BP/R1B1K1NR w KQkq b6',He countered with his pawn.
9,0,9,Qxb5,b'r2qkb1r/p1p2ppp/2npbn2/1Q2p3/2P1P3/2N2PP1/PP1P2BP/R1B1K1NR b KQkq -',My Queen  iced the pawn by moving Qxb5.
10,0,10,Qd7,b'r3kb1r/p1pq1ppp/2npbn2/1Q2p3/2P1P3/2N2PP1/PP1P2BP/R1B1K1NR w KQkq -',This move boxed in his Queen
11,0,11,Nge2,b'r3kb1r/p1pq1ppp/2npbn2/1Q2p3/2P1P3/2N2PP1/PP1PN1BP/R1B1K2R b KQkq -',I bring my other cowboy in play
12,0,12,1a3,b'r3kb1r/p1pq1ppp/3pbn2/1Q2p3/1nP1P3/P1N2PP1/1P1PN1BP/R1B1K2R b KQkq -',With his obvious attempt to attack my left i move pawn a3 to put pressure on cowboy
13,0,13,1Nc2+,b'r3kb1r/p1pq1ppp/3pbn2/1Q2p3/2P1P3/P1N2PP1/1PnPN1BP/R1B1K2R w KQkq -',This was a good move on my opponents part he moved forward and put me in check
14,0,14,1Kd1,b'r3kb1r/p1pq1ppp/3pbn2/1Q2p3/2P1P3/P1N2PP1/1PnPN1BP/R1BK3R b kq -',I move to Kd1 to move out of check.This cost me my rook on his next move.
15,0,15,1Nxa1,b'r3kb1r/p1pq1ppp/3pbn2/1Q2p3/2P1P3/P1N2PP1/1P1PN1BP/n1BK3R w kq -',Nxa1 he liquidated my rook.
16,0,16,1d4,b'r3kb1r/p1pq1ppp/3pbn2/1Q2p3/2PPP3/P1N2PP1/1P2N1BP/n1BK3R b kq d3',I charge center with my pawn developing and strengthing middle.
17,0,17,1exd4,b'r3kb1r/p1pq1ppp/3pbn2/1Q6/2PpP3/P1N2PP1/1P2N1BP/n1BK3R w kq -',He cancelled my charging pawn.My Nc3 postion is in extreme danger.
18,0,18,1Nxd4,b'r3kb1r/p1pq1ppp/3pbn2/1Q6/2PNP3/P1N2PP1/1P4BP/n1BK3R b kq -',I counter by icing murdering pawn of his.His Na1 postion concerns me but he his lame duck there can't do any damage.
19,0,19,1Qxb5,b'r3kb1r/p1p2ppp/3pbn2/1q6/2PNP3/P1N2PP1/1P4BP/n1BK3R w kq -',I slipped and lost my Lady
20,0,20,1Ncxb5,b'r3kb1r/p1p2ppp/3pbn2/1N6/2PNP3/P4PP1/1P4BP/n1BK3R b kq -',He loses his lady here when my cowboy rides away with her here.Notice my line that starts at Nb5 down toRh1
21,0,21,1O-O-O,b'2kr1b1r/p1p2ppp/3pbn2/1N6/2PNP3/P4PP1/1P4BP/n1BK3R w - -',He castles.This move opens his King up more but if you notice less impediments to my coming attack.
22,0,22,1Nc6,b'2kr1b1r/p1p2ppp/2Npbn2/1N6/2P1P3/P4PP1/1P4BP/n1BK3R b - -',I bring both my cowboys together.They are main offense here
23,0,23,1Ncxa7,b'3r1b1r/N1pk1ppp/3pbn2/1N6/2P1P3/P4PP1/1P4BP/n1BK3R b - -',He charges with King I readjust my attack from new platform.
24,0,24,1Be3,b'3r1b1r/N1pk1ppp/3p1n2/1N6/2b1P3/P3BPP1/1P4BP/n2K3R b - -',His bishop comes down.I move my bishop toward middle.This could have changed game here Nb5 is dead in water if he pulled the trigger with his bishop.
25,0,25,1Rb8,b'1r3b1r/N1pk1ppp/3p1n2/1N6/2b1P3/P3BPP1/1P4BP/n2K3R w - -',Nb5 is now dead from TWO directions
26,0,26,1Bh3+,b'1r3b1r/N1pk1ppp/3p1n2/1N6/2b1P3/P3BPPB/1P5P/n2K3R b - -',I use my other bishop to put him in check hopefully stopping murder of my cowboy
