,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',IN this game I attack white's bishop while at the same time threatening his b2 square. The b2 threat was the more dangerous one since taking the bishop would allow him to fork my king and knight to win the piece back. So he moves the bishop and suffers the consequences. Annotation Updated Wednesday July 21 2010.
1,0,1,d6,b'rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -',I personally like the Pirc Kings Indian and Benoni defenses. This game I'm playing the Pirc.
2,0,2,Nh3,b'rnbqkb1r/ppp1pp1p/3p1np1/8/2B1P3/2N4N/PPPP1PPP/R1BQK2R b KQkq -',"White made a knight move to the side of the board (this is usually a bad move though there are exceptions). He most likely had the intention of playing Ng5 to attack my f-pawn. Of course the 2nd Knight move if allowed would get the piece back in the game. I normally don't like to give my bishop for a knight. This is because knights are the stronger piece in cramped closed positions while bishops are stronger in open positions. You have to consider each game individually but generally pieces get traded off and closed positions in the opening become open positions in the middle game and end game. So although both pieces are technically the same value the bishops are my piece of choice. Yet in this case the advantage gained far outweighs the loss of a bishop. He must capture toward the outside of the board deserting crucial central squares. In addition he will have double pawns on the h-file which will be easy prey in the endgame. Thus my next move 4. ... Bxh3.

On the other hand he gets an open g-file. So to prevent any attacks on my king I planned to castle queen side.

(The advantages mentioned I never capitalized on because after he castled on the queen side I was able to chase his king back into the middle of the board where I would have mated had he not resigned.)"
3,0,3,cxd5,b'rn2k2r/ppq1ppbp/3p1np1/3p4/2B1PB2/2N4P/PPP2P1P/R2QK2R w KQkq -',Giving a discovered attack on his bishop so he has to take the pawn with his bishop or play the better move 9. Bb5+.
4,0,4,Bb5+,b'rn2k2r/ppq1ppbp/3p1np1/1B1p4/4PB2/2N4P/PPP2P1P/R2QK2R b KQkq -',Good for him.
5,0,5,O-O-O,b'2kr3r/ppqnppbp/3p1np1/1B1P4/5B2/2N4P/PPP2P1P/R2QK2R w KQ -',See note on white's move 4.
6,0,6,Nb6,b'2kr3r/ppq1ppbp/1n1p1np1/1B1P4/5B2/2N4P/PPP1QP1P/R3K2R w KQ -',I do prefer my bishops (no really I do). But in this case white's light square bishop is very restricted. So I did not want him to play Bxd7 eliminating his bad bishop. I plan after this knight move to play a6 chasing the bishop. I am not concerned about 12. ... a6 13. Bxa6 ... bxa6 14. Qxa6 + (busting open my kings defenses) because he did not have enough fire power to followup on the sac. With a queen and knight already in the area I felt sure I could get my pieces over to defend in sufficient time.
7,0,7,a6,b'2kr3r/1pq1ppbp/pn1p1np1/1B1P4/5B2/2N4P/PPP1QP1P/2KR3R w - -',See note on black's previous move.
8,0,8,1Bxa6,b'2kr3r/1pq1ppbp/Bn1p1np1/3P4/5B2/2N4P/PPP1QP1P/2KR3R b - -',He's going for it just as I planned! He'll have 2 pawns for a bishop and no real attack. In addition with the 2 double pawns on the h-file his pawns are nullified so I see myself with a full bishop lead after 13. Bxa6 bxa6 14. Qxa6+ Qb7.
9,0,9,1Qe2,b'2kr3r/1q2ppbp/1n1p1np1/3P4/5B2/2N4P/PPP1QP1P/2KR3R b - -',Being down in material now it would not be good for him to trade.
10,0,10,1Nfxd5,b'2kr3r/1q2ppbp/1n1p2p1/3n4/5B2/2N4P/PPP1QP1P/2KR3R w - -',The pawn is insufficiently defended but I also wanted to open the bishop diagonal and queen b-file to hit b2.
11,0,11,1Bg5,b'2kr3r/1q2ppbp/3p2p1/3n2B1/8/7P/PPP1QP1P/2KR3R b - -',He did not need to move the Bishop. If 17. ... NxB then 18. Qc5+ and 19. QxB (still on f4). What he needed was to defend b2 instead (17. Qc4+... followed by 18. Qb3. After the queen trade he'd have double pawns but my attack would be lessened for now or he could play 17. c3 ).
12,0,12,1Bxb2+,b'2kr3r/1q2pp1p/3p2p1/3n2B1/8/7P/PbP1QP1P/2KR3R w - -',Now: 18. Kb1 Nc3# or 18. Kd2 Qb4+ 19. Kd3 Qd4# or 19. c3 Qxc3#
13,0,13,Qb4+,b'2kr3r/4pp1p/3p2p1/3n2B1/1q6/7P/PbPKQP1P/3R3R w - -',And White resigns as 19. Kd3 Qd4# or 19. c3 QxP#.
14,1,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',"Hi everyone!

I have just returned from a nice holiday in sunny Bognor Regis - the last 3 days have been lovely with the sea at West Wittering being like a Turkish Bath.  Well after that relaxing break it is time to catch up on my moves and do a bit more annotating.  I have been giving considerable thought to the feedback I received after my last annotation.  I was so chuffed with the new toy Gameknot Analysis that I thought I would use it.  However with the use of it it started to detract from useful comments so much so that my previous annotation was as impressive as the United Kingdom's performance in the Eurovision Song Contest.  I will remedy this by posting the Gameknot Analysis Version here: http://gameknot.com/analyze-board.pl?bd=13490591&rnd=0.09771577577484708 and give normal commentary from now on."
15,1,1,Nxd4,b'rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -',4. Nxd4 - here are some pretty standard moves of the Sicilian Defense.  Am I gonna get the Naijdorf or the Dragon?  I have mixed results from both these systems.
16,1,2,a6,b'rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -',5. ...... a6 - hmm the Naijdorf.
17,1,3,Be3,b'rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -',6. Be3 - enter Fou Lenoir!  I am keeping my options open as to where to put Henry so I am clearing the decks as quickly as possible.
18,1,4,Qd2,b'rn1qk2r/1p2bppp/p2pbn2/4p3/4P3/1NN1BP2/PPPQ2PP/R3KB1R b KQkq -',9. Qd2 - this system is transposing into the Fisher-Byrne Attack.  Glenda is eyeing up the backward pawn on d6 with interest.  Next move I will castle queenside and pile up on that little footman.
19,1,5,a5,b'rn1q1rk1/1p2bppp/3pbn2/p3p3/4P3/1NN1BP2/PPPQ2PP/2KR1B1R w - -',10. ........ a5 - hmm who's attacking who?
20,1,6,1Bb5,b'rn1q1rk1/1p2bppp/3pbn2/pB2p3/4P3/1NN1BP2/PPPQ2PP/2KR3R b - -',11. Bb5 - Fou Leblanc develops to b5 and tries to halt the advance of the queenside pawns.  I have yet to build a counter-attack on the other wing though.
21,1,7,1Kb1,b'r2qnrk1/1p1nbppp/3pb3/pB2p3/4P3/1NN1BP2/PPP1Q1PP/1K1R3R b - -',13. Kb1 - Henry bolsters the defense of the a2 pawn.
22,1,8,1h4,b'r1q2rk1/1pnnbppp/3pb3/p3p3/B3P2P/1NN1BP2/PPP1Q1P1/1K1R3R b - h3',15. h4 - now I start a kingside attack but will it come off?
