,gid,aid,move,fen,annotation
0,0,0,c4,b'rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq c3',English opening my current system
1,0,1,d3,b'r1bqkbnr/p4ppp/1pnp4/2p1p3/2P1P3/2NP1NP1/PP3P1P/R1BQKB1R b KQkq -',Pretty standard although I should have my fianchetto bishop in place sooner. I'm eyeballing that d5 square for my knight
2,0,2,Bxf6,b'r2qkb1r/pb3ppp/1pnp1B2/2p1p3/2P1P3/2NP1NP1/PP3P1P/R2QKB1R b KQkq -',Went for the trade so the knight is off the d5 square. That square is mine!
3,0,3,Nd5,b'r3kb1r/pb3ppp/1pnp1q2/2pNp3/2P1P3/3P1NP1/PP3P1P/R2QKB1R b KQkq -',Got it :)
4,0,4,Nxd5,b'r2qkb1r/pb3ppp/1p1p4/2pnp3/2P1P3/3P1NP1/PP3PBP/R2Q1RK1 w kq -',My knight was intolerable for black so he went for the trade. Good move.
5,0,5,1Ne1,b'r2q1rk1/pb2bppp/1p1p4/2pPp3/4P3/3P2P1/PP1Q1PBP/R3NRK1 b - -',This is where my middle game went a little soft. I wanted to swing my knight to the queen side for some reason.
6,0,6,1Nc2,b'r4rk1/pb1qb1pp/1p1p4/2pPpp2/4P2P/3P2P1/PPNQ1PB1/R4RK1 b - -',Taking would be bad here. I will not mess up my pawn structure so the pawn can push all he wants
7,0,7,1Na3,b'r4rk1/pb1qb1pp/1p1p4/2pPp3/4Pp1P/N2P2P1/PP1Q1PB1/R4RK1 b - -',Still not gonna split my pawns
8,0,8,1Nc4,b'r4rk1/p2qb1pp/bp1p4/2pPp3/2N1P2P/3P2P1/PP1Q2B1/R4RK1 b - -',The knight will dominate play on this side of the board for many moves. Maybe it's good I brought it over
9,0,9,c4,b'r4rk1/p2qb1pp/b2p4/Np1Pp3/2p1P2P/3P2P1/PP1Q2B1/R4RK1 w - -',Thought about taking but his white diagonal is too strong. Will let him take separate those pawns
10,0,10,2Kh2,b'r4rk1/p2q2pp/bbNp4/1p1Pp3/2p1P2P/1P1P2P1/P2Q2BK/R4R2 b - -',A little nervous here. The queen and rook could do damage on my king side
