,gid,aid,move,fen,annotation
0,0,0,Bb6,b'r1bqk2r/ppp2ppp/1bnp4/3B4/3PPp2/2P2N2/PP4PP/R1BQK2R w KQkq -',White has a good position
1,0,1,Bxf3,b'r2q1rk1/ppp2ppp/1bnp4/3B4/3PPB2/2PQ1b2/PP4PP/R4RK1 w - -',No particular need to exchange now
2,0,2,1Rxf3,b'r2q1rk1/ppp2ppp/1bnp4/3B4/3PPB2/2PQ1R2/PP4PP/R5K1 b - -',White decides to retake with the rook and pile up on the f file
3,0,3,h6,b'r2q1rk1/ppp1npp1/1b1p3p/8/3PPB2/1BPQ1R2/PP4PP/R5K1 w - -',This move weakens Black's king.
4,0,4,1Be3,b'r2q1rk1/ppp2pp1/1b1p2np/8/3PP3/1BPQBR2/PP4PP/5RK1 b - -',Now white threatens to take on f7
5,0,5,1c5,b'r2q1rk1/pp3pp1/1b1p2np/2p5/3PP3/1BPQBR2/PP4PP/5RK1 w - c6',There is not enough time for c5??
6,0,6,1e5,b'r5k1/pp3Rp1/1b1p2np/2p1P3/3P3q/2PQB3/PP4PP/5RK1 b - -',Here e5! attacks the knight 
7,0,7,1dxe5,b'r5k1/pp3Rp1/1b4np/2p1p3/3P3q/2PQB3/PP4PP/5RK1 w - -',...dxe?? loses outright the only possibility for holding oon was nh8.
8,0,8,2Rxg7+,b'r5k1/pp4R1/1b4Qp/2p1p3/3P2q1/2P1B3/PP4PP/5RK1 b - -',Rxg7 ! White wins by taking the queen but this is faster
9,0,9,2Rh7#,b'r6k/pp5R/1b4Qp/2p1p3/3P2q1/2P1B3/PP4PP/5RK1 b - -',
10,1,0,Bg5,b'r1bqkbnr/pppp1ppp/2n5/6B1/3pP3/5N2/PPP2PPP/RN1QKB1R b KQkq -',White has a few stronger moves than the Bg5.  White could have taken strong control over the center with Nxd4 or created some additional attacking options with Bc4.  This bishop move allows Black to move to the offensive.
11,1,1,h4,b'r1bqk1nr/ppppbppp/2n5/6B1/3pP2P/5N2/PPP2PP1/RN1QKB1R b KQkq h3',Another questionable move by White.  White advances the h4 pawn which compromises the king side pawn structure if White intends to castle in that direction.  White might have been trying to prevent moving the knight from f3 (which is threatening to capture Black's d pawn).   however i this position White can simple move Bf4 which still gives him an active bishop although he did allow Black to develop his BSB.
12,1,2,f6,b'r1bqk1nr/ppppb1pp/2n2p2/6B1/3pP2P/5N2/PPP2PP1/RN1QKB1R w KQkq -',Black's attack on the BSB is a bit premature at this point.  Although the f6 attack can lead to a very strong king side initiative (6. Bf4 g5 7. hxg5 fxg5 )  If White wishes to continue to trade in this scenario the black king can be left with no pieces to defend his flank.
13,1,3,Bb4+,b'r1bqk1nr/pppp2pp/2n2p2/8/1b1pPB1P/5N2/PPP2PP1/RN1QKB1R w KQkq -',The bishop check allows black to trade down an awkward pawn for White's c pawn however Black would have been better to continue development at this point.  Pushing the d pawn to allow for the development of his WSB and to help prepare to castle would have been better.
14,1,4,Ba5,b'r1bqk1nr/pppp2pp/2n2p2/b7/4PB1P/2P2N2/P4PP1/RN1QKB1R w KQkq -',Black is forced to either retreat his bishop to the initial square or to place it in this odd position.  
15,1,5,Bc4,b'r1bqk1nr/pppp2pp/2n2p2/b7/2B1PB1P/2P2N2/P4PP1/RN1QK2R b KQkq -',White not immediate threats against him White continues to develop.
16,1,6,1Qd5,b'r1bqk1nr/ppp3pp/2np1p2/b2Q4/2B1PB1P/2P2N2/P4PP1/RN2K2R b KQkq -',White finds a great position for his queen and threatens mate.  
17,1,7,1Qe7,b'r1b1k1nr/ppp1q1pp/2np1p2/b2Q4/2B1PB1P/2P2N2/P4PP1/RN2K2R w KQkq -',This is the only move to prevent a mate sequence by White.  
18,1,8,1O-O,b'r1b1k1nr/ppp1q1pp/2np1p2/b2Q4/2B1PB1P/2P2N2/P4PP1/RN3RK1 b kq -',White should have reviewed Bb5 at this point.  This combination may very well allow White to go up a piece for a pawn.  (11.  ...  Bd7  12.  Bxc6  Bxc6  13. Qxa5)  or (11.  ...  Bxc3  12.  Nxc3).  The only other attempt to save the bishop (11.  ...  Bb6  12.  Bxc6  bxc6  13. Qxc6 ) leaves the a8 rook to black.   
19,1,9,a6,b'2kr2nr/1ppbq1pp/p1np1p2/b2Q4/2B1PB1P/N1P2N2/P4PP1/R1R3K1 w - -',Black needs to prevent the White's knight from reaching the b5 square.  
20,1,10,Bb6,b'2kr2nr/1ppbq1pp/pbnp1p2/3Q4/2B1PB1P/N1P2N2/P4PP1/1RR3K1 w - -',Black has multiple weaknesses in his defense.  It is imperative that he hold onto his pawns so that White will be forced to sac key pieces in order to reach the king.  Black is in a completely defensive state with little thought of attacking White.
