,gid,aid,move,fen,annotation
0,0,0,d4,b'rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3',a thousand year ago
1,0,1,d5,b'rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq d6',you had  two opponents
2,0,2,c4,b'rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3',the one was human
3,0,3,dxc4,b'rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq -',the other a piece of earth dumped infront of you...
4,0,4,e4,b'rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq e3',and everytime....
5,0,5,b5,b'rnbqkbnr/p1p1pppp/8/1p6/2pPP3/8/PP3PPP/RNBQKBNR w KQkq b6',the sand and stone looses
6,0,6,b3,b'rnbqkbnr/p1p1pppp/8/1p6/2pPP3/1P6/P4PPP/RNBQKBNR b KQkq -',but as time pass...
7,0,7,cxb3,b'rnbqkbnr/p1p1pppp/8/1p6/3PP3/1p6/P4PPP/RNBQKBNR w KQkq -',it restructured itself...
8,0,8,axb3,b'rnbqkbnr/p1p1pppp/8/1p6/3PP3/1P6/5PPP/RNBQKBNR b KQkq -',the unlikely opponent formed and shaped itself...
9,0,9,Bd7,b'rn1qkbnr/p1pbpppp/8/1p6/3PP3/1P6/5PPP/RNBQKBNR w KQkq -',into an computer:)
10,0,10,Bc6,b'rn1qkb1r/p1p1pppp/2b5/1p6/3Pn3/1P3B1P/5PP1/RNBQK1NR w KQkq -',how freaked-out is that!
11,0,11,2Qc5,b'r2q1r1k/p1p3pp/1n6/1pQ2p2/1P6/R6P/4NPP1/4R1K1 b - -',I liked this part of the game:)
12,0,12,Rf6,b'r6k/p1pq2p1/1n3r1p/1pQ2p2/1P3N2/4R2P/5PP1/4R1K1 w - -',this part...
13,0,13,2Ng6+,b'r6k/p1pq2p1/1n1r2Np/1pQ2p2/1P6/3R3P/5PP1/4R1K1 b - -',check his queen
14,0,14,2Re7,b'r7/p1pqR1pk/1n1r2Np/1pQ2p2/1P6/3R3P/5PP1/6K1 b - -',a queen can be the biggest disadvantage on the board...I made two attacking moves and used her to slingshot myself into position
15,0,15,2Qxf5,b'r2q4/p1p1R1pk/1n1r2Np/1p3Q2/1P6/3R3P/5PP1/6K1 b - -',and again!
16,0,16,2Nf8+,b'r2q1N2/p1p1R1pk/1n5p/1p3Q2/1P6/3r3P/5PP1/6K1 b - -',both those pieces the rook and the night got there not because of anything that provide cover for them but I managed to bend the rules of value...to my advantage...the attack has to be fluent
17,0,17,2Kh8,b'r2q1N1k/p1p1R1p1/1n5p/1p3Q2/1P6/3r3P/5PP1/6K1 w - -',Qf7 was the other option if oponent went Kg8
18,0,18,2Qh7#,b'r2q1N1k/p1p1R1pQ/1n5p/1p6/1P6/3r3P/5PP1/6K1 b - -',nice.
19,1,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',kings pawn opening
20,1,1,c5,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6',Sicilian defence. Mine favourite opening against e4. 
