,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',I wrote this annotation because I believe a common mistake in chess is for h6 as black tries to prevent a queen pin. As this game proves that move can allow white to blow a hole in the defense. 
1,0,1,c5,b'rnbqkbnr/pp1p1ppp/8/2p5/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq c6',As far the center game opening goes I do not believe this move is sound. It doesn't develop black in a meaningful way in fact I think it actually becomes harder for black to defend out of this position. Nc6 I think is the right choice. 
2,0,2,Bc4,b'rnbqkbnr/pp1p1ppp/8/2p5/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -',Standard attack on the f7 pawn. Not hard to stop. 
3,0,3,h6,b'rnbqkbnr/pp1p1pp1/7p/2p5/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq -',In trying to prevent queen pin (which cannot happen anyway because of c5 black has created an opening. The knight can no longer shield the f7 pawn. It does not stop the advance of the knight either (Ne5 instead of Ng5). 
4,0,4,Ne5,b'rnbqkbnr/pp1p1pp1/7p/2p1N3/2BpP3/8/PPP2PPP/RNBQK2R b KQkq -',Obvious
5,0,5,Qf6,b'rnb1kbnr/pp1p1pp1/5q1p/2p1N3/2BpP3/8/PPP2PPP/RNBQK2R w KQkq -',This move is bad for black but I am not sure what he should do to catch up defensively. Nxf7 creates leverage to push the pawn to e5 which will make black's life a lot more difficult. The queen has to move though if black wants to prevent a fork. Maybe Qb6 is this best choice here. 
6,0,6,Qc6,b'rnb1kbn1/pp1p1Npr/2q4p/2p1P3/2Bp4/8/PPP2PPP/RNBQK2R w KQq -',Qh4 would have been better. You cannot help but seeing how vulnerable the H file is to white's queen. And at some point black needs to get his b8 knight moving since the other one is basically stuck.
7,0,7,g6,b'rnb1kbn1/pp1p1N1r/2q3pp/2p1P2Q/2Bp4/8/PPP2PPP/RNB1K2R w KQq -',Not sure black has much of a choice here. Realizing check now would be very bad. 
8,0,8,Nd6+,b'rnb1kbn1/pp1p3r/2qN2pp/2p1P2Q/2Bp4/8/PPP2PPP/RNB1K2R b KQq -',This was probably a mistake. Black should take the knight with the queen which forces white to exchange queens. And in this situation that would be bad for white as his queen is a lot more valuable. 
9,0,9,Kd8,b'rnbk1bn1/pp1p3r/2qN2pp/2p1P2Q/2Bp4/8/PPP2PPP/RNB1K2R w KQ -',Perhaps trying to hold unto the queen? This is a very bad move the g6 pawn is now lost which threatens the rook. 
10,0,10,Rg7,b'rnbk1bn1/pp1p2r1/2qN2Qp/2p1P3/2Bp4/8/PPP2PPP/RNB1K2R w KQ -',The only other choice is rook e7 which immediately costs black the knight. 
11,0,11,Kb6,b'rnQ2bn1/pp1p2r1/1kqN3p/2p1P3/2Bp4/8/PPP2PPP/RNB1K2R w KQ -',From here white cannot get the mate and is so spread out that soon black will be able to force a piece exchange. So how to do the most damage? The knight could pick off the rook if only there was a way to get the king onto c7...
12,0,12,Kxc7,b'rn3bn1/ppkp2r1/3N3p/2p1P3/2Bp4/8/PPP2PPP/RNB1K2R w KQ -',And there it is
13,0,13,1Ne8+,b'rn2Nbn1/ppkp2r1/7p/2p1P3/2Bp4/8/PPP2PPP/RNB1K2R b KQ -',White can now seize a lead in material so as to deprive black a way to launch a meaningful counter. In this situation trading material even for undeveloped pieces is probably okay. 
14,0,14,1Bxg8,b'rn4B1/pp1p2b1/2k4p/2p1P3/3p4/8/PPP2PPP/RNB1K2R b KQ -',The chips fall where they may. 
15,0,15,1Bb3,b'r7/pp1p4/n1k4p/2p1b3/3p4/1B6/PPP2PPP/RNB2RK1 b - -',white is now underdeveloped compared to black but it doesn't matter as black as nothing to attack with. 
16,0,16,2axb4,b'r7/p2p4/2k4p/1p2b3/1Pp5/1BN5/1P3PPP/R1B2RK1 b - -',trade and consolidate. 
17,0,17,2bxc3,b'r7/p2p4/2k4B/1p6/1P6/1pP5/5PPP/R4RK1 b - -',The passed pawn is a nuisance even dangerous if black had more pieces. Now however it is easy to deal with. Black can create difficulties if he can get the king to c4. Maybe black has a chance to promote if he can reinforce the push with the rook. Although I admit I have no idea how he'd get the rook into play. 
18,0,18,Rh8,b'7r/p7/2k4B/1p1p4/1P6/1pP5/5PPP/1R3RK1 w - -',this doesn't accomplish much the bishop just pulls back to a defendable square. And the rook can't do much after. 
19,0,19,3Rbd1,b'4r3/8/p1k5/1p1p4/1P1R4/2P1B1P1/5P1P/3R2K1 b - -',To end this white needs to pin down black's rook and prevent it from attacking advancing pawns. Because black's pieces are all on white squares the ability of the bishop to add pressure is limited. 
20,0,20,3f6,b'8/3r4/p1k2P2/1p1p2P1/1P1R4/2P1B3/7P/3R2K1 b - -',Black either stop the pawn with Rd7 or keep defending his pawn. 
21,0,21,3Rd6,b'8/8/p1kr1P2/1p1p2P1/1P1R4/2P1B3/7P/3R2K1 w - -',Here black either loses
