,gid,aid,move,fen,annotation
0,0,0,h5,b'rn1qkbnr/ppp2pp1/4p3/3pPb1p/3P4/7P/PPP2PP1/RNBQKBNR w KQkq h6',The usual defence. 
1,0,1,c5,b'rn1qkbnr/pp3pp1/4p3/2ppPb1p/3P4/5N1P/PPP2PP1/RNBQKB1R w KQkq c6',Allowing Bb4+.
2,0,2,Qa5+,b'rn2kbnr/pp3pp1/4p3/q1ppP2p/3P4/3Q1N1P/PPP2PP1/RNB1K2R w KQkq -',A try. 
3,0,3,b3,b'rn2kbnr/pp3pp1/1q2p3/2ppP2p/3P4/1P1Q1N1P/P1PB1PP1/RN2K2R b KQkq -',I'm not sure this was good for black but anyway...
4,0,4,Nd7,b'r3kbnr/pp1n1pp1/1q2p3/3pP2p/3N4/1P1Q3P/P1PB1PP1/RN2K2R w KQkq -',Second try. The logical Bc5 was good I don't know this one. 
5,0,5,Qb4,b'r3kb1r/1p3pp1/p3p2n/2npP2p/1q1N1P2/1PN1B2P/P1P1Q1P1/R3K2R w KQkq -',Third try.
6,0,6,Rc8,b'2r1kb1r/1p3pp1/p3p2n/2npP2p/1q1N1P2/1PN1B2P/P1PQ2P1/R3K2R w KQk -',II got nowhere. 
7,0,7,1a3,b'2r1kb1r/1p3pp1/p3p2n/2npP2p/1q1N1P2/PPN1B2P/2PQ2P1/R3K2R b KQk -',But this gives me the opportunity to show this trick. I sweared I will recover the piece sooner or later. 
8,0,8,1Nxb3,b'2r1kb1r/1p3pp1/p3p2n/3pP2p/1q1N1P2/PnN1B2P/2PQ2P1/R3K2R w KQk -',If fxN BxN. White tries to keep the piece. 
9,0,9,1Kxd2,b'2r1kb1r/1p3pp1/p3p2n/3pP2p/1P1N1P2/2N1B2P/2PK2P1/R6R b k -',BxN was better. Bxb5...
10,0,10,Nh6,b'4k3/1p3pp1/p3p2n/3pP3/1br2PP1/2N5/2PKNB2/7R w - -',Harassing the dsb. 
11,0,11,b5,b'8/3k1ppR/p3p3/1p2P1P1/2rp1P2/2bK4/2P1N3/8 w - b6',I can't believe it. I am self-tangled. 
12,0,12,Ke7,b'8/4kpR1/p3p3/1p2P1P1/2rp1P2/2bK4/2P1N3/8 w - -',And besides I blundered another pawn. 
13,0,13,3Re7,b'6k1/4R3/p3p1P1/1p2P3/2rp1P2/2bK4/2P1N3/8 b - -',Defending was losing. So I tried the last one. 
14,0,14,Ra4,b'6k1/8/R5P1/1p2PP2/r2p4/p1bK4/2P1N3/8 w - -',Knowing I will end with doubled pawns. But in the 6ª row and with a white pawn in f7. 
15,0,15,3Kxc3,b'6k1/8/6P1/4PP2/p7/p1K5/2P5/8 b - -',Now I won't advance my pawns and the white king cannot capture them. 
16,0,16,Kf6,b'8/8/4PkP1/5P2/p7/p1K5/2P5/8 w - -',"...and three connected pawns can be stopped by the king just as two!
White is in zugszwang!"
17,0,17,a2,b'8/4Pk2/5P2/8/8/1KP5/p7/q7 w - -',
18,1,0,a3,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/P7/1PPP1PPP/RNBQKBNR b KQkq -',"A move either telegraphing an intent to play the Wing Gambit or just displaying the arrogance of someone standing at the edge of becoming a Master with his next rated win or two in effect drawling ""I can play whatever I like and it doesn't matter because I'll win anyway"" or both.

Unbeknownst to my opponent I am both familiar with the Wing Gambit and a little stronger player than the ""1200 rating"" indicates. A word of advice to the wise chess competitor: *ALWAYS* come to the board prepared to play for blood; put your best game out there and don't screw around. Play against *EVERY* opponent as if you believe he's really a Grandmaster regardless of what his actual rating may be. It will make you a better player.


For the comments made at this position:
---drchopper:
First I enjoy playing the Wing Gambit on occasion. I like playing the Danish too. And these days my main weapon against 1. ...f5 is a little bit of inspired psychosis called the Krejcik Gambit. But let's be serious: the Wing Gambit stands at the edge of the theoretical abyss - i.e. it's *barely* sound. Any competent defender is going to make White's life miserable (...look what I just did to a 2196 player!) even if he doesn't get better than a draw out of the game. But White isn't usually playing for a draw so if he ends up with one his intent to win has been effectively thwarted wouldn't you agree?

You want proof of the WG's lack of serious reputation? Then just compare the frequency with which any variation of it is played at the Grandmaster level relative to any non-gambit variation of the Sicilian or even to such optimistic White-side Sicilian gambits as the Smith-Morra. Sure Fischer used a variation of the WG to beat up on Boris Spassky in their second match; but he assayed the opening as a surprise ...and Spassky was cooperatively surprised. But let's also observe drchopper that with a rating of 1549 you're ""a fer piece"" from playing like Bobby Fischer (as am I let's add). Bottom line: the WG is fun to play against the small fry and every third blue moon or so it can even be useful as a shock weapon against peer and stronger competition - as long as you're willing to accept the consequence of getting embarrassingly thumped for your impertinence. But is it something you'd play with the kind of frequency that allows your opponents to *expect* it from you and thus make preparations for it? ...Huh! Not a chance.

---coolistdude:
Emmanuel Lasker a World Champion who held the title for 27 years was a psychologist by training. His advice for playing chess? ""Play the board not the man."" Gambits aren't simply devices to getting under you opponent's skin although they certainly can. But every mainstream gambit from the Queens Gambit to the Benko Gambit to the Kings Gambit shares a trait: they all offer material (usually a pawn) in exchange for some sort of playable advantage."
19,1,1,e5,b'r3k2r/pp1b1ppp/6n1/q1Bpp3/3PP1Q1/2PB4/5PPP/1N2K1NR w Kkq -',White went into a long think after this move - risky because we were playing on a 3-minute time control.
20,1,2,Bb5,b'r4rk1/pp3pp1/6n1/qb1p3p/3BP2P/2PB1NQ1/5PP1/1N2K2R w K -',Castle? No I don't think so. White went into a second long think now then finally played ...
21,1,3,Rad8,b'3r1rk1/pp3pp1/6n1/q6p/2bBN2P/2P3Q1/2B2PP1/1N2K2R w K -',Sensing White's King might try to escape to the Q-side Black hurries to set up inhibiting pins and xrays.
22,1,4,2Ned2,b'3r1rk1/pp3pp1/6n1/q6p/2bB3P/2P3Q1/2BN1PP1/1N2K2R b K -',Naturally. The threat was 21. ...Rd4
23,1,5,Qa1,b'3rr1k1/pp3pp1/6n1/7p/2bBB2P/2P3Q1/3N1PP1/qN2K2R w K -',More accurate was 22. ...Qa2 threatening mate on the move after 23. ...Re4  24. Ne4.
24,1,6,Qc2,b'3r2k1/pp3pp1/6n1/7p/3BP2P/2P2KQ1/2q3P1/1N5R w - -',And in this position White lost on time.
25,2,0,exd5,b'rnbqkbnr/ppp2ppp/8/3p4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -',I've found this is the best way for me not to get slaughtered in the opening.
26,2,1,Nc3,b'rnbq1rk1/ppp2ppp/3b1n2/3p4/3P4/2N2N2/PPP1BPPP/R1BQ1RK1 b - -',So far pretty standard. Nothing too unusual. Not a lot of threats but not many weaknesses. 
