,gid,aid,move,fen,annotation
0,0,0,Bd6,b'r1bqk1nr/pppp1ppp/2nb4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -',This is a dubious defense but I can't find an immedite refutation.
1,0,1,1c3,b'r3k2r/1pp1qppp/p1pb1n2/4p1B1/3PP3/2P2Q1P/PP3PP1/RN2R1K1 b kq -',SOldifying my centre.
2,0,2,Rg8,b'r3k1r1/4qp2/p2b1p1p/2pPp3/1pN1P3/1P3Q1P/P4PP1/R3R1K1 w q -',Better was Bc7 or Qc7 preventing my knight from jumping to a5 then c6.
3,0,3,2f4,b'2r1k3/5p2/p1Nb1p1p/2pPpPr1/1p3P2/1P5P/P5P1/R3R2K b - f3',Much better here was b5. I didn't even realise that I had given up a pawn.
4,0,4,Rxf4,b'2r1k3/5p2/p1Nb1p1p/2pPp3/1p3r2/1P5P/P5P1/3RR2K w - -',ANd there goes another.
5,0,5,4Kf4,b'8/5p2/p4k1p/2p5/1p1b1K2/1P2p2P/P3R3/8 b - -',I attempt to queen my pawn.
6,0,6,Kd3,b'8/2b5/6KP/p7/1p6/1Ppk4/P3R3/8 w - -',Better was to keep the rook on the e file to prevent the bishop to mvoe to e5.
7,0,7,Kd2,b'8/7P/6K1/p3b3/1p6/1P6/P1pk4/6R1 w - -',I resigned here because it is easily won for black. He can give up the bishop for me pawn and then he could play c1.  If I try to check him once he gets his king to b1 the game is lost.
8,1,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',This my first annotation so let me know if I use the wrong name or terminology somewhere. I have been playing this opening for a year now and am getting comfortable with it
9,1,1,Bc4,b'rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq -',I prefer Bc4 over Bd5 because black will want to play c6 sometime anyways. It does keep him from play Nc6 but it gives him opportunity to quickly put pressure on my king with Qa5
10,1,2,f5,b'rnbqkbnr/pppp2pp/8/4pp2/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq f6',"I think this is called a gambit of some kind. I could take blacks chance of castling by playing Bxg8 but after Rxg8 I either play exf5 and black get first jump at occupying center or I could play a knight forward probably Nc3 and then have 2 pawns to contend with. I think white could take center but it wouldn't be as easy as it looks.
 I could play Nc3 but if black would play f4 I'll be fighting these pawns for awhile. 
 Nf3 might not be a bad move. 3.Nf3 fxe4 4.Nxe5 would leave white looking pretty good right now.
 Qh5+ would be an OK move also I think. Black kings side would be very open."
