,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',"Here's an older game but Black was able to draw against a 1900 with an UNORTHODOX opening! (and ALOT of ""analyzing the board"" option) Flip board for best results."
1,0,1,Bb5,b'r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -',Spanish game (Ruy Lopez)
2,0,2,Nf6,b'r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -',Berlin defence
3,0,3,h5,b'r1bqkb1r/pppp1pp1/2n5/1B2p2p/4P1n1/5N1P/PPPP1PP1/RNBQ1RK1 w kq h6',5...h5! Fishing Hook Variation.
4,0,4,hxg4,b'r1bqkb1r/ppp2pp1/2p5/4p2p/4P1P1/5N2/PPPP1PP1/RNBQ1RK1 b kq -',And white takes the bait!
5,0,5,hxg4,b'r1bqkb1r/ppp2pp1/2p5/4p3/4P1p1/5N2/PPPP1PP1/RNBQ1RK1 w kq -',Better would be to have declined the Knight at g4 and just developed normally.
6,0,6,g3,b'r1bqkb1r/ppp2pp1/2p5/4p3/4P1p1/5NP1/PPPP1P2/RNBQ1RK1 b kq -',White gives back the knight but with a weakend kingside.
7,0,7,f4,b'2kr1b1r/p1pq2p1/1pp5/4p1B1/4Pp2/2QP1PPb/PPP5/RN2R1K1 w - -',14. f4! Black aims to sacrafice the exchange inorder to push the pawn not only to open the kingside but to block off whites bishop from returning to e3 when ...Bc3  would lead to mate.
8,0,8,1Kf2,b'2kr1b1r/p1pq2p1/1pp5/4p1B1/4Pp2/2QP1PPb/PPP2K2/RN2R3 b - -',and so blacks king must walk to the otherside of the board or walk the plank.
9,0,9,a5,b'3q4/1kp3p1/1pp5/p7/1Q2Pp2/3P1P2/PPPK2br/R3R3 w - a6',"24.a5 in hopes of pushing whites queen to c3 so that when 25...Bxf3  blacks king would be confined to the 8th rank trapping in the rook for longer. My own ""in between"" move."
10,0,10,Be2,b'8/1kp5/1pp5/p3P1p1/5p1q/1PQP4/P1P1b2r/R1K1R3 w - -',28...Be2 to block off the e pawns protection
11,0,11,Qh8,b'7q/1kp5/1pp1P3/p3Q3/6p1/1P6/PKP4r/5R2 w - -',forcing the queen exhange.
12,0,12,c5,b'7r/1kp5/1p2P3/p1p1R3/6p1/1PK5/P1P5/8 w - -',Black offered a draw at this point since even though a pawn up an endgame wing pawn seemed unlikely to promote. 1/2- 1/2
13,1,0,c4,b'r3kbnr/ppp1pppp/2n5/3q4/2PP2b1/5N2/PP3PPP/RNBQKB1R b KQkq c3',"If  5 ... Bxf3 6. cxd5 Bxd1 7. dxc6 Ba4 8. cxb7 Rb8 9. Nc3 Bd7 10. Bb5

White's pieces are all easily developed and poised for castling meanwhile Black's Kingside are on their original squares.  So...."
14,1,1,1dxe6,b'r3k1nr/pp6/3pPpp1/6p1/2P5/2N5/PP3PPP/R3K2R b KQkq -',"The dangerous passed pawn. 

The pawn is not as easy to take as it loooks "
15,1,2,1Nd5+,b'r5nr/pp2k3/3pPpp1/3N2p1/2P5/8/PP3PPP/R3K2R b KQ -',Kxe6 leads to Nc7  forking the King and Rook.
16,1,3,2Nxf6,b'4rk1r/pp2n3/3pPNp1/6p1/2P5/1P6/P4PPP/R3R1K1 b - -',two pawns up.
17,1,4,2Nd5,b'3r1k1r/pp2n3/3pP1p1/3N2p1/2P5/1P6/P4PPP/R3R1K1 b - -',If Nxd5 white recaptures with a protected passed pawn freeing up white's rook while forcing black to babysit the e8 square.
18,1,5,Nxd5,b'3r1k2/pp5r/3pP1p1/3n2p1/2P1R3/1P6/P4PPP/R5K1 w - -',?
19,1,6,2g3,b'2r2k2/ppr5/3pP1p1/3P2p1/8/1P4P1/P3RP1P/R5K1 b - -',or else Rc2  27 Rxc2 Rxc2  
20,1,7,Rd1,b'5k2/pp6/3pP1p1/3P2p1/8/1P4P1/P3RPKP/3r4 w - -',attacking the passed pawn chain
21,1,8,2h4,b'5k2/pp6/3pP1p1/3P2p1/7P/1P4P1/P3RPK1/3r4 b - h3',Starting to create a second passed pawn
22,1,9,Rxd5,b'5k2/pp6/3pP1p1/3r4/7P/1P6/P3RPK1/8 w - -',Black is still trying to neutralize white's passed pawn and protect his own. White is working to create another passed pawn.
23,1,10,Rd3,b'8/4k3/3pP1p1/pp6/5PKP/PP1r4/4R3/8 w - -',"Risky black is going to capture white's a & b pawns giving black two connected passed pawns but who queens first?

Rb2 protects the queenside but allows black's king to capture white's passed pawn."
24,1,11,3Kg5,b'8/4k3/3pP1p1/pp4K1/5P1P/PP1r4/4R3/8 b - -',If Rg3  36 Kh6 .... 37 h5 gxh5 38 Kxh5 and white has a pair of connected passed pawns.  Perpetual check is avoided by weaving the king down to the 3rd or 4th row.
25,1,12,Rxa3,b'8/4k3/3pP1K1/pp6/5P1P/r7/4R3/8 w - -',Material is now even but white wins the race to the queening square
26,1,13,3f5,b'8/4k3/3pP1K1/pp3P2/7P/r7/4R3/8 b - -',Freeing white's rook and threatening 38 f6  Kf8 39 e7  Ke8 40 f7  Kd7 41 e8=Q 
27,1,14,3Rf3,b'8/4k3/3pP1K1/pp3P2/7P/5r2/4R3/8 w - -',Black's rook is now tied down to either f3 or g3
