,gid,aid,move,fen,annotation
0,0,0,Nf6,b'rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -',Typically against 1.d4 I'll play either 1...d5 then c6 looking to head into a Slav or possible transition into the Noteboom variation or Nf6 then e6 looking to play either the Nimzo Indian or Benoni depending on White's setup. I noticed that my opponent seemed fond of the London setup so I decided to reply with Nf6 and then a c5-thrust.
1,0,1,Bf4,b'rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq -',This move is certainly playable but puts little immediate pressure on Black. White is looking to control e4 with the bishop developed out of the pawn triangle with prospects of a kingside attack starting with Ne5.
2,0,2,e6,b'rnbqkb1r/pppp1ppp/4pn2/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -',An immediate e5 is obviously out of the question but I decided to find a way to immediately challenge White over the center. 2...e6 opens the diagonal to develop the bishop to support c5.
3,0,3,e3,b'rnbqkb1r/pppp1ppp/4pn2/8/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq -',White works on building the strong pawn triangle and opening his LS bishop.
4,0,4,c5,b'rnbqkb1r/pp1p1ppp/4pn2/2p5/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq c6',And Black thrusts forward from the flank into the center to challenge the development scheme. I've found that immediately challenging fans of the d-pawn systems (London stonewall etc) seems to be quite favourable as you steer them away from familiar waters (while I myself am quite fond of fighting through a semi-open c-file). If White takes the pawn I simply develop the bishop with recapture.
5,0,5,c3,b'rnbqkb1r/pp1p1ppp/4pn2/2p5/3P1B2/2P1P3/PP3PPP/RN1QKBNR b KQkq -',White completes his triangle.
6,0,6,Nc6,b'r1bqkb1r/pp1p1ppp/2n1pn2/2p5/3P1B2/2P1P3/PP3PPP/RN1QKBNR w KQkq -',And Black delays capturing to develop the Queen's Knight to it's natural square behind the c-pawn.
7,0,7,Nd2,b'r1bqkb1r/pp1p1ppp/2n1pn2/2p5/3P1B2/2P1P3/PP1N1PPP/R2QKBNR b KQkq -',White continues to develop his Queen's pieces - the Nd2 supports the center and scheme well flexing his muscle over e4/c4.
8,0,8,cxd4,b'r1bqkb1r/pp1p1ppp/2n1pn2/8/3p1B2/2P1P3/PP1N1PPP/R2QKBNR w KQkq -',And Black initiates the exchange in accordance with his strategy.
9,0,9,exd4,b'r1bqkb1r/pp1p1ppp/2n1pn2/8/3P1B2/2P5/PP1N1PPP/R2QKBNR b KQkq -',White could have also captured with the c-pawn but e-pawn takes is probably better for maintaining imbalance and limiting options for Black's LS Bishop's development.
10,0,10,a6,b'r1bqkb1r/1p1p1ppp/p1n1pn2/8/3P1B2/2P5/PP1N1PPP/R2QKBNR w KQkq -',Butting out the elbow to start gaining space on the queenside with b5 limiting the scope of White's LS Bishop and allowing for the queenside fianchetto of Black's.
11,0,11,Bd3,b'r1bqkb1r/1p1p1ppp/p1n1pn2/8/3P1B2/2PB4/PP1N1PPP/R2QK1NR b KQkq -',The most aggressive square available to the bishop - if White can displace Nf6 it becomes quite powerful when supported by a Queen on c2 and may support a future knight hop to e4/c4.
12,0,12,b5,b'r1bqkb1r/3p1ppp/p1n1pn2/1p6/3P1B2/2PB4/PP1N1PPP/R2QK1NR w KQkq b6',Black continues with the intended scheme of development.
13,0,13,Ngf3,b'r1bqkb1r/3p1ppp/p1n1pn2/1p6/3P1B2/2PB1N2/PP1N1PPP/R2QK2R b KQkq -',White finally gets the King's Knight into the game - signaling a possible intent to castle kingside.
14,0,14,Be7,b'r1bqk2r/3pbppp/p1n1pn2/1p6/3P1B2/2PB1N2/PP1N1PPP/R2QK2R w KQkq -',Black can delay developing the King's Bishop no longer if he wishes to castle with White. Be7 is the only square that makes any sense in this position supporting the knight and central pawns.
15,0,15,1h3,b'r1bq1rk1/3pbppp/p1n1pn2/1p6/3P1B2/2PB1N1P/PP1N1PP1/R2Q1RK1 b - -',Perhaps White intended this to support a potential g4 push (which could be met with h3) but if he was afraid of Ng4 this move was misguided as the strong Qc2 would have completed development while still eliminating Ng4 through Bxh7.
