,gid,aid,move,fen,annotation
0,0,0,d3,b'rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq -',I think that f4 is also playable...
1,0,1,O-O,b'rnbq1rk1/pppp1ppp/5n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQ -',? giving away a centeral pawn.
2,0,2,Nxf7,b'rnbq1rk1/ppp2Npp/3p1n2/2b5/2B1P3/3P4/PPP2PPP/RNBQK2R b KQ -',?? two pieces are almost always better than a rook. 6. Nf3 was needed.
3,0,3,Qxf6,b'rnb5/ppp2kp1/3p1q1p/2b5/4P3/3P4/PPP2PPP/RN1QK2R w KQ -',Black is looking ok in this position. white has gained nothing from the opening.
4,0,4,Qg6,b'r1b5/ppp2kp1/2np2qp/2b5/4P3/2NP4/PPP2PPP/R2Q1RK1 w - -',trying to attack. maybe Be6 with Rf8 was a bit better.
5,0,5,Bh3,b'r7/ppp2kp1/2np2qp/2bN4/4P3/3P3b/PPP2PPP/R2Q1RK1 w - -',??? misses white's next move.
6,0,6,Qg5,b'r7/ppp2kp1/2np3p/2bN1Pq1/8/3P1Q2/PPP2PPP/R4RK1 w - -',black lost a piece but the game is not lost yet.
7,0,7,Kf6,b'2r5/ppN3p1/2np1k1p/2bQ1Pq1/8/3P4/PPP2PPP/R4RK1 w - -',"??? a mate was missed here...
16... Kf8 was losing the queen.
16... Ke7 17. Rae1  Kd7 (17... Kd8 18. Ne6 ) 18. Nb5 is still lost but can play on..."
8,0,8,1Qe6#,b'2r5/ppN3p1/2npQk1p/2b2Pq1/8/3P4/PPP2PPP/R4RK1 b - -',
9,1,0,f6,b'rnbqkbnr/pppp2pp/4pp2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -',"? what was the idea? why not to play a regular french?
by that move it will be hard for black to develope his king side pieces."
10,1,1,f3,b'rnbqkbnr/pppp2pp/4pp2/8/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq -',3. Nf3 is better in order to prevent e5 from black.
11,1,2,cxd4,b'rnbqkbnr/pppp2pp/5p2/8/3PP3/5P2/PP4PP/RNBQKBNR b KQkq -',white is left with a strong center.
12,1,3,bxc3,b'rnbqk1nr/pppp2pp/5p2/8/3PP3/2P2P2/P5PP/R1BQKBNR b KQkq -',white has a great space to play in and a strong center. black had not move any piece yet.
13,1,4,d5,b'rnbqk1nr/ppp3pp/3p1p2/3P4/4P3/2P2P2/P5PP/R1BQKBNR b KQkq -',maybe too soon. I think that Bc4 is much better.
14,1,5,c4,b'rnbqk1nr/pp4pp/2pp1p2/3P4/2P1P3/5P2/P5PP/R1BQKBNR b KQkq -',white has played with his pawns too far. it is important to remember that pawns cant play backwards and they need pieces to support them from behind.
15,1,6,a6,b'rnbqk1nr/1p5p/p2p1p2/2pP2p1/2P1P3/5PB1/P5PP/R2QKBNR w KQkq -',black is playing wierd too. why isnt he developing pieces?
16,1,7,b6,b'rnbqk1nr/8/pp1p1p2/2pP2p1/2P1P2p/3B1P2/P3NBPP/R2QK2R w KQkq -',"strange game...
black is moving too fast with his pawns too instead of playing moves such as Nd7-e5 Ne7-g6 etc."
17,1,8,Qe7,b'rnb1k1nr/4q3/1p1p1p2/p1pP2p1/P1P1P2p/3B1P2/4NBPP/R2Q1RK1 w kq -',at last! black moved a piece!
18,1,9,1Qb3,b'rnb1k1nr/4q3/1p1p1p2/p1pP2p1/P1P1P2p/1Q1B1P2/4NBPP/R4RK1 b kq -',I think that h3 is important in order to prevent the same from black.
19,1,10,1f4,b'rnb1k1nr/4q3/1p1p1p2/p1pP4/P1P1PPp1/1Q1B2Pp/4NB1P/R4RK1 b kq -',now the e4 square is weak. black has pawns in the king side that pressing the white king.
20,1,11,2f5,b'r1b1k1nr/3nq3/1p1p1p2/p1pP1P2/P1P1P1p1/1Q1B2Pp/4NB1P/R4RK1 b kq -',what else can be done? black wanted to play f5! himself.
21,1,12,Nf3+,b'r1b1k1nr/4q3/1Q1p1p2/p1pP1P2/P1P1P1p1/3B1nPp/4NB1P/R4RK1 w kq -',! fiest - put the white king on h1 where taking later the e4 pawn will be with a check.
22,1,13,2Be1,b'r1b1k1nr/4q3/1Q1p1p2/p1pPnP2/P1P1P1p1/3B2Pp/4N2P/R3BR1K b kq -',?? white did not notice that black is willing to sacrifice the rook and give white a mate. Bc2 was necessary.
23,1,14,Qxe4+,b'Q1b3nr/5k2/3p1p2/p1pP1P2/P1P1q1p1/3n2Pp/4N2P/R3BR1K w - -',the end.
24,2,0,c3,b'r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq -',it is highly popular to play that version these days. I dont like it very much (as white).
25,2,1,b6,b'r1bqk1nr/p2pppbp/1pn3p1/2p5/4P3/2PPBN2/PP3PPP/RN1QKB1R w KQkq -',I think d6 is a bit better...
26,2,2,h3,b'r1bqk2r/p2pppbp/1pn2np1/8/3NP3/2P1B2P/PP3PP1/RN1QKB1R b KQkq -',8. Nxc6 dxc6 9. Qxd8  Kxd8 10. Nd2 is a worth looking endgame for white.
27,2,3,Kxd8,b'r1bk3r/p3ppbp/1pp3p1/8/4n3/2P1B2P/PP3PP1/RN2KB1R w KQ -',by playing 8. h3 white got the same ending I wrote last note but with one pawn down.
