,gid,aid,move,fen,annotation
0,0,0,d4,b'rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3',oldgus (warren) and I began playing each other months ago during a Queen's Gambit tourney.  We struck up a friendship and began playing each other regularly.  Eventually we decided to play a 100 game match.  At the time of this annotation my record against oldgus is 6 wins 18 losses and two draws (although our record against each other is roughly equal over the last 10 games).  This annotation was done without assistance from computer although the gameknot computer analysis is available.
1,0,1,Nf6,b'rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -',I haven't played the King's Indian too much and wanted to learn.
2,0,2,d6,b'rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -',All standard book moves to this point.
3,0,3,f3,b'rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ -',From my reading White has employed the Samisch Variation.  White's center is relatively stable and he is in position to begin King-side attack.  A typical plan for White might include Qd2 Bh6 g2-g4 and h2-h4.  However 6.f3 does inhibit his N on g1.
4,0,4,c5,b'rnbq1rk1/pp2ppbp/3p1np1/2p5/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ c6',6...c5 from my reading has become a popular method of attacking White's center.  This leads to the sacrifice of a pawn by Black.
5,0,5,Nc6,b'r1bq1rk1/pp2ppbp/2n2np1/2B5/2P1P3/2N2P2/PP4PP/R2QKBNR w KQ -',At this point Black has a nice diagonal for his DSB a lead in development and a hole on d4.  However White also is eying the d5 square with his N.
6,0,6,1Ba3,b'r1br2k1/pp2ppbp/2n2np1/8/2P1P3/B1N2P2/PP4PP/R3KBNR b KQ -',Black is likely to move Nd7 and 10. Ba3 anticipates this move.
7,0,7,1a5,b'r1br2k1/1p2ppbp/2n2np1/p7/2P1P3/B1N2P2/PP4PP/R3KBNR w KQ a6',Queen side operations for Black?  Nb4 is now on the table.
8,0,8,Be6,b'r2r2k1/1p2ppbp/2n1bnp1/p7/2P1P3/B1N2P2/PP4PP/3RKBNR w K -',Development.  And besides an exchange of R's would help White's King to escape over to the Q-side.
9,0,9,1Nd5,b'r2r2k1/1p2ppbp/2n1bnp1/p2N4/2P1P3/B4P2/PP4PP/3RKBNR b K -',And White's N moves to d5.  Taking the N would lead to recapture with the c-pawn and a nasty line of White pawns.
10,0,10,1Nb4,b'r2r2k1/1p2ppbp/4bnp1/p2N4/1nP1P3/B4P2/PP4PP/3RKBNR w K -',12...Nb4 eying Nc2+ and the end of White's DSB.
11,0,11,1Nxe7+,b'r2r2k1/1p2Npbp/4bnp1/p7/1nP1P3/B4P2/PP4PP/3RKBNR b K -',Black goes down 2 pawns
12,0,12,axb4,b'3r3k/1p2Npbp/4bnp1/8/1pP1P3/5P2/PP4PP/4KBNR w K -',Black is down 2 pawns and his Q-side pawn structure is not happy.  And Ne7 is not pleasing.  Black does have the B-pair and a lead in development.
13,0,13,Ra8,b'r6k/1p3pbp/4bnp1/3N4/1pP1P3/5P2/PP4PP/4KBNR w K -',Looking at a2 while the DSB is looking at b2.
14,0,14,1Nxb4,b'r6k/1p3pbp/4bnp1/8/1NP1P3/5P2/PP4PP/4KBNR b K -',hmmm Black is down 3 pawns.
15,0,15,1Ne2,b'r6k/1p1n1pbp/4b1p1/8/1NP1P3/5P2/PP2N1PP/4KB1R b K -',White allows the DSB to take on b2.  If White tried to protect b2 say with 18. b3 then 18...Bc3+ loses Nb4.
16,0,16,Nc5,b'r6k/1p3p1p/4b1p1/2nN4/2P1P3/5P2/Pb2N1PP/4KB1R w K -',18...Nc5?  Here I believe Black errs.  Black was thinking that he could simply grab a2 later and wanted to develop more pieces into the attack.  The R on a2 would have been nice and caused White much concern.  
17,0,17,2Nec3,b'r6k/1p3p1p/4b1p1/2nN4/2P1P3/2N2P2/Pb4PP/4KB1R b K -',Bluntly Black just missed this move.  a2 is well guarded and White's N's are connected.  It's not clear where Black can break through.  Black demonstrates his lack of calculation finesse.
18,0,18,2Na4,b'r6k/1p3p1p/4b1p1/3N4/n1P1P3/2N2P2/Pb4PP/4KB1R w K -',Obviously seeking to attack Nc3.
19,0,19,Bd4,b'r6k/1p3p1p/4b1p1/3N4/n1PbP3/5P2/P5PP/3NKB1R w K -',Black didn't want to trade N for B.  And the DSB is nicely centralized.
20,0,20,2Nc7,b'r6k/1pN2p1p/4b1p1/8/n1PbP3/5P2/P5PP/3NKB1R b K -',This was anticipated and it made me sad.  I wanted to keep my B-pair.
21,0,21,fxe6,b'2r4k/1p5p/4p1p1/8/n1PbP3/5P2/P5PP/3NKB1R w K -',Black still has more active pieces White's extra pawns are problematic.
22,0,22,Na4,b'2r4k/1p5p/4p1p1/8/n1PbP3/4NP2/P2K2PP/5B1R w - -',Black seems to be floundering without a plan at this point.  
23,0,23,2Bd3,b'2r4k/1p5p/4p1p1/8/n1PbP3/3BNP2/P2K2PP/7R b - -',And White's pieces are joining the game while Black's K is sleeping in the corner.
24,0,24,Ra8,b'r6k/1p5p/4p1p1/8/n1P1P3/2bBNP2/P3K1PP/7R w - -',Still trying to grab a2
25,0,25,2Nd5,b'r6k/1p5p/4p1p1/3N4/2P1PP2/2bB4/Pn2K1PP/7R b - -',And here White makes a speculative sacrifice.  oldgus told me he could not resist.  He clearly believed that Black would not be able to stop the avalanche of White pawns.  
26,0,26,2exd5,b'r6k/1p5p/6p1/3p4/2P1PP2/2bB4/Pn2K1PP/7R w - -',Black feels obliged to accept the sacrifice.  Was there anything better for Black?  I certainly couldn't find it.
27,0,27,Bd4,b'r6k/1p5p/6p1/3P4/3bPP2/3B4/Pn2K1PP/7R w - -',Centralizing the DSB.
28,0,28,3Bb1,b'r6k/1p5p/6p1/3P4/3bPP2/8/Pn2K1PP/1B5R b - -',Protecting a2...Oh how I wish I had taken a2 on move 18.
29,0,29,Kg8,b'2r3k1/1p5p/6p1/3P4/3bPP2/6P1/Pn2K2P/1B5R w - -',The K wakes up and decides his services could be helpful.
30,0,30,3e5,b'2r5/1p3k1p/6p1/3PP3/3b1P2/6P1/Pn2K2P/1B2R3 b - -',The ants go marching 1 by 1 hurrah! hurrah!
31,0,31,3Rc5,b'8/1p3k1p/6p1/2rPP3/3b1P2/6P1/Pn2K2P/1B2R3 w - -',"34...Rc5

The hope was 35.	d6  Bxe5   36.fxe5  Rxe5+  37. Kf2 and Black would have also been able to scoop up d6."
32,0,32,3Be4,b'8/1p3k1p/6p1/2rPP3/3bBP2/6P1/Pn2K2P/4R3 b - -',But White sees Black's plan.
33,0,33,3Na4,b'8/1p3k1p/6p1/2rPP3/n2bBP2/6P1/P3K2P/4R3 w - -',Potentially forking White's K and B
34,0,34,3Rc1,b'8/1p2k2p/4P1p1/2rP4/n3BP2/2bK2P1/P6P/2R5 b - -',Well the B is pinned for the moment as Black is certainly not interested in exchanging pieces at the moment.
35,0,35,3Ke2,b'8/1p2k2p/4P1p1/2rP4/4BP2/2b3P1/Pn2K2P/2R5 b - -',39. Ke3? would have been quite good for Black.
36,0,36,4g4,b'8/1p2k2p/4P1p1/2rP4/n3BPP1/2b5/P3K2P/2R5 b - -',The march continues.
37,0,37,b5,b'8/4k2p/4P1p1/1p1P4/n1r1BPP1/2b2K2/P6P/2R5 w - b6',Counterattack?
38,0,38,4Bxf5,b'8/4k2p/4P3/1p1P1B2/n1r3P1/2b2K2/P6P/2R5 b - -',I actually expected 43. gxf5 as that would have advanced a pawn.  Plus it looks scary to have three connected passed pawns.
39,0,39,4h6,b'8/4k3/4P2p/1p1P1B2/n1r3P1/2b2K2/P6P/2R5 w - -',Pretty well forced.
40,0,40,Nb2,b'8/4k3/4P2p/1p1P1B2/2r3P1/2b2K2/Pn5P/1R6 w - -',44...Nb2 blocks White's Rook and provides the possibility of attacking a2.
41,0,41,4h4,b'8/4k3/4P2p/1p1P1B2/r5PP/P1b2K2/1n6/1R6 b - h3',I'm really starting to hate those pawns.
42,0,42,4Rxa3,b'8/4k3/4P2p/1p1P1B2/6PP/r1b2K2/1n6/1R6 w - -',Finally 28 moves later Black gets his pawn.
