,gid,aid,move,fen,annotation
0,0,0,e6,b'rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -',Thinking about switching from the french after recent results with it!
1,0,1,Nc3,b'rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -',Mostly because all of the black lines for the winawer are very unpleasant..
2,0,2,Qg4,b'rnbqk2r/pp2nppp/4p3/2ppP3/3P2Q1/P1P5/2P2PPP/R1B1KBNR b KQkq -',The main line and best line for white IMO
3,0,3,O-O,b'rnbq1rk1/pp2nppp/4p3/2ppP3/3P2Q1/P1P5/2P2PPP/R1B1KBNR w KQ -',Probably a mistake I now play the more main line: Qc7
4,0,4,Bd3,b'rnbq1rk1/pp2nppp/4p3/2ppP3/3P2Q1/P1PB4/2P2PPP/R1B1K1NR b KQ -',Straight to the point ;)
5,0,5,Qa5,b'rnb2rk1/pp2nppp/4p3/q1ppP3/3P2Q1/P1PB4/2P2PPP/R1B1K1NR w KQ -',Looking back I'm pretty much walking into a disaster here.. marching my queen off to the queenside and leaving my kingside.
6,0,6,f5,b'r1b2rk1/pp2n1pp/2n1p3/q1ppPp2/3P2Q1/P1PB1N2/2PB1PPP/R3K2R w KQ f6',Otherwise 11 Bxh7  Is a killer I think..
7,0,7,Rxf6,b'r1b3k1/pp2n1pp/2n1pr2/q1pp4/3P2Q1/P1PB1N2/2PB1PPP/R3K2R w KQ -',Bxh7  is now no longer too great and I've got a little bit of space on the kingside
8,0,8,Nf5,b'r1b3k1/pp4pp/2n1pr2/q1pp1n1Q/3P4/P1PB1N2/2PB1PPP/R3K2R w KQ -',g6 weakens my kingside too much for my liking
9,0,9,c4,b'r1b3k1/pp4pp/2n1pr2/q2p1n1Q/2pP2P1/P1PB1N2/2PB1P1P/R3K2R w KQ -',Had this planned and couln't see anything wrong with it
10,0,10,cxd3,b'r1b3k1/pp4pp/2n1pr2/q2p1P1Q/3P4/P1Pp1N2/2PB1P1P/R3K2R w KQ -',Now I expected to either Take of f5 or c2 and be fine.
