,gid,aid,move,fen,annotation
0,0,0,c4,b'rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq c3',"Hi everyone!  Yet another round against Freddy and yet another date with Old Matey.  How did this happen well to summarise I start of with c4 which is the English Opening which controls the squares b5 and d5 and also allows for Nc3 without blocking in the c pawn.  Freddy then surprises me with b5 - a gambit.  I decide to accept the gambit well you never know if I can hang on to the gambit material and he doesn't get any play for it then despite the near 500 rating difference I may be able to get an endgame victory.  But there is the saying ""Many a slip twixt cup and lip"" and boy doese'nt it happen here!  Freddy mixes things up in the database and I end up developing Fou Lenoir on the wrong square d2 instead of b2.  This made one heck of a difference as I was unable to control the c column and so had to concede that to Freddy.  Freddy then won back the pawn and weakened my kingside pawn structure.  If only I could swap off the heavies.  Freddy only had pawns on the kingside and I had a remote passer - with opposite bishops that would most probably have meant two words ........ draw game ........ but the heavies stayed on.  Ironically the most active piece was wait for it ............GLENDA!!  Unfortunately she strayed from Henry's side to try to aid promotion of my remote a pawn - unfortunately allowing for a decisive and fatal invasion of the Wicked Witch of the West and that is when Henry met an ignominious end.  Anyhow on with the game."
1,0,1,Nc3,b'rnbqkb1r/p1pppppp/5n2/1P6/8/2N5/PP1PPPPP/R1BQKBNR b KQkq -',3. Nc3 - after the b pawn is gambited there are two normal developing knight moves on both sides one to c3 and the other f6.
2,0,2,Nxb5,b'rn1qkb1r/1bpppppp/5n2/1N6/3P4/4P3/PP3PPP/R1BQKBNR b KQkq -',6. Nxb5 - seems to consolidate white's pawn advantage doubleton removed and I have an outside passed a pawn.
3,0,3,O-O,b'rn1q1rk1/1bppbppp/4pn2/1N6/3P4/4PN2/PP2BPPP/R1BQ1RK1 b - -',9.0-0 - so far so natural.  Normal routine development on both sides and I think I have equality here.   However it is 2 moves down the line that it starts to go mouldy on me.
4,0,4,1Bd2,b'rq3rk1/1bppbppp/n3pn2/1N6/3P4/P3PN2/1P1BBPPP/R2Q1RK1 b - -',11. Bd2?! - would b3 have been a better try here?
5,0,5,1Nc3,b'rq3rk1/1bppbppp/n3pn2/8/3P4/P1N1PN1P/1P1BBPP1/R2Q1RK1 b - -',13. Nc3? - on second thoughts I wonder if it was this move which was the lemon.  Would Rc1 have been a better plan here?  At least I would have bagged the c column first.
6,0,6,1Nxe4,b'rqr3k1/1b1pbppp/4pn2/8/1P2N3/P2BPN1P/3B1PP1/R2Q1RK1 b - -',17. Nxe4 - I would have loved to have backed up the knight with Rc1 but the a pawn would have been left hanging and the b pawn would have been left weak.
7,0,7,1a4,b'rqr3k1/1b1pbppp/4p3/8/PP2n3/3BPN1P/3B1PP1/R2Q1RK1 b - -',18. a4 - this pawn move releases the rook from the defense of the a5 pawn now it is defended by ........ guess who ........ well who else ......... Glenda!  Always on that back rank defending pawns.  Right now she would just lurve to be on g7 but she would need to be teleported there!
8,0,8,2Rb1,b'rqr3k1/3p1ppp/4p3/8/P7/2bBPP1P/5P2/1R1Q1RK1 b - -',22. Rb1 - after a plethora of exchanges Freddy has regained his pawn and busted up my kingside pawn structure.  I try to defend my valuable a4 passer by attacking the witch and then placing Fou Leblanc onto b5 next move.
9,0,9,2Qd3,b'r1r3k1/q4ppp/4p3/1B1p4/P7/2bQPP1P/5P2/1R3RK1 b - -',24. Qd3 - Glenda moves but I think that over the next 4 moves I had the opportunity to put a rook on c1 to neutralise the power of Freddy's rook on the c column.  I could have then moved Henry to h2 and then used my other rook to try and help Glenda attack the enemy king.  But silly me did not do this and I paid the price.  Do you the jury agree?
