,gid,aid,move,fen,annotation
0,0,0,Bb2,b'r2qkb1r/ppp2ppp/2n1pn2/3p4/3P2b1/1P2PN2/PBP1BPPP/RN1QK2R b KQkq -',I've been experimenting with the Zukertort-type setup.
1,0,1,1f4,b'r2q1rk1/pppn1ppp/2nbp3/3pN3/3P1P2/1P2P3/PBPNQ1PP/R4RK1 b - f3',This was probably a mistake.  I think Nxc6 was better here giving Black an isolated a-pawn.  I could have followed with f4 if desired or also Nf3.
2,0,2,1a3,b'r2q1rk1/ppp1bppp/2n1p3/3pP3/3P4/PP2P3/1BPNQ1PP/R4RK1 b - -',Black's N is largely out of play but White has little ability to generate a Kingside attack.
3,0,3,1Rf3,b'r2q1rk1/ppp1b1pp/2n1p3/3pPp2/3P4/PP2PR2/1BPNQ1PP/R5K1 b - -',I think exf6 e.p. would have given White better attacking chances.
4,0,4,1Rh3,b'r2q1rk1/1pp3pp/p1n1p3/3pPp2/3P3b/PP2P2R/1BPNQ1PP/5RK1 b - -',The R is horribly misplaced here and takes forever to get back into play.
5,0,5,1c4,b'r2q1rk1/1pp4p/p1n1p1p1/3pPp2/2PP3b/PP2P2R/1B1NQ1PP/5RK1 b - c3',This diversion is way to early.  I should figure out how to get a grip on the c-file first if I am going to open it up.
6,0,6,Rxd5,b'r5k1/1pp1b2p/p1n1p1p1/3rPp2/3P4/PP2PN1R/1B4PP/5RK1 w - -',White has traded into a terrible position.  Nf3 has no good squares.  Rh3 is virtually out of play.  Bb2 has a blocked diagonal and no scope.  Black's pieces are much better.
7,0,7,2Rc1,b'r5k1/2p1b2p/p1n1p1p1/1p1rPp2/3P4/PP2P2R/1B1N2PP/2R3K1 b - -',This is the only useful diagonal.
8,0,8,2Nxe5,b'r5k1/2p1b2p/p3p1p1/1p1rnp2/3P4/PP2P2R/1B1N2PP/2R3K1 w - -',This was a nice tactical shot that I actually missed.  If White plays dxe5 Black plays Rxd2 with tempo.
9,0,9,2Rc2,b'4r1k1/3rb2p/p3p1p1/1p2np2/3PP3/PP5R/1BRN2PP/6K1 b - -',This might not have been best either.  Rxd7 Nxd7 Rc3 would have seized the file anyway.
10,0,10,3a4,b'4r1k1/3rb2p/p3p1p1/4Pp2/Pp1P4/1P3R2/1BR1K1PP/8 b - -',Now the position is blocked up.  No one has much play.
11,0,11,3Rdc6,b'3b2k1/3rr2p/2R1p1p1/p3Pp2/Pp1P4/1P6/1B2K1PP/2R5 b - -',Draw was agreed.  
12,1,0,Bc4,b'rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq -',This was played against me in my second game against reversion so I decided to try it out since he recommended that I try different openings.
13,1,1,Nf6,b'rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq -',So Terence develops whilst threatens my pawn.
14,1,2,Nc3,b'rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq -',So I defend by developing.
15,1,3,Nc6,b'r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq -',Likewise he continues with his development.
16,1,4,Nf3,b'r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -',As do I and I also prepare to castle.  After this Terence will knab my pawn and I'll take back.  Knowing that taking is not a mistake here I felt pretty good about the position.  But after studying those blitz Q sacs from tactical-abyss I'm not going to get too comfortable.  That's because anything can change so one cannot let their guard down.
