,gid,aid,move,fen,annotation
0,0,0,d4,b'rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3',"I play Queen's Gambit. thought you should know. 
"
1,0,1,f5,b'rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq f6',Some Players know their opening. My opponent thought for 3 minutes before making this first move. this game takes awhile and thought goes into ... well most of the moves. 
2,0,2,e6,b'rnbqkbnr/pppp2pp/4p3/5p2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -',if you can identify black's opening please do. 
3,0,3,Nc3,b'rnbqkbnr/pppp2pp/4p3/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -',this was risky because of the unwanted Bb4. My friend who taught me Queen's told me to avoid Bb4 like the plague. 
4,0,4,c6,b'rnbqkbnr/pp1p2pp/2p1p3/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -',"this opening of his seems to favor the black bishop and queen
"
5,0,5,d5,b'rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2N1P3/PP2NPPP/R1BQKB1R w KQkq d6',the offensive has been taken! Counter attack!
6,0,6,c5,b'rnbqkb1r/pp4pp/2p1pn2/2Pp1p2/3P4/2N1P3/PP2NPPP/R1BQKB1R b KQkq -',did I say attack? oops. 
7,0,7,Ne4,b'rnbqkb1r/pp4pp/2p1p3/2Pp1p2/3Pn3/2N1P3/PP2NPPP/R1BQKB1R w KQkq -',This bothered me. A lot. not enough to trade but enough for me to prioritize my attack against it. also note f2 which is in peril once Qh4 happens. I want to avoid an attack on f2. 
8,0,8,Nf4,b'rnbqkb1r/pp4pp/2p1p3/2Pp1p2/3PnN2/2N1P3/PP3PPP/R1BQKB1R b KQkq -',I want to attack the king on h6 and I do end up accomplishing my goal but things don't go exactly as I wanted. 
9,0,9,Qh5+,b'rnbqk2r/pp2b1pp/2p1p3/2Pp1p1Q/3PnN2/2N1P3/PP3PPP/R1B1KB1R b KQkq -',I had anticipated Kd7 response.
10,0,10,Nf6,b'rnbqk2r/pp2b2p/2p1pnN1/2Pp1p1Q/3P4/2N1P3/PP3PPP/R1B1KB1R w KQkq -',yeah. that's where my plan took a turn for the worse. No harm done but my attack is significantly weaker now. 
11,0,11,Rg8,b'rnbqk1r1/pp2b2p/2p1pnN1/2Pp1p2/3P4/2N1P2Q/PP3PPP/R1B1KB1R w KQq -',a sort of boring move. 
