,gid,aid,move,fen,annotation
0,0,0,f4,b'rnbqkb1r/pp2pp1p/3p1np1/8/3NPP2/2N5/PPP3PP/R1BQKB1R b KQkq f3',"6.f4 !? , Interesting the Levenfish attack on the Dragon Sicilian ,its not typical variation that white and black are attacking each other coast to coast witch goes on the most cases in the Dragon Sicilian , when white attacks in the king side while black attacks the center if he can or the queen side , the idea of this move 6.f4 is to advance e5 get space in the center and push blacks pieces to passive position and exchange the the blacks d pawn and make him weak and basicly its som how make the black to get out of his game plan , because blacks DSB develops to e7 and not the long diagonal h8-a1 becaus of the weaknes on d6 and so long , however white doesnt have abig advantange and with good game by black evatuly he equals the position very fast ."
1,0,1,Bg7,b'rnbqk2r/pp2ppbp/3p1np1/8/3NPP2/2N5/PPP3PP/R1BQKB1R w KQkq -',"bad move ,the correct move is 6...Nc6 to defend the e5 square , white replies with 7.Nxc6 -bxc6.8.e5-Nd7.9.exd- exd .10.Bc4-Be7.11.Be3-0-0.12.Qf3-Qc7 and black is fine "
2,0,2,Ng4,b'rnbqk2r/pp2ppbp/6p1/4P3/3N2n1/2N5/PPP3PP/R1BQKB1R w KQkq -',"blunder , black is going to lose his knight , better was 8...Ng8 .9.Bb5+Bd7.10.e6-Bxb5.11.exf+Kxf7.12.Nc3xb5 with better position . "
3,0,3,Bb5+,b'rnbqk2r/pp2ppbp/6p1/1B2P3/3N2n1/2N5/PPP3PP/R1BQK2R b KQkq -',"the threat now is Qxg4 ! , if black moves 9...Bd7 than .10.Qxg4 and the bishop can not capture the queen because of the pin by Bb5 , if 9...Nd7 than .10.Qxg4 and if 9...Nc6 .10.Nxc6 and black cant re capture on c6 because the attack on the rook on a8 with check , for example : 10...bxc6.11.Bxc6+Bd7.12.Bxa8. unfortunately for black in his next move he choose the worst of the worst move in his bad position ."
4,0,4,Kf8,b'rnbq1k1r/pp2ppbp/6p1/1B2P3/3N2n1/2N5/PPP3PP/R1BQK2R w KQ -',A terrible blunder !! although black managed to save his knight on g4 instead he loses his queen and resigned 
5,0,5,1Ne6+,b'rnbq1k1r/pp2ppbp/4N1p1/1B2P3/6n1/2N5/PPP3PP/R1BQK2R b KQ -',Black resigned . 
6,1,0,d5,b'rnbqkbnr/3p1ppp/pp2p3/2pP4/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -',I push past the c pawn hoping to get my pawn to the d6 square.
7,1,1,d6,b'rnb1kbnr/2q2ppp/pp1pp3/2pPP3/8/2N2N2/PPP2PPP/R1BQKB1R w KQkq -',Two pawns face off against two other pawns.
8,1,2,Qxe6+,b'rnb1kbnr/5ppp/pp2q3/2p5/8/2N2N2/PPP2PPP/R1BQKB1R w KQkq -',"I thought Black might take my queen outright, but since the queen is in front of the king, I decided to make the best of this situation."
9,1,3,Be2,b'rnb1kbnr/5ppp/pp2q3/2p5/8/2N2N2/PPP1BPPP/R1BQK2R b KQkq -',First prepare my king to castle so I can move the rook into position.
10,1,4,1Bb5,b'r3kbnr/1b1n1ppp/pp2q3/1Bp5/8/2N2N2/PPP2PPP/R1BQ1RK1 b kq -',"I offer my bishop as bait. If a6xB, then R-e1, QxR, QxQ+! I would sacrifice a bishop and rook to get Black's queen. If BxN, then QxB allowing me to threaten the rook on a8."
11,1,5,1Re1,b'2kr1bnr/1b1n1ppp/pp2q3/1Bp5/8/2N2N2/PPP2PPP/R1BQR1K1 b - -',Directly threaten the black queen for the first time.
12,1,6,1Bg5,b'2kr1bnr/1b1n1ppp/pp3q2/1Bp3B1/8/2N2N2/PPP2PPP/R2QR1K1 b - -',Directly threaten the black queen for the second time.
13,1,7,1Bxd7+,b'2kr1bnr/1b1B1ppp/pp1q4/2p3B1/8/2N2N2/PPP2PPP/R2QR1K1 b - -',"If KxB then 15. QxQ+, KxQ 16. BxR, KxB 17. Rd1+. If QxB, then BxR. But black chose the third option, RxB."
14,1,8,1Re8+,b'2k1Rbnr/1b1r1ppp/pp1q4/2p3B1/8/2N2N2/PPP2PPP/R2Q2K1 b - -',This is to force the king to move to c7 where it is lined up on the same diagonal as the queen.
15,1,9,1Qc1,b'4Rbnr/1bkr1ppp/pp1q4/2p3B1/8/2N2N2/PPP2PPP/R1Q3K1 b - -',Move my queen to safety and where it can support the bishop for the next move.
16,1,10,1Bf4,b'4Rbnr/1bkr1pp1/pp1q3p/2p5/5B2/2N2N2/PPP2PPP/R1Q3K1 b - -',Directly threaten the black queen for the third and final time.
17,1,11,1Qxf4+,b'4Rbnr/1bkr1pp1/pp5p/2p5/5Q2/2N2N2/PPP2PPP/R5K1 b - -',Nabbed the queen!
18,1,12,2g3,b'7r/1bkr1p2/pp1b3p/2p3p1/6n1/P1N2NP1/1PP2P1P/R1Q1R1K1 b - -',"In retrospect, I think this was a blunder! I should have moved the h pawn to threaten the black knight."
19,1,13,2Bxf3,b'7r/2kr1p2/pp1b3p/2p3p1/6n1/P1N2bP1/1PP2P1P/R1Q1R1K1 w - -',Lost my knight!
20,1,14,Nf3+,b'7r/1bkr1p2/pp1b3p/2p2Np1/8/P4nP1/1PP2P1P/R1Q1R1K1 w - -',Knight forks king and rook and threatens double-check to boot!
21,1,15,Nh2+,b'7r/1bkr1p2/pp1b3p/2p2Np1/8/P5P1/1PP2P1n/R1Q1RK2 w - -',King dances with knight and bishop.
22,1,16,3Kf1,b'7r/1bkr1p2/pp1b3p/2p2Np1/8/P4nP1/1PP2P2/R1Q1RK2 b - -',More dance moves with king and knight and bishop.
23,1,17,3Ke2,b'7r/1bkr1p2/pp1b3p/2p2Np1/8/P5P1/1PP1KP1n/R1Q1R3 b - -',It's either move out from the deadly dance or let black declare draw after three repeated positions.
24,1,18,Bf4+,b'7r/2kr1p2/pp5p/2p2Np1/5b2/P2K1bP1/1PP2P1n/R1Q1R3 w - -',Drat! Now Black's bishop can get my queen!
25,1,19,3Nf5,b'4r3/1bkr1p2/pp5p/2p2Np1/8/P1K3P1/1PP2P1n/2R1R3 b - -',Threaten unprotected pawn on h6.
26,1,20,3b3,b'7r/1bkr1p2/pp5p/2p2Np1/8/PPK3P1/2P2P1n/2R1R3 b - -',Move pawn up so king has an escape square if black pawns advance.
27,1,21,4Rh4,b'2b4r/2k2p2/pp6/2p4p/3rnP1R/PP2N3/1KP5/2R5 b - -',"Move rook to protect f4 pawn and still threaten h5 pawn.

At this point, Black's clock ran out of time."
28,2,0,Bc4,b'r1bqkbnr/ppp1pppp/2np4/8/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -',"my usual setup in those days: play Italian no matter what; already better is d4, in this strange opening: Black hasn't played e5 yet..."
29,2,1,O-O,b'r2qkbnr/ppp1pppp/2np4/8/2B1P1b1/5N2/PPPP1PPP/RNBQ1RK1 b kq -',"the first accident comes along: not paying very much real attention I automatically castled; better of course Bxf7+, Kxf7 (Kd7 induces d4!, threatening d5, Nb4, making room for Ne5+ in some future), Ng5+, and Qxg4... this gives Black time to repair all of this..."
30,2,2,h3,b'r2qkbnr/ppp1ppp1/2np3p/8/2B1P1b1/5N1P/PPPP1PP1/RNBQ1RK1 b kq -',"better d4, Nf6, Bb5, d5, e5, Ne4, c3; but I wanted to get rid of the pin Bg4... although I tried Bxf7+ (see above) on occasions here, it is hardly to be recommended..."
31,2,3,Nh2,b'r2qkbnr/ppp2pp1/2npp1bp/8/2B1P1P1/3P3P/PPP2P1N/RNBQ1RK1 b kq -',just what I always plan in an Italian party; but this is no Italian: otherwise I would have played c3 a while ago...
32,2,4,g5,b'r2qkbnr/ppp2pp1/2npp1b1/6Pp/2B1P3/3P3P/PPP2P1N/RNBQ1RK1 b kq -',"cramping off Nf6, and forcing the weaker Ne7 - f6 is always answered by f4: a very useful move, as we will soon learn......"
33,2,5,Qd7,b'r3kbnr/pppq1pp1/2npp1b1/6Pp/2B1P3/3P3P/PPP2P1N/RNBQ1RK1 w kq -',preparing e5 and attack on h3...
34,2,6,1Qf3,b'r3kbnr/pppq1pp1/2npp1b1/6Pp/2B1P3/3P1Q1P/PPP2P1N/RNB2RK1 b kq -',"a clear mistake: usually I would have already played c3 here; that would have prevented Blacks' next strong opportunity... in this light, f4 was much better; but I didn't want to encourage e5 more than necessary..."
35,2,7,1Ne5,b'r3kbnr/pppq1pp1/3pp1b1/4n1Pp/2B1P3/3P1Q1P/PPP2P1N/RNB2RK1 w kq -',"luckily, he didn't consider Nd4, Qd1, d5, exd5, exd5, Re1+, Ne7 (remember that one), Bb3, Nxb3, axb3, with a clear advantage..."
36,2,8,Kb8,b'1k1r1bnr/pppq1pp1/3pp1b1/6Pp/2P1P3/4B2P/PPP1QP1N/RN3RK1 w - -',"playing things too safe... Bxe4! (Bxa7, Qc6!) might already win; for Black, that is... Whites' only advantage is development, for now..."
37,2,9,a6,b'1k1r1bnr/1ppq1pp1/p2pp1b1/6Pp/2P1P3/2N1B2P/PPP1QP1N/R4RK1 w - -',"sounder is e5, Kg2, f5..."
38,2,10,1b4,b'1k1r1bnr/1ppq1pp1/p2pp1b1/6Pp/1PP1P3/2N1B2P/P1P1QP1N/R4RK1 b - b3',"a bold move; better f4, Ne7, b4... but by this time, I noticed that Black was very reluctant against playing Ne7..."
39,2,11,exd5,b'1k1r1bnr/1ppq1pp1/p5b1/3p2Pp/1PP5/2N1B2P/P1P1QP1N/R4RK1 w - -',"the second accident: White had better in c5, e5, exd5, or a3, Bd6, Rad1; Black however overlooks Bxb4!, with a lot of trouble for White.."
40,2,12,Qxh3,b'1k1r1bnr/1pp2pp1/p5b1/3P2Pp/1P6/2N1B2q/P1P1QP1N/R4RK1 w - -',"a crucial moment... after b5, Bd6 (of course), f4, a5, Qf3, (Rf3, Qd7), Qf5, Black holds all... so we gamble..."
