,gid,aid,move,fen,annotation
0,0,0,Nd2,b'rn1qkbnr/ppp1pppp/8/3p1b2/3P4/2P5/PP1NPPPP/R1BQKBNR b KQkq -',wanted to save my knight for future use
1,0,1,Bb5,b'r3kb1r/ppp1pppp/2nq1n2/1B1p1b2/3P4/2P1PP2/PP1N2PP/R1BQK1NR b KQkq -',needed to get opponents knights off the board
2,0,2,e4,b'r3kb1r/1pp1pppp/p2q1n2/3p1b2/3PP3/2P2P2/PP1NQ1PP/R1B1K1NR b KQkq -',this i thought was a good move because i win the trade off... if there was one
3,0,3,1Nc4,b'r3kb1r/1pp2ppp/p2q1n2/4p3/2NPP1b1/2P1Q3/PP4PP/R1B1K1NR b KQkq -',get a free pawn... dont mind if i do
4,0,4,Qxe4,b'r3kb1r/1pp2ppp/p4n2/4N3/3Pq1b1/2P1Q3/PP4PP/R1B1K1NR w KQkq -',didn't expect this move
5,0,5,1Nxg4,b'r3kb1r/1pp2ppp/p4n2/8/3Pq1N1/2P1Q3/PP4PP/R1B1K1NR b KQkq -',my queens protected by the c1 bishop so i decided to take his bishop because qhis queen wont take it and hie knight wont take it either because his queen would be defenceless and i wuld take it
6,0,6,1Qxe3+,b'r3kb1r/1pp2ppp/p4n2/8/3P2N1/2P1q3/PP4PP/R1B1K1NR w KQkq -',best move i thought
7,0,7,O-O-O,b'2kr1b1r/1pp2ppp/p4n2/8/3P4/2P1N3/PP4PP/R1B1K1NR w KQ -',everyone needs protection
8,0,8,1O-O-O,b'2k1rb1r/1pp3pp/p7/5p2/3Pn3/2P1NN1P/PP1B2P1/2KR3R b - -',my turn to protect but i dont know why he didnt go to f2 to fork my 2 rooks
9,0,9,h5,b'2k1rb1r/1pp3p1/p7/7p/3PnpN1/2P2N1P/PP1B2P1/2KR3R w - h6',need my knights...
10,0,10,2Rde1,b'2k1rb1r/1pp3p1/p7/7p/3P1p2/2P2N1P/PP1B1nPN/2K1R2R b - -',i knew what was goin to happen knight to e3 he then takes my rook...
11,0,11,2Nxd6+,b'2k5/1pp5/p2N4/7p/3P1p2/2P2N1P/PPKBr1r1/7R b - -',needed to get rid of the bishop
12,0,12,3Rg1,b'2k5/1p6/p2p4/7p/3P1p2/2P2N1P/PPKB1rr1/6R1 b - -',this was a major blunder in this game for me i was gonna lose 2 pieces just for a rook...
13,0,13,Rxg1,b'2k5/1p6/p2p4/7p/3P1p2/2P4P/PPKN4/6r1 w - -',see thats wat happens when i dont look properly
14,0,14,3Kd3,b'2k5/1p6/p2p4/7p/3P1p2/2PK3P/PP1N4/6r1 b - -',trying to take down the f4 pawn
15,0,15,Re2,b'2k5/1p6/p2p4/7p/2KP1p2/2P4P/PP1Nr3/8 w - -',i still need my knight and d4 pawn for what i plan so i can sacrifice the a2 and b2 pawn to bide me time
16,0,16,3Kxd6,b'2k5/1p6/p2K4/7p/3P1p2/2P2N1P/r7/8 b - -',"it was in the way... lol
"
17,0,17,3Kxf4,b'2k5/1p6/p7/7p/3P1K2/2r2N1P/8/8 b - -',got it!
18,0,18,4d5,b'2k5/8/p7/1p1P3p/5K2/2r2N1P/8/8 b - -',taking this pawn to d6 then knight to e5 then put blacks king in check with pawn moving to d7
19,0,19,4b4,b'2k5/8/p7/3P3p/1p3K2/2r2N1P/8/8 w - -',not goin to chase..
20,0,20,4d6,b'2k5/8/p2P4/7p/1p3K2/2r2N1P/8/8 b - -',just focused on my goal for the moment
21,0,21,4Ne5,b'2k5/8/p2P4/4N2p/5K2/1pr4P/8/8 b - -',nearly there lol
22,0,22,4Kd8,b'3k4/8/p2P4/4N2p/5K2/1pr4P/8/8 w - -',"o well... thats over but now i got to bring my king up so it can protect the knight
"
23,0,23,b1=Q,b'3k4/8/p2PK3/4N2p/8/2r4P/8/1q6 w - -',luckily not goin to be a problem
24,0,24,4Nf7+,b'3k4/5N2/p2PK3/7p/8/2r4P/8/1q6 b - -',this is where i was hoping to be in the end i thought that c8 is a better move then e8 for the blacks king
25,0,25,4Ke8,b'4k3/5N2/p2PK3/7p/8/2r4P/8/1q6 w - -',i have no idea why he moved his king there
26,0,26,4d7+,b'4k3/3P1N2/p3K3/7p/8/2r4P/8/1q6 b - -',check! =)
27,0,27,4d8=Q+,b'3Q1k2/5N2/p3K3/7p/8/2r4P/8/1q6 b - -',yay queen now we are about even wouldn't you say???
28,0,28,4Qh8+,b'7Q/5Nk1/p3K3/7p/8/2r4P/8/1q6 b - -',this was near checkmate because king has only 1 square to move g6 then i simply move my queen to h6 and there u go a checkmate! Great game!
29,1,0,f3,b'rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq -',this move was very confusing to face. It does not help development and weakens the e1-h4 diagonal
30,1,1,e5,b'rnbqkbnr/pppp1ppp/8/4p3/8/5P2/PPPPP1PP/RNBQKBNR w KQkq e6',i take the center
31,1,2,Kf2,b'rnbqkbnr/pppp1ppp/8/4p3/8/5P2/PPPPPKPP/RNBQ1BNR b kq -',and now this! however the bad king position can not be exploited yet so i develop
32,1,3,Nf6,b'rnbqkb1r/ppp2ppp/5n2/3pp3/8/4PP2/PPPP1KPP/RNBQ1BNR w kq -',we can see that black is much better here. He has 2 pawns in the center and a piece in play
33,1,4,d4,b'rnbqk2r/ppp2ppp/3b1n2/3pp3/3P4/4PPP1/PPP2K1P/RNBQ1BNR b kq d3',white seeks to open up the game but this is wrong as he has no pieces in play
34,1,5,O-O,b'rnbq1rk1/ppp2ppp/3b1n2/3pp3/3P4/4PPP1/PPP2K1P/RNBQ1BNR w - -',simple development
35,1,6,Qd7,b'r4rk1/pppq1ppp/2nbbn2/3pp3/3P4/2P1PPPB/PPQ2K1P/RNB3NR w - -',black has nearly finished his development while white has moved 1 piece his queen and his king!
36,1,7,exd4,b'r4rk1/pppq1ppp/2nbbn2/3p4/3p4/2P1PPPB/PPQ3KP/RNB3NR w - -',now black opens up the game as his rooks can take the e-file
37,1,8,Re6,b'5rk1/pppq1ppp/2nbrn2/3p2B1/3P4/2P2PPN/PPQ3KP/RN5R w - -',preparing to double
38,1,9,Rfe8,b'4r1k1/pppq1ppp/2n1rn2/3p4/3P1B2/2P2PP1/PPQ3KP/RN5R w - -',we can now see the problems with white's position. Re2  is the threat and his rook and knight are not helping
39,1,10,1Kf2,b'4r1k1/pppq1ppp/2n1rn2/3p4/3P1B2/2P2PP1/PPQ2K1P/RN5R b - -',If Nd2 then Re2  with a decisive invasion of the 1st and 2nd ranks
40,1,11,1Qe7,b'4r1k1/ppp1qppp/2n1rn2/3p4/3P1B2/2P2PP1/PPQ2K1P/RN5R w - -',Re2  is the threat again
41,1,12,1Bd2,b'4r1k1/ppp1qppp/2n1rn2/3p4/3P4/2P2PP1/PPQB1K1P/RN5R b - -',looks like it stops black's attack as it guards e1 however black now has a decisive conbination
42,1,13,Re1+,b'4r1k1/ppp1qppp/2n2n2/3p4/3P4/2P2PP1/PPQB3P/RN2rK1R w - -',! with this exchange sacrifice black invades the 1st and 2nd ranks
43,1,14,Re2+,b'6k1/ppp2ppp/2n2n2/3p4/3P4/2P2PP1/PPQ1r1KP/RN2q2R w - -',looks like it wins the queen...
44,1,15,2Kh3,b'6k1/ppp2ppp/2n2n2/3p4/3P4/2P2PPK/PPQ1r2P/RN2q2R b - -',however if Rxc2 then Rxe1
45,1,16,2Qf2,b'6k1/ppp2ppp/2n2n2/3p4/3P4/2P2PPK/PPQ1rq1P/RN5R w - -',but now the white king is forced out into the open. The threats are Rxc2 and Qg2 
46,1,17,h6,b'6k1/ppp2pp1/2n2n1p/3p4/3P3K/2P2PP1/PP2r1qP/RN1Q3R w - -',! the g5 square is taken away from the king. g5# is the threat
47,1,18,2f4,b'6k1/ppp2pp1/2n2n1p/3p4/3P1P1K/2P3P1/PP2r1qP/RN1Q3R b - -',the only move
48,1,19,2Qxh2+,b'6k1/ppp2pp1/2n2n1p/3p4/3P1P1K/2P3P1/PP2r2q/RN1Q3R w - -',!!
