,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',The King's Pawn Opening.
1,0,1,e5,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6',The King's Pawn Game.  If he had opened with the Sicilian Defense (had played 1...c5 instead) I would have continued with my second favorite opening (the Open Sicilian).  Instead I am going to try for my favorite (the Ruy Lopez).  This attempt will work because this opening will transpose into the Ruy Lopez.  
2,0,2,Nge7,b'r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -',? I understand that he wanted to continue with the Ruy Lopez but this move is not best.  Why?   He blocked his own Queen and DSB.  Afterall it is not a good idea to block your own pieces.  Therefore I will begin to get aggressive sooner then planned.  When will I start?  As soon as I castle.  
3,0,3,d6,b'r1bqkb1r/ppp1nppp/2np4/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -',At this point he is planning to pin my knight with 5...Bg4 but it does not matter.  If 5...Bg4?! 6.Be2! breaking the pin immediately.  As I had noted earlier this is where I begin to get aggressive.  Therefore I am going to attack his e5 pawn and force an exchange.  Why?  In one of my previous annotations Expert inadowman noted that d4 is best in this position.  I believe this is a different exchange variation.  If I am correct an exchange variation has more transpositions then any other variations because an exchange variation=a position where multiple exchanges occur.
4,0,4,Bd7,b'r2qkb1r/pppbnppp/2np4/1B6/3NP3/8/PPP2PPP/RNBQ1RK1 w kq -',! He develops his LSB to break this pin.  At first I understood this logic but did not view this move as best.  Instead I thought 6...Nxd4! was best and the most well known played.  Then 7.Qxd4 with another exchange variation.  However 6...Nxd4 is illegal due to the mean.  Afterall this is direct pin because his knight is pinned to the king so he is not allowed to move that knight until he finds another to protect black's king like his LSB.  Therefore this move was best.  6...Qd7 also would have worked but there is a long term disadvantage.  What is it?  His Queen could eventually become pinned or trapped.  That happened in one or two of my other games when breaking a pin with my Queen.
5,0,5,Nc3,b'r2qkb1r/pppbnppp/2np4/1B6/3NP3/2N5/PPP2PPP/R1BQ1RK1 b kq -',! At this point I decide to play a little more aggressively by developing my other piece.  Why?  If I had not played this 7...Nxd4!!.  Then if 8.Qxd4 8...Bxb5 so he still wins a free piece.  This move however takes away that feasibility.  Now if 7...Nxd4 8.Qxd4 Bxb5 9.Nxb5 so he does not get the advantage.  That is only half of my aggression but what is the other half?  That is coming up. 
6,0,6,a6,b'r2qkb1r/1ppbnppp/p1np4/1B6/3NP3/2N5/PPP2PPP/R1BQ1RK1 w kq -',In this position he is trying to exchange my LSB for his a6 pawn but it also does not bother me.  Why?  I decide to be very aggressive at this point so I am going to force another exchange variation with 8.Nxc6.  That way if 8...axb5?? 9.Qxd8 Rxd8 exchanging his Queen for my knight.  Therefore he will not take with his pawn.  Instead he will capture my knight and he can do this in 3 ways 8...Nxc6 8...bxc6 or 8...Bxc6.  Out of these three choices he will take with his knight.  
7,0,7,Bc4,b'r2qkb1r/1ppb1ppp/p1np4/8/2B1P3/2N5/PPP2PPP/R1BQ1RK1 b kq -',"Because he captured with his knight my bishop is still in danger.  This is a passive move but it is the ""cornerstone"" of my most aggressive plan.  That is why I retreated here instead of anywhere else.  The plan will come with a trick so stay tuned."
8,0,8,Be7,b'r2qk2r/1ppbbppp/p1np4/8/2B1P3/2N5/PPP2PPP/R1BQ1RK1 w kq -',Unless he wants to castle I do not know why he played this but it does not change my aggressive plan.
9,0,9,1Qf3,b'r2qk2r/1ppbbppp/p1np4/8/2B1P3/2N2Q2/PPP2PPP/R1B2RK1 b kq -',"As they say ""THIS IS IT THE MOMENT YOU'VE BEEN WAITING FOR!""  This is my most aggressive plan of the entire game and the trick that I have been planning since move 9 and that is why 9.Bc4 was played. This is the trick includes several aggressive moves for a few reasons.  First I was thinking of the ""Scholars Mate"" but in 10 moves instead of 4.  That's right if he is not careful 11.Qxf7# mating him in one.  Second Where did I get this idea?  It came from damaestro's last annotation as I had mentioned in the intro.   In that annotation cedeburca said ""I assume jkarp is going for the f7 square; hoping to put the queen on f3 and deliver mate.  It's disappointing to see him play it now.""  However this was the point.  Why?  There are more reasons why my trick invloves several aggressive moves.  That and the point of my last move will be explained shortly.
 "
10,0,10,1Ne5,b'r2qk2r/1ppbbppp/p2p4/4n3/2B1P3/2N2Q2/PPP2PPP/R1B2RK1 w kq -',I knew that he was going to fork my Queen and LSB with his Knight instead of falling for my attempted mate in one and that was the point of my last move.  Unlike my game against jstevens1 reversed psychology is directly involved this time.  Therefore I wanted him to think that he had the advantage with this move but this was the exact trick.  In this position I am not going to retreat my Queen but I will be much more aggressive instead.  What will happen?  I am going to attack his g7 pawn.  How can I do that and what are my options?  11.Qg3 is the only way.  If 11.Qg4?? he will take my Queen with his LSB or e5 knight.  Why do I decide to attack his g7 pawn.  The final reason why several aggressive moves were involved in this trick and my last move will be explained shortly.
11,0,11,Nxc4,b'r2qk2r/1ppbbppp/p2p4/8/2n1P3/2N3Q1/PPP2PPP/R1B2RK1 w kq -',? I knew he was going to take my LSB instead of protecting his g7.  This move looks good but there is a draw back.  After 12.Qxg7! his position becomes weak and that is why I decide to give away a free piece.  It appears that I made a bad choice and went wrong but this sac will become deflective sooner or later.  After I take his pawn his king is left in a vulnerable and that is why my plan involved a trick with several aggressive moves.  Afterall this was my long term plan and I wanted to put him in this type of position.  FYI I wanted to put him in this type of situation because I know that he is a very strong player and was an Expert at one point.  Therefore I was not going to mess around with my plans.  In other words I was going to exceute my plans in chronological order. 
12,0,12,Bf6,b'r2qk2r/1ppb1pQp/p2p1b2/8/2n1P3/2N5/PPP2PPP/R1B2RK1 w kq -',"?! He responds by attacking my Queen but I do not mind.  Afterall I will simply get it out of of danger.  Note: Although my followed through on my plan I am still going to play aggressively.  However ""The worst is over"" as they say.  In other words the most aggressive aspect was the long term plan as I had mentioned earlier."
13,0,13,Bxc3,b'r2qk2r/1ppb1p1p/p2p3Q/8/2n1P3/2b5/PPP2PPP/R1B2RK1 w kq -',After this move I will respond by retaking.  Afterall I am not going to give this knight away.  This however is standard (the most common response with this move.)
14,0,14,Qe7,b'r3k2r/1ppbqp1p/p2p3Q/8/2n1P3/2P5/P1P2PPP/R1B2RK1 w kq -',? He knew that my e4 pawn was hanging so this move is decided.  In other words he plays this move to win my e4 pawn but I have a short term aggressive plan to stop this.  Once again this plan however is less aggressive then before so what is the plan to protect my e4 pawn? 
15,0,15,1Qg7,b'r3k2r/1ppbqpQp/p2p4/8/2n1P3/2P5/P1P2PPP/R1B2RK1 b kq -',I decide to threaten.  Now if 15...Qxe4?? 16.Qxh8# mating him in one.  Of course he is not going to fall for that there are several.  Therefore he has three options.  What are they?  Mate can be prevented with 15...Rf8 15...Qf8 or 15...0-0-0.  He is going to castle Queenside.  I think however that 15...Rf8! is best in this position but am not sure.  Either way however it is no longer feasible for him to castle Kingside and that is why I gave up my bishop.  In fact this is why 9.Bc4 and 10.Qf3 was my aggressive plan.  Having said that 11...Nxc4? was a mistake for this reason.  In addition this is also where my Sac becomes deflective.
16,0,16,1Bg5,b'2kr3r/1ppbqpQp/p2p4/6B1/2n1P3/2P5/P1P2PPP/R4RK1 b - -',Now I take advantage and attack his Queen in an aggressive manner.  Note: I know where attacking pieces can become costly so I decide to take.  In other words if 16...Qxg5?? 17.Qxg5 so I know that he is not going to bother my LSB.  In addition I also know that his Queen is pinned to the d8 rook.  Therefore he must protect his Queen so I am going to win his d8 rook for my LSB.  
17,0,17,1Qxh7,b'2kr4/1ppb1p1Q/p2pq3/8/2n1P3/2P5/P1P2PPP/R4RK1 b - -',! However I had no idea that his last move leaves his h8 pawn hanging.  Therefore I decide to take advantage by grabbing it.
