,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',King's pawn defense
1,0,1,e5,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6',2..c5 also better
2,0,2,Nf3,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -',Attack on e5
3,0,3,Nc6,b'r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -',Its to protect the e5 pawn
4,0,4,Bc4,b'r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -',Opening the bishop and attack the f7 pawn it depends only by King
5,0,5,Bc5,b'r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -',Same attack black did..attack the f2 pawn
6,0,6,O-O,b'r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq -',4.b4 or 4.c3 was good
7,0,7,Nf6,b'r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -',Good move but white can attack f7 pawn by making Ng5
8,0,8,d3,b'r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq -',Idea to open another bishop and pins the Nf6
9,0,9,O-O,b'r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w - -',Just for a safety
10,0,10,Nc3,b'r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 b - -',His idea to make Nd5
11,0,11,d6,b'r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - -',Thinks to open another bishop
12,0,12,Nd5,b'r1bq1rk1/ppp2ppp/2np1n2/2bNp3/2B1P3/3P1N2/PPP2PPP/R1BQ1RK1 b - -',White on his way super move
13,0,13,Bg4,b'r2q1rk1/ppp2ppp/2np1n2/2bNp3/2B1P1b1/3P1N2/PPP2PPP/R1BQ1RK1 w - -',Black already thought about this move so he pins the Knight
14,0,14,Bg5,b'r2q1rk1/ppp2ppp/2np1n2/2bNp1B1/2B1P1b1/3P1N2/PPP2PPP/R2Q1RK1 b - -',Now Knight can't escape both Nd5 and Bg5 threats well
15,0,15,Nd4,b'r2q1rk1/ppp2ppp/3p1n2/2bNp1B1/2BnP1b1/3P1N2/PPP2PPP/R2Q1RK1 w - -',Both are in the same way..
16,0,16,Re1,b'r2q1rk1/ppp2ppp/3p1n2/2bNp1B1/2BnP1b1/3P1N2/PPP2PPP/R2QR1K1 b - -',Can't guess why he moved 10. Re1
17,0,17,Qd7,b'r4rk1/pppq1ppp/3p1n2/2bNp1B1/2BnP1b1/3P1N2/PPP2PPP/R2QR1K1 w - -',Is it really the good move?? But think this is very very beautiful and has great idea. No player can't make like this.
18,0,18,1Bxf6,b'r4rk1/pppq1ppp/3p1B2/2bNp3/2BnP1b1/3P1N2/PPP2PPP/R2QR1K1 b - -',Good..now black can't 10..gxf6 because 11. Nxf6+ forks the king and Queen
19,0,19,1Bxf3,b'r4rk1/pppq1ppp/3p1B2/2bNp3/2BnP3/3P1b2/PPP2PPP/R2QR1K1 w - -',Simply taken
20,0,20,1gxf3,b'r4rk1/pppq1ppp/3p1B2/2bNp3/2BnP3/3P1P2/PPP2P1P/R2QR1K1 b - -',Only the move
21,0,21,1Qh3,b'r4rk1/ppp2ppp/3p1B2/2bNp3/2BnP3/3P1P1q/PPP2P1P/R2QR1K1 w - -',Great plan and preplaned move at '10th'. Threats f3 pawn and get quick win
22,0,22,1Re3,b'r4rk1/ppp2ppp/3p1B2/2bNp3/2BnP3/3PRP1q/PPP2P1P/R2Q2K1 b - -',Only this is Better to save f3 pawn
23,0,23,1gxf6,b'r4rk1/ppp2p1p/3p1p2/2bNp3/2BnP3/3PRP1q/PPP2P1P/R2Q2K1 w - -',Black got exchange with more safety and attcking..
24,0,24,1Nxf6+,b'r4rk1/ppp2p1p/3p1N2/2b1p3/2BnP3/3PRP1q/PPP2P1P/R2Q2K1 b - -',Only the move because 13. f4 ..Qh6. 14. Rg3+ Kh8 black on safe position with open 'g' file
25,0,25,1Kh8,b'r4r1k/ppp2p1p/3p1N2/2b1p3/2BnP3/3PRP1q/PPP2P1P/R2Q2K1 w - -',Now g file is cleared to attack on white's king..
26,0,26,1f4,b'r4r1k/ppp2p1p/3p1N2/2b1p3/2BnPP2/3PR2q/PPP2P1P/R2Q2K1 b - -',Moving this pawn means white wants to divert black's Queen from h3
27,0,27,1Rfg8+,b'r5rk/ppp2p1p/3p1N2/2b1p3/2BnPP2/3PR2q/PPP2P1P/R2Q2K1 w - -',Such a good move if 15. Nxg8  ..Rxg8+ threats well 
28,0,28,1Rg3,b'r5rk/ppp2p1p/3p1N2/2b1p3/2BnPP2/3P2Rq/PPP2P1P/R2Q2K1 b - -',I can't say this is better but it can't keep longer. If 15. Nxg8 ..Rxg8+ 16. Rg3 exf4{can't 16..Rxg3+} 17. Rxg8+ Kxg8 18. Kh1 Nf3 19. Qxf3 Qxf3 wins a Queen
29,0,29,1exf4,b'r5rk/ppp2p1p/3p1N2/2b5/2BnPp2/3P2Rq/PPP2P1P/R2Q2K1 w - -',This is better
30,0,30,1Qh5,b'r5rk/ppp2p1p/3p1N2/2b4Q/2BnPp2/3P2Rq/PPP2P1P/R5K1 b - -',White thinks to get back black's queen  because it had good attack in this way white going to lose his one rook.. But black had great idea..
31,0,31,1Rxg3+,b'r6k/ppp2p1p/3p1N2/2b4Q/2BnPp2/3P2rq/PPP2P1P/R5K1 w - -',100% right move. Without this 16.. Qxh5 also playable to win a Rook on g3. But black on advanced trick
32,0,32,1hxg3,b'r6k/ppp2p1p/3p1N2/2b4Q/2BnPp2/3P2Pq/PPP2P2/R5K1 b - -',Have to tack
33,0,33,1Ne2+,b'r6k/ppp2p1p/3p1N2/2b4Q/2B1Pp2/3P2Pq/PPP1nP2/R5K1 w - -',This is good sac..
34,0,34,1Qxe2,b'r6k/ppp2p1p/3p1N2/2b5/2B1Pp2/3P2Pq/PPP1QP2/R5K1 b - -',No other way have to take
35,0,35,1fxg3,b'r6k/ppp2p1p/3p1N2/2b5/2B1P3/3P2pq/PPP1QP2/R5K1 w - -',Now white on single move mate
36,0,36,1Qf3,b'r6k/ppp2p1p/3p1N2/2b5/2B1P3/3P1Qpq/PPP2P2/R5K1 b - -',Other than 19. Ng4 is also seems good. If 19. Ng4 gxf2+ 20. Qxf2 Qxg4+ threats well
37,0,37,1gxf2+,b'r6k/ppp2p1p/3p1N2/2b5/2B1P3/3P1Q1q/PPP2p2/R5K1 w - -',Black on his way
38,0,38,2Qxf2,b'r6k/ppp2p1p/3p1N2/2b5/2B1P3/3P3q/PPP2Q2/R5K1 b - -',Have to take
39,0,39,2Qg3+,b'r6k/ppp2p1p/3p1N2/2b5/2B1P3/3P2q1/PPP2Q2/R5K1 w - -',No chance to say anything
40,0,40,2Kh1,b'r6k/ppp2p1p/3p1N2/2b5/2B1P3/3P2q1/PPP2Q2/R6K b - -',Only the move
41,0,41,2Bxf2,b'r6k/ppp2p1p/3p1N2/8/2B1P3/3P2q1/PPP2b2/R6K w - -',Wins a Queen
42,0,42,2Ng4,b'r6k/ppp2p1p/3p4/8/2B1P1N1/3P2q1/PPP2b2/R6K b - -',Just for cover h3 square
43,0,43,2Qh3+,b'r6k/ppp2p1p/3p4/8/2B1P1N1/3P3q/PPP2b2/R6K w - -',"Not 22..Qxg4?. It is also better.
If 22..Qxg4 23. Be6 fxe6 24. Kh2 Qg3+ 25. Kh1 Qh2# one hand the same so black moved Qh3+ better.."
44,0,44,2Nh2,b'r6k/ppp2p1p/3p4/8/2B1P3/3P3q/PPP2b1N/R6K b - -',Only the move
45,0,45,2Bg3,b'r6k/ppp2p1p/3p4/8/2B1P3/3P2bq/PPP4N/R6K w - -',Now one move mate
46,0,46,2Kg1,b'r6k/ppp2p1p/3p4/8/2B1P3/3P2bq/PPP4N/R5K1 b - -',Escape from mate in 1
47,0,47,2Qxh2+,b'r6k/ppp2p1p/3p4/8/2B1P3/3P2b1/PPP4q/R5K1 w - -',Now white going to mate
48,0,48,2Kf1,b'r6k/ppp2p1p/3p4/8/2B1P3/3P2b1/PPP4q/R4K2 b - -',No other move
49,0,49,2Qf2#,b'r6k/ppp2p1p/3p4/8/2B1P3/3P2b1/PPP2q2/R4K2 w - -',Finally black won. With the help of 9...Qd7
50,1,0,d4,b'rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3',center game
51,1,1,c3,b'rnbqkbnr/pppp1ppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR b KQkq -',danish gambit
52,1,2,Nf3,b'rnbqkbnr/ppp2ppp/3p4/8/4P3/2N2N2/PP3PPP/R1BQKB1R b KQkq -',developping
53,1,3,O-O,b'r2qkbnr/ppp2ppp/2np4/8/2B1P1b1/2N2N2/PP3PPP/R1BQ1RK1 b kq -',Now white has 6 pièces out against 3 for black
54,1,4,Qb3,b'r2qkb1r/ppp2ppp/2np1n2/8/2B1P1b1/1QN2N2/PP3PPP/R1B2RK1 b kq -',aiming at f7
