,gid,aid,move,fen,annotation
0,0,0,Ne4,b'rn1qk2r/ppp2ppp/4b3/8/1bPPn3/2N5/PP3PPP/R1BQKBNR w KQkq -',"All this is a dream position for black: ""as to not play the Icelandic with white""."
1,0,1,f3,b'rn1qk2r/ppp2ppp/8/8/1bbPn3/2N2P2/PP2N1PP/R1BQKB1R b KQkq -',Exactly what you can expect:
2,0,2,Qh4+,b'rn2k2r/ppp2ppp/8/8/1b1Pn2q/2N2P2/PP2B1PP/R1BQK2R w KQkq -',Bam!
3,0,3,Nxg3,b'rn2k2r/ppp2ppp/8/8/1b1P3q/2N2Pn1/PP2B2P/R1BQK2R w KQkq -',"Just mate in two, if you are not careful, and lose the exchange. "
4,0,4,1Kd2,b'rn2k2r/ppp2ppp/8/8/1b1P4/2N2PP1/PP1KB3/R1BQ3q b kq -',"I can still try to play Qg7, but what for? "
5,0,5,O-O-O,b'2kr3r/ppp2ppp/2n5/3P4/1b6/2N2PP1/PP1K4/R1BB4 w - -',A dream game. 
6,0,6,Ne2,b'2krr3/ppp2ppp/8/3P4/8/P1P2PP1/4n3/RKBB4 w - -',"White will likely lose his B pair anyway. If Bb2, Re3."
7,0,7,Rb6+,b'2k5/ppp2ppp/1r6/3P4/2P5/P4PP1/R3r3/1KB5 w - -',"Another ""bam"". I just have to exchange pieces and grab those g and f pawn. "
8,0,8,Rb3,b'2k5/ppp2ppp/8/3P4/2P5/Pr3PP1/2R5/K1B1r3 w - -',Bam! :-)
9,0,9,Rd1,b'2k5/ppp2ppp/8/3P4/2P2B2/P4rP1/K1R5/3r4 w - -',Blockading the c pawn. 
10,0,10,Kd7,b'8/pppk1ppp/8/3P4/2P2B2/P4rP1/K3R3/3r4 w - -',No R in.
11,0,11,f6,b'8/1ppk2pp/5p2/p2P4/P1P2B2/5rP1/1K2R3/3r4 w - -',Threatening g5 and another pawn take.
12,0,12,3Kb3,b'8/2pk2p1/1p3p1p/p2P4/r1P5/1KB3P1/7R/5r2 b - -',Trapped R?
13,0,13,3Rf3,b'8/2pk2p1/1p3p1p/p2P4/r1P5/1KB2rP1/7R/8 w - -',"...and even if I lose the R back, the endgame is winning for black!"
14,1,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',"Steve was playing on board 6 for us in the Wirral League knock-out cup. http://www.wirralchessleague.uk/results.php?comp=Knock+Out
His comments are in inverted commas."
15,1,1,c5,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6',"""Sicilian again"""
16,1,2,Nc3,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq -',White plays a closed variation.
17,1,3,e6,b'rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -',I prefer 2....Nc6 keeping options open.
