,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',Mary also open with this.  The idea being is that like me she was also taught this opening by Jack.
1,0,1,c4,b'rnbqkbnr/pp1ppppp/8/2p5/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq c3',?! This is the first move where I corrected but I didn't tell her it was a mistake or blunder.  Instead I said more common was 2.Nf3 for the Open Sicilian.  The reason I told her that was because first after seeing how she played last week I think she's ready to learn about the more complicated defense.  Second Jack still teaches the Open Sicilian Variation saying that it's the most common analyzed by GM's.  In fact he told that to Perry.
2,0,2,d6,b'rnbqkbnr/pp2pppp/3p4/2p5/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq -',Meanwhile I just continue with the defense as if she played 2.Nf3 since this is still the main line. 
3,0,3,Nf3,b'rnbqkbnr/pp2pppp/3p4/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -',This is where she plays the move that I noted earlier and what I also like is that it develops.
4,0,4,Nf6,b'rnbqkb1r/pp2pppp/3p1n2/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -',So do I by going right after e4.
5,0,5,e5,b'rnbqkb1r/pp2pppp/3p1n2/2p1P3/2P5/5N2/PP1P1PPP/RNBQKB1R b KQkq -',Protecting the e pawn.  Mary: We don't have to open the same way do we?  Joe: No.  There's always different openings.  I said that so that she didn't think that her earlier move which I said was actually a mistake or blunder.
6,0,6,dxe5,b'rnbqkb1r/pp2pppp/5n2/2p1p3/2P5/5N2/PP1P1PPP/RNBQKB1R w KQkq -',Meanwhile I take.
7,0,7,Nxe5,b'rnbqkb1r/pp2pppp/5n2/2p1N3/2P5/8/PP1P1PPP/RNBQKB1R b KQkq -',I take back.  
8,0,8,Nc6,b'r1bqkb1r/pp2pppp/2n2n2/2p1N3/2P5/8/PP1P1PPP/RNBQKB1R w KQkq -',In the meantime I continue development.
9,0,9,f4,b'r1bqkb1r/pp2pppp/2n2n2/2p1N3/2P2P2/8/PP1P2PP/RNBQKB1R b KQkq f3',"?! This is an inaccuracy which I forgot to point out because it doesn't develop and it moves her weakest pawn.  At which point she could wind up in trouble.  I say that due to reflecting back on TA's Q sac.  He usually sacs on f2 or f7 with the idea being that it's the weakest square so once that pawn is gone even at the cost of his Q one must be careful.  In other words there's little to no room for errors as otherwise he forces the win.  The idea being that the weakest square is vulnerable which he can exploit.  And that is something that Joe pointed which I forgot to mention as we got involved with another chat.  In it Mary said ""We have to lose pieces.""  My response was Not necessarily.  Mary: I mean eventually.  Joe: Yes at some point pieces are exchanged."
10,0,10,Nd4,b'r1bqkb1r/pp2pppp/5n2/2p1N3/2Pn1P2/8/PP1P2PP/RNBQKB1R w KQkq -',The idea behind this is to threaten to do something nasty.  Although it appears to be unsound there is a reason for this as I want her to learn.  So the idea bing is to give Mary the equivalent to Homework.  I will be creating which is actually a test to see if she finds the right move.  Whether she does or not I will tell her and why as it is a training session.
11,0,11,b3,b'r1bqkb1r/pp2pppp/5n2/2p1N3/2Pn1P2/1P6/P2P2PP/RNBQKB1R b KQkq -',Fianchettoing her LSB and getting a solid pawn chain.
12,0,12,Bf5,b'r2qkb1r/pp2pppp/5n2/2p1Nb2/2Pn1P2/1P6/P2P2PP/RNBQKB1R w KQkq -',"In the process of creating that nasty threat I also develop.  That is something else I also kept in mind.  So I wasn't going to say anything (as otherwise it's overcoaching) but I was evaluating.  Actually I got what it wanted because it wasn't easy for her to find the threat.  Instead Mary really had to think and why it accomplished my goals is because the way you learn is by really taking the time to think to see what's happening.  As Jack always says ""Start Thinking.""  But she spotted it nonetheless and with the right response."
13,0,13,d3,b'r2qkb1r/pp2pppp/5n2/2p1Nb2/2Pn1P2/1P1P4/P5PP/RNBQKB1R b KQkq -',Joe: This is your best moves and it prevents the fork.  Mary: You and that evil fork.  The reason I stated that it was best was due to other alternative being 8.Bd3?? or 8.Nd3?? which both would've lost a piece due to my LSB.  So she prevented all of that.
14,0,14,g6,b'r2qkb1r/pp2pp1p/5np1/2p1Nb2/2Pn1P2/1P1P4/P5PP/RNBQKB1R w KQkq -',With her playing the right move and given that my DSB would be crambed (if I were to advance the e pawn) I decide to fianchetto it.  This when I can bring it into play it'll be in a better place.
15,0,15,g4,b'r2qkb1r/pp2pp1p/5np1/2p1Nb2/2Pn1PP1/1P1P4/P6P/RNBQKB1R b KQkq g3',She temporarly has a way around it as Mary is threatening to win a piece.  This time I had about 8 hours of sleep and I know what happened last time.  If I didn't know her strength and hadn't gotten enough rest before yesterday I would've overlooked this which would've given her the advantage instead.  So I start thinking about where to retreat.  Now I don't want to undevelop this on c8 (where it initially started.)  
