,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',this all began on a sunny day in greece...as usual i started out with the French Ketchup opening.
1,0,1,e6,b'rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -',he countered my french ketchup with a nasty little move not sure what this one is called but it doesn't smell like ketchup. 
2,0,2,d4,b'rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3',ahh yes this is where it all begins i now bring in the guns his no name opener is no match for this ketchup master....watch as it starts coming down!
3,0,3,Nf6,b'rnbqkb1r/pppp1ppp/4pn2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -',see here he is obviously scared by the ketchup covered beginnings that he is just moving random pieces at any given place with an open square hoping to distract me from my messy death hole with which i will place him in.  mmmm  yummy!
4,0,4,Bg5,b'rnbqkb1r/pppp1ppp/4pn2/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq -',"i act with speed and pin his horsey.  for those who are just starting.  If he moves his donkey then i will snag a queen and then proceed by jumping up and down yelling ""ketchup is king"".  lets watch to see what happens!"
5,0,5,Be7,b'rnbqk2r/ppppbppp/4pn2/6B1/3PP3/8/PPP2PPP/RN1QKBNR w KQkq -',hmm.  well he didn't move his Q he must have seen my plans that i left open on my desk earlier today!   i'll have to stop doing that.  no worries i have better and bigger plans up my sleeve.  his Q will be mine!!!!!!1111
6,0,6,e5,b'rnbqk2r/ppppbppp/4pn2/4P1B1/3P4/8/PPP2PPP/RN1QKBNR b KQkq -',i continue with my stern moves i am clearly at this moment trying to take over the center of the board which i have pretty much mastered at the moment.  and we all know that whoever has the center will prevail in the end.  so pretty much my opponent should just resign....long live the ketchup opener!!!!
7,0,7,c6,b'rnbqk2r/pp1pbppp/2p1pn2/4P1B1/3P4/8/PPP2PPP/RN1QKBNR w KQkq -',well he's basically just giving me the center...this is gonna be awesome this is going to be easier than ramming my body head first into a pile of bricks.  I don't really see any benefit to this move I've searched and i could not find any references that claim this position.  though it seems that he is trying to free his Queen side castle.  lets see what happens next.
8,0,8,exf6,b'rnbqk2r/pp1pbppp/2p1pP2/6B1/3P4/8/PPP2PPP/RN1QKBNR b KQkq -',at this point i have decided that it was partial to my victory to take his horse figurine.   it was not completely necessary as this move is not out-lined in the ketchup tactics notebook but what is most important is that i am now at PLUS THREE in my score and he is still at zero.....i am winning!
9,0,9,Bxf6,b'rnbqk2r/pp1p1ppp/2p1pb2/6B1/3P4/8/PPP2PPP/RN1QKBNR w KQkq -',from all my years of playing how could i have not predicted such a move?  i am stupid i did not realize that was going to happen.  it's okay though i am still at PLUS TWO i am still in the lead.  just need to make no more mistakes from here on out! 
10,0,10,Bxf6,b'rnbqk2r/pp1p1ppp/2p1pB2/8/3P4/8/PPP2PPP/RN1QKBNR b KQkq -',I wasn't ready for this he struck me by surprise here i thought he was going to attack using his usual pirate ambush tactic which i was ready for which is why i pressured his black bishop with my black bishop.  he could have easily of backed off but he chose not to im thinking that he is trying to open up my king side and then hope to break my pawn forcefield ha ha like that will happen.
11,0,11,Qxf6,b'rnb1k2r/pp1p1ppp/2p1pq2/8/3P4/8/PPP2PPP/RN1QKBNR w KQkq -',well now he's really in for a kick in the spleen.  I've had to result in bringing my queen out i did this for a reason i could have alternately moved my G pawn and captured his bishop but i am smarter than that.  He wanted me to use my G pawn so i surprised him and brought out the big guns.  he won't see this coming now im smooth sailing it's all pretty much downhill for him im hoping for a checkmate in under 10 moves. 
12,0,12,Bd3,b'rnb1k2r/pp1p1ppp/2p1pq2/8/3P4/3B4/PPP2PPP/RN1QK1NR b KQkq -',okay his bishop is now brought to the front line in an obvious attempt to attack my H pawn on the queen side.  instead of capturing my opponents D pawn with my Q.  notice his position as of now.  He has a direct line of attack all the way down on both sides of the board with his white bishop.  my plans are to slowly move all of my pieces to black squares.  how will his bishop attack if all my men are on black???!!!111  EXACTLY!!
13,0,13,d6,b'rnb1k2r/pp3ppp/2pppq2/8/3P4/3B4/PPP2PPP/RN1QK1NR w KQkq -',so he wanted me to take his middle side pawn with my queen!  instead I step out my C pawn in an effort to clear out my king side to castle!  he thought i would take his pawn and once again i have out smarted him!  and at the same time i have landed yet another piece on a black square.  chess is all about multi-tasking i have mastered this feat.  i am almost always doing something else while playing chess sometimes I'm eating a pizza or a waffle.  Once i even took a shower while in the middle of a chess battle.  Yes i did lose that game but i have never lost while being SO clean.
14,0,14,d5,b'rnb1k2r/pp3ppp/2pppq2/3P4/8/3B4/PPP2PPP/RN1QK1NR b KQkq -',This is where im starting to get scared.  even after i tried to scare him with my pawn brick wall he keeps pressing his D pawn forward.  i can only guess it's to try and penetrate my wall of pawns but for what reason?  He has no chance at victory.  Possible suicide maybe?  We can only hope!
15,0,15,exd5,b'rnb1k2r/pp3ppp/2pp1q2/3p4/8/3B4/PPP2PPP/RN1QK1NR w KQkq -',with his previous daring move to penetrate my wall of stone hard pawns he wants me to swap pawns and i really don't have a choice this is probably his best move of the game.  the question is:  which pawn should i swap?  im sure he would like me to swap with my E pawn so i should swap with my C pawn.  But wait he knows that i know that he wants me to swap with the E which means that he knows that i will swap with the other one.  so his plans are being built on this single swap.  he is counting on me knowing what he knows.  so instead i will indeed strike with my E pawn.  completely knocking him off his feet and having to re-think his entire plans.
16,0,16,Qe2+,b'rnb1k2r/pp3ppp/2pp1q2/3p4/8/3B4/PPP1QPPP/RN2K1NR b KQkq -',at this point I'm starting to re-think my process.  Originally i was thinking this was going to be an easy win for me like all the rest of them have been.  His Q just placed me in check.  i can either throw my own queen in front of this assassin attempt OR i could signal for my whit bishop to pull the grenade launcher out and blast my opponent off the map.  
17,0,17,Be6,b'rn2k2r/pp3ppp/2ppbq2/3p4/8/3B4/PPP1QPPP/RN2K1NR w KQkq -',well i choose to just wimp out and move my white bishop into play to block the punch.  
18,0,18,1Nc3,b'rn2k2r/pp3ppp/2ppbq2/3p4/8/2NB4/PPP1QPPP/R3K1NR b KQkq -',oh oh he's letting his horsey out of his stall.  now there's going to be horse poop everywhere.  Bringing the horse out doesn't seem to really do anything to me at all so i must keep pressing onward with my plan.  I still have several pieces that need to be moved onto black squares.  it's a slow process but in the end completely worth it.
