,gid,aid,move,fen,annotation
0,0,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',"So the best female player starts off with the most common opening.  We all know about the saying ""Best by Test.""  But that especially applies to GM's."
1,0,1,c5,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6',And Pavlina responds with the Siclian.  And whereas the King's Pawn Game is most common for most players the Siclian is the most common defense for GM's.
2,0,2,Nf3,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -',As one would expect.
3,0,3,Nc6,b'r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -',But this is something that I wouldn't expect.  And in fact I think that it's out of book.  The most common move you'd see is the continuation 2...d6 which is what most of us would have played.  But not this move.
4,0,4,Bb5,b'r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -',"Of course I like this move.  But it's under I guess you can say a faulty technicality.  But it's faulty for me and not anyonelse.  That's because I'd do it to go back to familiar lines like Ruy Lopez since I wouldn't know what to play.  However it's generally not a good idea.  The idea being that ...""when someone plays something that doesn't follow what you know then you must also play something that meets the change in the position"".  The question is what move would that be here? "
5,0,5,g6,b'r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -',Now this move I understand perfectly well.  In this position Pavlina's goal is to fianchetto her DSB.
6,0,6,O-O,b'r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq -',Meanwhile Judit decides to castle.  I think that she made the right choice and if I was white and playing the game this is also when I would have castled.
7,0,7,Bg7,b'r1bqk1nr/pp1pppbp/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq -',As mentioned earlier black fianchetto's.
8,0,8,c3,b'r1bqk1nr/pp1pppbp/2n3p1/1Bp5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq -',I do not know why white played.  Personally I would have continued developing.  One can develop by either advancing the d pawn or bringing the N into play.  I would have played 5.Nc3 in this position.
9,0,9,e5,b'r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 w kq e6',However black waists no time in continuing to develop.
10,0,10,d4,b'r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq d3',? But white almost has the same thing in mind.  I understand why JP played this as opposed to d3 as 6.d3 would have blocked her bishop.  However this move is a mistake as it gives away a pawn after a variety of exchanges.  One of the positives that can be taken away however is that white will have compensation later on.
11,0,11,e5,b'r1bqk1nr/pp1p1pbp/6p1/1B2P3/3p4/8/PP3PPP/RNBQ1RK1 b kq -',So all is said and done white continues to advance her e pawn.  My guess is that she wants a passed pawn.  The thing is that we're not at the phase yet and that this is not going to become that at all.
12,0,12,Ne7,b'r1bqk2r/pp1pnpbp/6p1/1B2P3/3p4/8/PP3PPP/RNBQ1RK1 w kq -',In the meantime black takes advantage of her opportunities to continue developing.
13,0,13,1Bg5,b'r1bqk2r/pp1pnpbp/6p1/1B2P1B1/3p4/8/PP3PPP/RN1Q1RK1 b kq -',The only problem is that white goes on the offense by pinning Pavlina's N.  As a result I would have said that better was 10...Nf6?? except that it could result in the same.  In fact that move would be a serious blunder due to white's e5 pawn.  And 10...Nh6?? is not any better as it would also lose a piece due Judit's DSB.  So was the best move here.
14,0,14,1O-O,b'r1bq1rk1/pp1pnpbp/6p1/1B2P1B1/3p4/8/PP3PPP/RN1Q1RK1 w - -',So now black tucks her monarch away.  However the problem is that it allows something that white is about to do.  What is that?  Well it allows JP to win back a pawn because of 11.Qxd4  Having said that castling should have waited for another move this time as best was 10...Bxe5 winning another pawn and putting white further behind. 
15,0,15,Nc6,b'r1bq1rk1/pp1p1pbp/2n3p1/1B2P1B1/3Q4/8/PP3PPP/RN3RK1 w - -',So black decides to kick her white's Q.  Of course there's more to chess then simply attacking pieces.  So what was the goal?  I believe that it was tempii.  That the idea being was for Pavlina to attack her opponents Q to gain time so that she can then develop.  And black kept in mind that if white were to capture so 12.Bxd8 then black can recapture 12...Nxd4
16,0,16,1Qh4,b'r1bq1rk1/pp1p1pbp/2n3p1/1B2P1B1/7Q/8/PP3PPP/RN3RK1 b - -',? However white launches a different attack this time on the K side.  But at the same hitting on black's Q so black must now take action.  The only problem however is that sooner or later it loses a pawn.  That's the only reason as to why this move is a mistake.  And unlike before it's going to be a lot harder to for her to find compensation.  In fact it will be an unusual since white is not going to win back material.
17,0,17,1Qb6,b'r1b2rk1/pp1p1pbp/1qn3p1/1B2P1B1/7Q/8/PP3PPP/RN3RK1 w - -',And this is how she does that.  But don't know why.  I guess however black attacks with the idea being tempii because it should force white to retreat her LSB so that black can continue developing.  The only thing is that Judit has one move up her sleeve.
18,0,18,1Nc3,b'r1b2rk1/pp1p1pbp/1qn3p1/1B2P1B1/7Q/2N5/PP3PPP/R4RK1 b - -',And here it is.  Instead of losing tempo white actually gains time so black did not achieve her goal.  In fact it backfired as 12...Qb6?! actually allowed white to complete development.  The only problem as noted before is that black wins material a free pawn.
