,gid,aid,move,fen,annotation
0,0,0,Na3,b'r1bqkb1r/pp2nppp/2n1p3/3pP1B1/3N4/N7/PPP2PPP/R2QKB1R b KQkq -',"Oh great.  He just blunders away a pawn.
"
1,0,1,Bf4,b'r1bqkb1r/pp2npp1/4p2p/3pn3/3N1B2/N1P5/PP3PPP/R2QKB1R b KQkq -',"Qc7 would just walk into a pin.
"
2,0,2,Ne5g6,b'r1bqkb1r/pp2npp1/4p1np/3p4/3N1B2/N1P5/PP3PPP/R2QKB1R w KQkq -',"Black is much better here.  Moving either knight to g6 or c6 was O.K.
"
3,0,3,1Nab5,b'r1bqkb1r/pp2npp1/4p1np/1N1p4/3N1B2/2P5/PP3PPP/R2QKB1R b KQkq -',"Oh great.  He just blunders away a piece. 
"
4,0,4,1Nd6+,b'r1bqkb1r/pp2npp1/3Np2p/3p4/3N1n2/2P5/PP3PPP/R2QKB1R b KQkq -',"Oh great.  He just blunders away another piece.
"
5,0,5,Nxg2+,b'r1b1kb1r/pp2npp1/4p2p/1N1pq3/8/2P5/PP2BPnP/R2QK2R w KQkq -',"Bd7 and a6 are about the same.
"
6,0,6,1Qa4,b'r1b1kb1r/pp2npp1/4p2p/1N1pq3/Q4n2/2P5/PP2BP1P/R4K1R b kq -',"Oh great.  He blunders away his king.
"
7,0,7,Qxg4#,b'r1b1kb1r/pp2npp1/7p/1N1pp3/6qK/2P5/PP5P/R6R w kq -',
8,1,0,c5,b'r1bqk2r/pp1n1pp1/4pn1p/2p1P3/1bpP4/2N2N2/PP1B1PPP/R2QKB1R w KQkq c6',"Just blunders away a piece.
"
9,1,1,1Bxc4,b'r1bqk2r/pp3pp1/4pn1p/2p5/1bBP4/2N2N2/PP1B1PPP/R2QK2R b KQkq -',"The best but almost as good are dxc5 and a3.
"
10,1,2,a5,b'r2qk2r/1p1b1pp1/4pn1p/p7/1QBp4/2N2N2/PP1B1PPP/R3K2R w KQkq a6',"dxc3 is slightly better.
"
11,1,3,1Qxb7,b'r2qk2r/1Q1b1pp1/4pn1p/p7/2Bp4/2N2N2/PP1B1PPP/R3K2R b KQkq -',"Slightly better than Qb3 and Qd6.
"
12,1,4,1a4,b'r2qk2r/1Q1b1pp1/4pn1p/8/p1Bp4/2N2N2/PP1B1PPP/R3K2R w KQkq -',"dxc3 is much better. 
Houdini 3 Pro w32: 1)
"
13,1,5,1Ne4,b'r2qk2r/1Q1b1pp1/4pn1p/8/p1BpN3/5N2/PP1B1PPP/R3K2R b KQkq -',"The best of many winning moves.  It is hard to go wrong here.
"
14,1,6,1Nxe4,b'r2qk2r/1Q1b1pp1/4p2p/8/p1Bpn3/5N2/PP1B1PPP/R3K2R w KQkq -',"
"
15,1,7,1O-O,b'r2q1rk1/3b1pp1/4p2p/8/p1BpQ3/5N2/PP1B1PPP/R4RK1 b - -',"Almost all moves are winning.
"
16,1,8,1e5,b'r2q1rk1/3b1pp1/7p/4p3/p1BpQ3/5N2/PP1B1PPP/R4RK1 w - -',"
"
17,1,9,1Rfe1,b'r2q1rk1/3b1pp1/7p/4p3/p1BpQ3/5N2/PP1B1PPP/R3R1K1 b - -',"Ditto.
"
18,1,10,Rxe5,b'r2q2k1/3b1pp1/7p/4r3/p1BpQ3/8/PP1B1PPP/R3R1K1 w - -',"Terrible game.
"
19,1,11,2Qe6+,b'r2q4/5kp1/2b1Q2p/8/p2p4/8/PP1B1PPP/R3R1K1 b - -',"
"
20,1,12,2Bb6#,b'r2k4/6p1/1Bb1Q2p/8/p2p4/8/PP3PPP/R3R1K1 b - -',
21,2,0,Bf4,b'rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq -',Queen's Pawn Mason Variation.
22,2,1,h6,b'rnbqkb1r/ppp1ppp1/5n1p/3p4/3P1B2/7P/PPP1PPP1/RN1QKBNR w KQkq -',Black usually does pretty well with Pe6 or Pc5 here.
23,2,2,Qb3,b'rn1qkb1r/1pp2pp1/p3pn1p/3p4/3P1B2/1Q2PN1P/PPP2PP1/RN2K2R b KQkq -',...and off the database.
24,2,3,1Qa3,b'r4rk1/4qpp1/p3pn1p/1pnp4/5NP1/Q3P2P/PPPN1P2/2KR3R b - -',Pb4 strikes my fancy.  Doubtful white would take it though.
25,2,4,2Rde1,b'r5k1/4rpp1/p6p/1p1pp2P/8/1Pn1PP1P/P1PN4/2K1R2R b - -',Oh oh NxP+.
26,2,5,2Nxa2+,b'r5k1/4rpp1/p6p/1p1pp2P/8/1P2PP1P/n1PN4/2K1R2R w - -',Yes!
27,2,6,2c3,b'r5k1/4rpp1/7p/pp1p3P/1n2pP2/1PP1P2P/1K1N4/4R1R1 b - -',Unbelievable!  White just threw his rook with Nd3+!
28,2,7,2Nd3+,b'r5k1/4rpp1/7p/pp1p3P/4pP2/1PPnP2P/1K1N4/4R1R1 w - -',Wonderful!
29,2,8,b4,b'r5k1/4rpp1/7p/p2p3P/1p2pP2/1PPnP2P/2KN4/4R1R1 w - -',?  NxR+!  A good idea is to program it.
30,2,9,4Nb2,b'6k1/6p1/7p/5p1r/1p2pP2/1P1nP3/1N2R3/1K6 b - -',Up two points black should trade.
31,2,10,4Na4,b'6k1/8/7p/2n2ppr/Np2pP2/1P2P3/2K1R3/8 b - -',Now don't trade...  Nd3 looks good.
32,2,11,4fxg5,b'6k1/8/4n2p/5pPr/Np2p3/1P2P3/2K1R3/8 b - -',Use the rook so it is out of the way and the h pawn is passed.
33,2,12,4hxg5,b'6k1/8/4n3/5ppr/Np2p3/1P2P3/2K1R3/8 w - -',I guess it is still passes--and the rook is out of the way--and the pawn is ahead.  And it supports the other pawns.  Yeah this was better.
34,2,13,4Nb6,b'6k1/8/1N2n3/5ppr/1p2p3/1P2P3/2K1R3/8 b - -',White will want to move Nd5 to take the pawn.  Black can defend with Nc5 then Nd3.  Nc7 also works temporarily.
35,2,14,4Kf7,b'8/5k2/1N2n3/5ppr/1p2p3/1P2P3/2K1R3/8 w - -',But not that.  Black could also run the g pawn tying up white's rook.
36,2,15,f4,b'8/5k2/4n3/3N2pr/1p2pp2/1P2P3/2K1R3/8 w - -',Oops.  Now white gets a pawn.
37,2,16,Rh4,b'8/5k2/8/8/1p2Rp1r/1P6/2K5/8 w - -',I think Rf5 would have been better.  Black's advantage now evaporates.
38,2,17,Kxb7,b'8/1k6/8/8/3K4/8/8/8 w - -',
39,3,0,e4,b'rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3',So he starts conventionally
40,3,1,c5,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6',I play the Sicilian
41,3,2,Nf3,b'rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -',He develops his knight preparing d2-d4
42,3,3,Nc6,b'r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -',And I develop mine.
43,3,4,d4,b'r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq d3',He pushes
44,3,5,cxd4,b'r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -',I take
45,3,6,Nxd4,b'r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -',He takes back
46,3,7,Nf6,b'r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -',I hit his e pawn
47,3,8,Nc3,b'r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq -',He protects it.
48,3,9,d6,b'r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -',"I prevent him from playing Nd4xNc6 followed by e4-e5. This is really the parting of the way next. He can play  6.Bc4 called ""Sozin"" (ECO code B57). It brings the bishop to an aggressive square or 6.Bg5 the Richter–Rauzer Attack (ECO codes B60 et seq). The move 6.Bg5 was Kurt Richter's invention threatening to double Black's pawns after Bxf6 and forestalling the Dragon by rendering 6...g6 unplayable. He plays the thrid most popular move at this point."
49,3,10,Be2,b'r1bqkb1r/pp2pppp/2np1n2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq -',Quite playable but perhaps less agreesive that the previously mentioned moves.
50,3,11,e5,b'r1bqkb1r/pp3ppp/2np1n2/4p3/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq e6',This is the Boleslavsky Variation named after Isaac Boleslavsky. Black gets a foothold in the centre but has a backward d pawn on a semi-open file. Both sides have chances.
51,3,12,Nb3,b'r1bqkb1r/pp3ppp/2np1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQK2R b KQkq -',"This is the old move which used to be considered the ""main line"". Now Nf3 is more common."
52,3,13,Be7,b'r1bqk2r/pp2bppp/2np1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQK2R w KQkq -',So I develop.
53,3,14,O-O,b'r1bqk2r/pp2bppp/2np1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 b kq -',He castles
54,3,15,O-O,b'r1bq1rk1/pp2bppp/2np1n2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1RK1 w - -',I castle.
55,3,16,Be3,b'r1bq1rk1/pp2bppp/2np1n2/4p3/4P3/1NN1B3/PPP1BPPP/R2Q1RK1 b - -',"He develops. Now I have had this position before. See http://gameknot.com/annotation.pl/hagley-v-kidderminster?gm=44180
In that game I continued with Be6 and d6-d5. There were exchanges on d5 and then on the d file and the game ended in a draw. So I decided to play something else which seemed to keep the pieces on more."
56,3,17,a5,b'r1bq1rk1/1p2bppp/2np1n2/p3p3/4P3/1NN1B3/PPP1BPPP/R2Q1RK1 w - a6',I threaten to drive his knight away from b3. If it goes to d2 it blocks the d file allowing d6-d5 without so many exchanges and if it goes to c1 it stops the co-ordination of rooks along his back rank.
