,gid,aid,move,fen,annotation
0,0,0,Bb5+,b'rnbqkbnr/pp2pppp/3p4/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq -',Decided to try the Moscow variation against the Semi-Slav defense.
1,0,1,e5,b'rn2kbnr/pp1q1ppp/3p4/2p1p3/2P1P3/5N2/PP1P1PPP/RNBQK2R w KQkq e6',I believe this denies me the Marcozy bind.
2,0,2,a6,b'rn2kb1r/1p1q1ppp/p2p1n2/2p1p3/2P1P3/2NP1N2/PP3PPP/R1BQK2R w KQkq -',prevents Nb5 from targeting his d pawn. I wasn't really looking at that though was eyeing the nice d5 perch for my knight.
3,0,3,Bg5,b'rn2kb1r/1p1q1ppp/p2p1n2/2p1p1B1/2P1P3/2NP1N2/PP3PPP/R2QK2R b KQkq -',And so I try to drive that knight of his away.
4,0,4,Bxf6,b'rn2k2r/1p1q1ppp/p2p1b2/2p1p3/2P1P3/2NP1N2/PP3PPP/R2QK2R w KQkq -',took the exchange because it allows me that perch.
5,0,5,Bd8,b'rn1bk2r/1p1q1ppp/p2p4/2pNp3/2P1P3/3P1N2/PP3PPP/R2QK2R w KQkq -',A good position for his bishop to be ... for a long time this bishop would prove to be a key factor keeping my knight at d5.
6,0,6,1a3,b'rn1bk2r/1p1q1ppp/p2p4/2pNp3/2P1P3/P2P1N2/1P3PPP/R2QK2R b KQkq -',I think this was to attempt b4 to dislodge his annoying c pawn.
7,0,7,1b3,b'rn1bk2r/3q1ppp/p2p4/1ppNp3/2P1P3/PP1P1N2/5PPP/R2QK2R b KQkq -',b3 instead of b4 because I did not wish to break my pawn structure in the center and because if the exchange took place my rook was in a better position to control the b file.
8,0,8,1O-O,b'rn1b1rk1/3q1ppp/p2p4/1ppNp3/2P1P3/PP1P1N2/5PPP/R2Q1RK1 b - -',"I castled as well as a ""wait and see"" option."
9,0,9,1Nd2,b'r2b1rk1/3q1ppp/p1np4/1ppNp3/2P1P3/PP1P4/3N1PPP/R2Q1RK1 b - -',I think my intention was to push f4 to force the e pawn off and control the f file using my rook.
10,0,10,Nd4,b'r2b1rk1/3q1pp1/p2p3p/1ppNp3/2PnPP2/PP1P4/3N2PP/R2Q1RK1 w - -',This was what I was afraid of when I moved my knight from f3. While my queen currently prevents that knight (in the same way his bishop is placed) from causing any trouble I do not want the queen to be inactive because of that.
11,0,11,1fxe5,b'r2b1rk1/3q1pp1/p2p3p/1ppNP3/2PnP3/PP1P4/3N2PP/R2Q1RK1 b - -',Sticking to the plan.
12,0,12,1Nf3,b'r2b1rk1/3q1pp1/p6p/1ppNp3/2PnP3/PP1P1N2/6PP/R2Q1RK1 b - -',Aiming to remove that possibly dangerous knight from play.
13,0,13,1f6,b'r2b1rk1/3q2p1/p4p1p/1ppNp3/2PnP3/PP1P1N2/6PP/R2Q1RK1 w - -',While it was true I threatened the e pawn that was not really my main goal.
14,0,14,cxd4,b'r2b1rk1/3q2p1/p4p1p/1p1Np3/2PpP3/PP1P4/6PP/R2Q1RK1 w - -',probably superior to exd4 as it does not expose his king-side to a possible pass-pawn.
15,0,15,1c5,b'r2b1rk1/3q2p1/p4p1p/1pPNp3/3pP3/PP1P4/6PP/R2Q1RK1 b - -',I had to remove the danger of bxc4 as that gives him sufficient tempo to bring his rook to control the c file.
