,gid,aid,move,fen,annotation
0,0,0,e6,b'rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -',Queen's gambit declined (D30) standardsvaret dessutom.
1,0,1,e3,b'rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq -',Queen's gambit declined (D30) öppnar upp för min L mot c4.
2,0,2,Nf6,b'rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR w KQkq -',Fortfarande Queen's gambit declined (D30) men det vanligaste draget Nc3 är till svarts fördel. Det näst vanligaste svaret Nf3 är till vits fördel statistiskt.
3,0,3,Nc6,b'r1bqkb1r/ppp2ppp/2n1pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq -',"Här ser man direkt att svarts L f8 kan bli hotfull så det är bäst att följa spellinjen för 
Queen's gambit declined (D30). Här går man upp med S till c3."
4,0,4,a6,b'r1bqkb1r/1pp2ppp/p1n1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -',Han väljer ett lite mer udda drag i QGD där 5...Bb4 hade varit i linjen. Efter lite moget övervägande så valde jag att följa den udda linjen och säkra b4 mot en ev attack från vits L och S.
5,0,5,h6,b'r1bqkb1r/1pp2pp1/p1n1pn1p/3p4/2PP4/P1N1PN2/1P3PPP/R1BQKB1R w KQkq -',Här avviker svart från Queen's gambit declined (D30) där 6...Be7 hade varit i den linjen.
6,0,6,Bd3,b'r1bqkb1r/1pp2pp1/p1n1pn1p/3p4/2PP4/P1NBPN2/1P3PPP/R1BQK2R b KQkq -',Normal utveckling och frigörande av rutor för rockad.
7,0,7,h3,b'r1bqkb1r/1pp2pp1/p4n1p/n2p4/3P4/P1NBPN1P/1P3PP1/R1BQK2R b KQkq -',Säkrar g4 innan jag gör rockad.
8,0,8,1O-O,b'r1bqk2r/1pp2pp1/p2b1n1p/n2p4/3P4/P1NBPN1P/1P3PP1/R1BQ1RK1 b kq -',Normal utveckling. Svart gör sannolikt rockad han med och sedan börjar mittspelet.
9,0,9,1b4,b'r1bq1rk1/1pp2pp1/p2b1n1p/n2p4/1P1P4/P1NBPN1P/5PP1/R1BQ1RK1 b - b3',Lyfter upp positionerna jagar iväg svarts S på a5 och skapar luft åt min L på c1 för vidare utveckling.
10,0,10,1Bb2,b'r1bq1rk1/1pp2pp1/p1nb1n1p/3p4/1P1P4/P1NBPN1P/1B3PP1/R2Q1RK1 b - -',Frilägger den bakre raden så sakteliga samt skapar förutsättningar för framtida kombinationer.
11,0,11,1Qc2,b'r1bqr1k1/1pp2pp1/p1nb1n1p/3p4/1P1P4/P1NBPN1P/1BQ2PP1/R4RK1 b - -',Bakre raden frilagd med endast T'na kvar samt förstärkning med D mot e4 där ett antal utväxlingar kan ske.
12,0,12,1e4,b'r1bqr1k1/2p2pp1/p1nb1n1p/1p1p4/1P1PP3/P1NB1N1P/1BQ2PP1/R4RK1 b - -',Låt utväxlingarna börja. Detta behövs för att öppna upp det låsta eländet.
13,0,13,1Nxe4,b'r1bqr1k1/2p2pp1/p1nb1n1p/1p6/1P1PN3/P2B1N1P/1BQ2PP1/R4RK1 b - -',Behåller greppet i mitten och utväxlar S hellre än L.
14,0,14,1Bd7,b'r2qr1k1/2pb1pp1/p1nb1n1p/1p6/1P1PN3/P2B1N1P/1BQ2PP1/R4RK1 w - -',Ska jag utväxla S på f6 eller L på d6 ? Löparna är viktigare i slutspelet så kan jag minska på hans L är det långsiktigt sunt. Förvisso har jag en stark diagonal längs b1-h7 och det hade kunnat motivera slagning av S på f6;men det är för tidigt att bygga mattnät.
15,0,15,1Nxd6,b'r2qr1k1/2pb1pp1/p1nN1n1p/1p6/1P1P4/P2B1N1P/1BQ2PP1/R4RK1 b - -',Nu slår han säkert cxd6 och då aktiverar jag antingen mitt a-T eller så går jag d5 för att avleda S.
