,gid,aid,move,fen,annotation
0,0,0,e6,b'rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -',Do not know this opening. Which one is it?
1,0,1,d4,b'rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq d3',Grabbing the center.
2,0,2,Qh4,b'rnb1kbnr/pppp1ppp/4p3/8/3PP2q/8/PPP2PPP/RNBQKBNR w KQkq -',Queen moves so early. This comes to the downfall.
3,0,3,Nf3,b'rnb1kbnr/pppp1ppp/4p3/8/3PP2q/5N2/PPP2PPP/RNBQKB1R b KQkq -',Threaten the queen.
4,0,4,Qxe4+,b'rnb1kbnr/pppp1ppp/4p3/8/3Pq3/5N2/PPP2PPP/RNBQKB1R w KQkq -',Takes the hanging piece with check.
5,0,5,Qc6,b'rnb1kbnr/pppp1ppp/2q1p3/8/3P4/4BN2/PPP2PPP/RN1QKB1R w KQkq -',The queen runs back to a safe spot.
6,0,6,Nc3,b'rnb1kbnr/pppp1ppp/2q1p3/8/3P4/2N1BN2/PPP2PPP/R2QKB1R b KQkq -',I bring my knights up.
7,0,7,Bb4,b'rnb1k1nr/pppp1ppp/1q2p3/8/1b1P4/1PN1BN2/P1P2PPP/R2QKB1R w KQkq -',Pins my knight.
8,0,8,Qd3,b'rnb1k1nr/pppp1ppp/1q2p3/8/1b1P4/1PNQBN2/P1P2PPP/R3KB1R b KQkq -',I support the knight.
9,0,9,Qa5,b'rnb1k1nr/pppp1ppp/4p3/q7/1b1P4/1PNQBN2/P1P2PPP/R3KB1R w KQkq -',She tries to overload the knight.
10,0,10,Bd2,b'rnb1k1nr/pppp1ppp/4p3/q7/1b1P4/1PNQ1N2/P1PB1PPP/R3KB1R b KQkq -',Luckly my knight protects the e5 so no check will be made.
11,0,11,Ba6,b'rn2k1nr/p1pp1ppp/bp2p3/q7/1b1P4/1PNQ1NP1/P1PB1P1P/R3KB1R w KQkq -',Attacks the Queen in a bid to take the knight.
12,0,12,1Qe3,b'rn2k1nr/p1pp1ppp/bp2p3/q7/1b1P4/1PN1QNP1/P1PB1P1P/R3KB1R b KQkq -',I protect the knight and the e file.
13,0,13,1Bg2,b'rn2k1nr/pbpp1ppp/1p2p3/q7/1b1P4/1PN1QNP1/P1PB1PBP/R3K2R b KQkq -',Getting ready to castle.
14,0,14,1Qa6,b'rn2k1nr/pbpp1ppp/qp2p3/8/1b1P4/1PN1QNP1/P1PB1PBP/R3K2R w KQkq -',Blocks the castling path.
15,0,15,1Ne2,b'rn2k1nr/pbpp1ppp/qp2p3/8/1b1P4/1P2QNP1/P1PBNPBP/R3K2R b KQkq -',I move the stressed knight.
16,0,16,1Nh6,b'rn2k2r/pbpp1ppp/qp2p2n/8/1b1P4/1P2QNP1/P1PBNPBP/R3K2R w KQkq -',She leaves the bishop hanging. First material blunder.
17,0,17,1Ne5,b'r3k2r/pbpp1ppp/qpn1p2n/4N3/1B1P4/1P2Q1P1/P1P1NPBP/R3K2R b KQkq -',I make a blunder also...
18,0,18,1Bxb7,b'r3k2r/pBpp1ppp/qp2p2n/4N3/1n1P4/1P2Q1P1/P1P1NP1P/R3K2R b KQkq -',Or so she thinks.
19,0,19,1Nxc2+,b'r3k2r/pBpp1ppp/qp2p2n/4N3/3P4/1P2Q1P1/P1n1NP1P/R3K2R w KQkq -',Checks my king and forks my queen!
20,0,20,Qa5+,b'r3k2r/pBpp1ppp/1p2p2n/q3N3/3P4/1P2Q1P1/P1nKNP1P/R6R w kq -',She doesn't take the queen as she is down in material.
21,0,21,1Kxc2,b'r3k2r/pBpp1ppp/1p2p2n/q3N3/3P4/1P2Q1P1/P1K1NP1P/R6R b kq -',4 points ahead but I have ruined my castling position.
22,0,22,1Rb8,b'1r2k2r/pBpp1ppp/1p2p2n/q3N3/3P4/1P2Q1P1/P1K1NP1P/R6R w k -',Moves out of the way of my bishop.
23,0,23,1Nc4,b'1r2k2r/pBpp1ppp/1p2p2n/q7/2NP4/1P2Q1P1/P1K1NP1P/R6R b k -',Threaten the queen.
24,0,24,1Be4,b'1r2k2r/p1pp1ppp/1p2p2n/5q2/2NPB3/1P2Q1P1/P1K1NP1P/R6R b k -',The bishop is free! Another blunder.
25,0,25,Qc6,b'1r2k2r/p1pp1ppp/1pq1p2n/8/2NP4/1P1BQ1P1/P1K1NP1P/R6R w k -',The queen now backs down.
26,0,26,O-O,b'1r3rk1/p1pp1ppp/1pq1p2n/8/2NP4/1PKBQ1P1/P3NP1P/R6R w - -',She castles. I see that she is vulnerable on h7.
27,0,27,2Be4,b'1r3rk1/p1pp1ppp/1pq1p2n/8/2NPB3/1PK1Q1P1/P3NP1P/R6R b - -',Threaten the queen and make room for Qd3.
28,0,28,2Ng4,b'1r3rk1/p1pp1ppp/1pq1p3/8/2NPB1n1/1PK1Q1P1/P3NP1P/R6R w - -',She pushes for a queen trade.
29,0,29,2Bxc6,b'1r3rk1/p1pp1ppp/1pB1p3/8/2NP2n1/1PK1Q1P1/P3NP1P/R6R b - -',I accept as I am 4 points ahead and will be 7 after Nxe3 and fxe3.
30,0,30,dxc6,b'1r3rk1/p1p2ppp/1pp1p3/8/2NP4/1PK1P1P1/P3N2P/R6R w - -',Tries to make up for material lost.
31,0,31,2Nxc6,b'3r1rk1/p1p2ppp/1pN1p3/8/3P4/1PK1P1P1/P3N2P/R6R b - -',I am about to check the king.
32,0,32,Kh8,b'r4r1k/p1p1Nppp/1p2p3/8/3P4/1PK1P1P1/P3N2P/R6R w - -',He moves in the corner.
33,0,33,2Nf4,b'r4r1k/p1p1Nppp/1p2p3/8/3P1N2/1PK1P1P1/P6P/R6R b - -',Two knights are better than one!
34,0,34,2g5,b'r4r1k/p1p1Np1p/1p2p3/6p1/3P1N2/1PK1P1P1/P6P/R6R w - g6',She is losing the king's cover!
35,0,35,h6,b'r4r1k/p1p1Np2/1p2p2p/6pN/3P4/1PK1P1P1/P6P/R6R w - -',The king is now exposed.
36,0,36,3Rhf1,b'r4r1k/p1p1Np2/1p2p2p/6pN/3P4/1PK1P1P1/P6P/R4R2 b - -',Thinking of Rf6 then Rxh6#.
37,0,37,3f5,b'r4r1k/p1p1N3/1p2p2p/5ppN/3P4/1PK1P1P1/P6P/R4R2 w - f6',Blunder! Ng6 wins 2 points.
38,0,38,Kh7,b'4rr2/p1p4k/1p2p1Np/5ppN/3P4/1PK1PRP1/P6P/R7 w - -',As I said before I get a 2 extra points.
39,0,39,3Rf4,b'5r2/p1p4k/1p2p2p/5p1N/3PPRp1/1PK3P1/P6P/R7 b - -',Now the odds are against black.
40,0,40,3Re1,b'5r2/p1p5/1p4kp/5p1N/3P1Rp1/1PK3P1/P6P/4R3 b - -',Taking oportunities for pawns.
41,0,41,3Re5,b'5r2/p1p5/1p5p/4Rp1k/3P1Rp1/1PK3P1/P6P/8 b - -',I want the pawns!
42,0,42,4d5,b'5r2/p1R5/1p6/3P1pkp/5Rp1/1PK3P1/P6P/8 b - -',Trying for a pawn promotion.
43,0,43,4d7,b'3r4/p1RP4/1p6/5pkp/5Rp1/1PK3P1/P6P/8 b - -',A passed pawn is always good.
44,0,44,4h4,b'3r4/p1RP4/1p6/5pk1/5Rpp/1PK3P1/P6P/8 w - -',The black king locks himself in! If Rc8...
45,0,45,Rxd7,b'2R5/p2r4/1p6/5pk1/5Rpp/1PK3P1/P6P/8 w - -',I can check the king.
46,0,46,4gxh4,b'6R1/p2r4/1p3k2/5p2/5RpP/1PK5/P6P/8 b - -',Another try for pawn promotion.
47,0,47,4Ra4,b'6R1/p2r4/1p6/4kp2/R5pP/1PK5/P6P/8 b - -',Get more pawns!
48,0,48,Rd1,b'8/8/1p6/p3kpR1/R5pP/1PK5/P6P/3r4 w - -',Goes down to get h2.
49,0,49,Kf6,b'8/8/1p3k1P/p4pR1/R5p1/1PK5/P6P/7r w - -',Another blunder. Rxh2 would be better.
50,0,50,Rc8,b'2r5/8/1p3k1P/p4p1R/R5p1/1P6/P2K3P/8 w - -',Tries to stop the promotion.
51,0,51,5Rf4,b'7r/7P/1p3k2/p4p1R/5Rp1/1P6/P2K3P/8 b - -',I see my chance to take the f5 pawn.
52,0,52,5Rfxf5,b'7r/7P/1p4k1/p4R1R/6p1/1P6/P2K3P/8 b - -',And now my two rooks are free to roam on the same file.
53,0,53,5Rfg5+,b'7r/6kP/1p6/p5RR/6p1/1P6/P2K3P/8 b - -',That king must move.
54,0,54,5Rg8,b'6Rr/7P/1p3k2/p6R/6p1/1P6/P2K3P/8 b - -',Now he has lost the rook. If Rxh7 then Rxh7. If Rxg8 then hxg8. 
55,0,55,Kf5,b'6R1/7R/1p6/p4k2/6p1/1P6/P2K3P/8 w - -',At this point black resigned. If she hadn't made so many blunders she would have beat me. But I suppose that bad luck is evedent in this game. On a final note Cut out the blunders in your games. It will help you win. Thanks for viewing and God Bless!
56,1,0,e5,b'rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6',Kings pawn game
57,1,1,Bd6,b'r1bqk1nr/pppp1ppp/3b4/4n3/4P3/5N2/PPP2PPP/RNBQKB1R w KQkq -',Developing and defending
58,1,2,Bxe5,b'r1bqk1nr/pppp1ppp/8/4b3/4P3/8/PPP2PPP/RNBQKB1R w KQkq -',"Not sure why but I was having a bit of a ""Keen to trade"" day."
59,1,3,Qh4,b'r1b1k1nr/pppp1ppp/8/4b3/4P2q/2N5/PPP2PPP/R1BQKB1R w KQkq -',Not sure what that was for. Like pinning f2 or something?
60,1,4,Qd8,b'r1bqk1nr/pppp1ppp/8/8/4P3/2NB2P1/PPP2P1b/R1BQK2R w KQkq -',Managed to win his bishop
61,1,5,h6,b'r1bq1rk1/pppp1pp1/7p/3P4/8/3BB1P1/PPP2P1R/R2QK3 w Q -',To prevent bh7+
62,1,6,1Kg2,b'r3r1k1/p1p2pp1/1p1p3p/3P1q2/7R/1QP1B1P1/PP3PK1/4R3 b - -',To prevent qf3
63,1,7,Qh7,b'4r1k1/p1p1rppq/1p1p3p/3P4/5R2/1QP1BPP1/PP4K1/4R3 w - -',I could tell I wasn't doing very well
64,1,8,2Bxb6,b'4r1k1/p1p2pp1/1B1p3p/3P4/8/1QP2qP1/PP5K/4R3 b - -',I really hoped he would capture b6 without looking properly. Than I could go rxe8
65,1,9,2Rxe1,b'6k1/p1p2pp1/1B1p3p/3P4/8/1QP2qP1/PP5K/4r3 w - -',But he saw it. I knew I was dead meat
